26/10/2012
V740D9_dispersion1540equalized_TEr20g200 _X	V740D9_dispersion1540equalized_TEr20g200_Y	V740D9_dispersion1540equalized_TEr20g200_Ynorm	dispersionV740D9_1560equalized_TEr20g200 _X	dispersionV740D9_1560equalized_TEr20g200_Y	dispersionV740D9_1560equalized_TEr20g200_Ynorm	dispersionV740D9_1560equalized_noRing _X	dispersionV740D9_1560equalized_noRing_Y	dispersionV740D9_1560equalized_noRing_Ynorm	dispersionV740D9_1560equalized_r20g275 _X	dispersionV740D9_1560equalized_r20g275_Y	dispersionV740D9_1560equalized_r20g275_Ynorm	dispersionV740D9_1560equalized_r20g325 _X	dispersionV740D9_1560equalized_r20g325_Y	dispersionV740D9_1560equalized_r20g325_Ynorm	dispersionV740D9_1560equalized_r20g400 _X	dispersionV740D9_1560equalized_r20g400_Y	dispersionV740D9_1560equalized_r20g400_Ynorm	dispersionV740D9_1560equalized_r20g170g180 _X	dispersionV740D9_1560equalized_r20g170g180_Y	dispersionV740D9_1560equalized_r20g170g180_Ynorm
1.533050E+3	1.382000E+2	-4.180000E+1	1.533050E+3	-5.655000E+1	-2.346500E+2	1.560500E+3	1.238000E+2	-2.000000E-1	1.533050E+3	-6.519000E+1	-2.446900E+2	1.533050E+3	-6.773000E+1	-2.050300E+2	1.533050E+3	-8.875000E+1	-2.278500E+2	1.533050E+3	-6.861000E+1	-2.476100E+2
1.533060E+3	1.384000E+2	-4.160000E+1	1.533060E+3	-5.631000E+1	-2.344100E+2	1.560600E+3	1.226000E+2	-1.400000E+0	1.533060E+3	-6.509000E+1	-2.445900E+2	1.533060E+3	-6.734000E+1	-2.046400E+2	1.533060E+3	-8.869000E+1	-2.277900E+2	1.533060E+3	-6.845000E+1	-2.474500E+2
1.533070E+3	1.388000E+2	-4.120000E+1	1.533070E+3	-5.606000E+1	-2.341600E+2	1.560700E+3	1.210000E+2	-3.000000E+0	1.533070E+3	-6.495000E+1	-2.444500E+2	1.533070E+3	-6.680000E+1	-2.041000E+2	1.533070E+3	-8.867000E+1	-2.277700E+2	1.533070E+3	-6.836000E+1	-2.473600E+2
1.533080E+3	1.392000E+2	-4.080000E+1	1.533080E+3	-5.582000E+1	-2.339200E+2	1.560800E+3	1.186000E+2	-5.400000E+0	1.533080E+3	-6.466000E+1	-2.441600E+2	1.533080E+3	-6.636000E+1	-2.036600E+2	1.533080E+3	-8.871000E+1	-2.278100E+2	1.533080E+3	-6.828000E+1	-2.472800E+2
1.533090E+3	1.396000E+2	-4.040000E+1	1.533090E+3	-5.552000E+1	-2.336200E+2	1.560900E+3	1.163000E+2	-7.700000E+0	1.533090E+3	-6.437000E+1	-2.438700E+2	1.533090E+3	-6.599000E+1	-2.032900E+2	1.533090E+3	-8.879000E+1	-2.278900E+2	1.533090E+3	-6.824000E+1	-2.472400E+2
1.533100E+3	1.398000E+2	-4.020000E+1	1.533100E+3	-5.538000E+1	-2.334800E+2	1.561000E+3	1.141000E+2	-9.900000E+0	1.533100E+3	-6.406000E+1	-2.435600E+2	1.533100E+3	-6.566000E+1	-2.029600E+2	1.533100E+3	-8.888000E+1	-2.279800E+2	1.533100E+3	-6.829000E+1	-2.472900E+2
1.533110E+3	1.401000E+2	-3.990000E+1	1.533110E+3	-5.527000E+1	-2.333700E+2	1.561100E+3	1.130000E+2	-1.100000E+1	1.533110E+3	-6.374000E+1	-2.432400E+2	1.533110E+3	-6.527000E+1	-2.025700E+2	1.533110E+3	-8.903000E+1	-2.281300E+2	1.533110E+3	-6.840000E+1	-2.474000E+2
1.533120E+3	1.403000E+2	-3.970000E+1	1.533120E+3	-5.511000E+1	-2.332100E+2	1.561200E+3	1.134000E+2	-1.060000E+1	1.533120E+3	-6.361000E+1	-2.431100E+2	1.533120E+3	-6.501000E+1	-2.023100E+2	1.533120E+3	-8.922000E+1	-2.283200E+2	1.533120E+3	-6.853000E+1	-2.475300E+2
1.533130E+3	1.405000E+2	-3.950000E+1	1.533130E+3	-5.500000E+1	-2.331000E+2	1.561300E+3	1.151000E+2	-8.900000E+0	1.533130E+3	-6.362000E+1	-2.431200E+2	1.533130E+3	-6.478000E+1	-2.020800E+2	1.533130E+3	-8.941000E+1	-2.285100E+2	1.533130E+3	-6.860000E+1	-2.476000E+2
1.533140E+3	1.405000E+2	-3.950000E+1	1.533140E+3	-5.495000E+1	-2.330500E+2	1.561400E+3	1.179000E+2	-6.100000E+0	1.533140E+3	-6.365000E+1	-2.431500E+2	1.533140E+3	-6.443000E+1	-2.017300E+2	1.533140E+3	-8.959000E+1	-2.286900E+2	1.533140E+3	-6.862000E+1	-2.476200E+2
1.533150E+3	1.404000E+2	-3.960000E+1	1.533150E+3	-5.500000E+1	-2.331000E+2	1.561500E+3	1.233000E+2	-7.000000E-1	1.533150E+3	-6.367000E+1	-2.431700E+2	1.533150E+3	-6.387000E+1	-2.011700E+2	1.533150E+3	-8.986000E+1	-2.289600E+2	1.533150E+3	-6.866000E+1	-2.476600E+2
1.533160E+3	1.402000E+2	-3.980000E+1	1.533160E+3	-5.503000E+1	-2.331300E+2	1.561600E+3	1.240000E+2	0.000000E+0	1.533160E+3	-6.368000E+1	-2.431800E+2	1.533160E+3	-6.301000E+1	-2.003100E+2	1.533160E+3	-9.025000E+1	-2.293500E+2	1.533160E+3	-6.873000E+1	-2.477300E+2
1.533170E+3	1.401000E+2	-3.990000E+1	1.533170E+3	-5.505000E+1	-2.331500E+2	1.561700E+3	1.239000E+2	-1.000000E-1	1.533170E+3	-6.371000E+1	-2.432100E+2	1.533170E+3	-6.269000E+1	-1.999900E+2	1.533170E+3	-9.033000E+1	-2.294300E+2	1.533170E+3	-6.883000E+1	-2.478300E+2
1.533180E+3	1.400000E+2	-4.000000E+1	1.533180E+3	-5.504000E+1	-2.331400E+2	1.561800E+3	1.226000E+2	-1.400000E+0	1.533180E+3	-6.375000E+1	-2.432500E+2	1.533180E+3	-6.227000E+1	-1.995700E+2	1.533180E+3	-9.038000E+1	-2.294800E+2	1.533180E+3	-6.902000E+1	-2.480200E+2
1.533190E+3	1.399000E+2	-4.010000E+1	1.533190E+3	-5.502000E+1	-2.331200E+2	1.561900E+3	1.196000E+2	-4.400000E+0	1.533190E+3	-6.379000E+1	-2.432900E+2	1.533190E+3	-6.157000E+1	-1.988700E+2	1.533190E+3	-9.048000E+1	-2.295800E+2	1.533190E+3	-6.909000E+1	-2.480900E+2
1.533200E+3	1.396000E+2	-4.040000E+1	1.533200E+3	-5.501000E+1	-2.331100E+2	1.562000E+3	1.169000E+2	-7.100000E+0	1.533200E+3	-6.382000E+1	-2.433200E+2	1.533200E+3	-6.059000E+1	-1.978900E+2	1.533200E+3	-9.071000E+1	-2.298100E+2	1.533200E+3	-6.920000E+1	-2.482000E+2
1.533210E+3	1.394000E+2	-4.060000E+1	1.533210E+3	-5.502000E+1	-2.331200E+2	1.562100E+3	1.136000E+2	-1.040000E+1	1.533210E+3	-6.385000E+1	-2.433500E+2	1.533210E+3	-5.916000E+1	-1.964600E+2	1.533210E+3	-9.091000E+1	-2.300100E+2	1.533210E+3	-6.936000E+1	-2.483600E+2
1.533220E+3	1.392000E+2	-4.080000E+1	1.533220E+3	-5.504000E+1	-2.331400E+2	1.562200E+3	1.120000E+2	-1.200000E+1	1.533220E+3	-6.387000E+1	-2.433700E+2	1.533220E+3	-5.886000E+1	-1.961600E+2	1.533220E+3	-9.099000E+1	-2.300900E+2	1.533220E+3	-6.943000E+1	-2.484300E+2
1.533230E+3	1.392000E+2	-4.080000E+1	1.533230E+3	-5.506000E+1	-2.331600E+2	1.562300E+3	1.119000E+2	-1.210000E+1	1.533230E+3	-6.386000E+1	-2.433600E+2	1.533230E+3	-5.855000E+1	-1.958500E+2	1.533230E+3	-9.110000E+1	-2.302000E+2	1.533230E+3	-6.950000E+1	-2.485000E+2
1.533240E+3	1.391000E+2	-4.090000E+1	1.533240E+3	-5.509000E+1	-2.331900E+2	1.562400E+3	1.134000E+2	-1.060000E+1	1.533240E+3	-6.383000E+1	-2.433300E+2	1.533240E+3	-5.766000E+1	-1.949600E+2	1.533240E+3	-9.129000E+1	-2.303900E+2	1.533240E+3	-6.958000E+1	-2.485800E+2
1.533250E+3	1.390000E+2	-4.100000E+1	1.533250E+3	-5.512000E+1	-2.332200E+2	1.562500E+3	1.157000E+2	-8.300000E+0	1.533250E+3	-6.382000E+1	-2.433200E+2	1.533250E+3	-5.635000E+1	-1.936500E+2	1.533250E+3	-9.147000E+1	-2.305700E+2	1.533250E+3	-6.956000E+1	-2.485600E+2
1.533260E+3	1.383000E+2	-4.170000E+1	1.533260E+3	-5.516000E+1	-2.332600E+2	1.562600E+3	1.185000E+2	-5.500000E+0	1.533260E+3	-6.398000E+1	-2.434800E+2	1.533260E+3	-5.513000E+1	-1.924300E+2	1.533260E+3	-9.167000E+1	-2.307700E+2	1.533260E+3	-6.954000E+1	-2.485400E+2
1.533270E+3	1.378000E+2	-4.220000E+1	1.533270E+3	-5.530000E+1	-2.334000E+2	1.562700E+3	1.208000E+2	-3.200000E+0	1.533270E+3	-6.428000E+1	-2.437800E+2	1.533270E+3	-5.501000E+1	-1.923100E+2	1.533270E+3	-9.193000E+1	-2.310300E+2	1.533270E+3	-6.964000E+1	-2.486400E+2
1.533280E+3	1.368000E+2	-4.320000E+1	1.533280E+3	-5.552000E+1	-2.336200E+2	1.562800E+3	1.217000E+2	-2.300000E+0	1.533280E+3	-6.495000E+1	-2.444500E+2	1.533280E+3	-5.792000E+1	-1.952200E+2	1.533280E+3	-9.227000E+1	-2.313700E+2	1.533280E+3	-7.015000E+1	-2.491500E+2
1.533290E+3	1.366000E+2	-4.340000E+1	1.533290E+3	-5.579000E+1	-2.338900E+2	1.562900E+3	1.210000E+2	-3.000000E+0	1.533290E+3	-6.516000E+1	-2.446600E+2	1.533290E+3	-7.231000E+1	-2.096100E+2	1.533290E+3	-9.259000E+1	-2.316900E+2	1.533290E+3	-7.024000E+1	-2.492400E+2
1.533300E+3	1.364000E+2	-4.360000E+1	1.533300E+3	-5.602000E+1	-2.341200E+2	1.563000E+3	1.192000E+2	-4.800000E+0	1.533300E+3	-6.527000E+1	-2.447700E+2	1.533300E+3	-7.926000E+1	-2.165600E+2	1.533300E+3	-9.283000E+1	-2.319300E+2	1.533300E+3	-7.033000E+1	-2.493300E+2
1.533310E+3	1.364000E+2	-4.360000E+1	1.533310E+3	-5.618000E+1	-2.342800E+2	1.563100E+3	1.164000E+2	-7.600000E+0	1.533310E+3	-6.528000E+1	-2.447800E+2	1.533310E+3	-8.317000E+1	-2.204700E+2	1.533310E+3	-9.317000E+1	-2.322700E+2	1.533310E+3	-7.064000E+1	-2.496400E+2
1.533320E+3	1.366000E+2	-4.340000E+1	1.533320E+3	-5.628000E+1	-2.343800E+2	1.563200E+3	1.135000E+2	-1.050000E+1	1.533320E+3	-6.530000E+1	-2.448000E+2	1.533320E+3	-8.377000E+1	-2.210700E+2	1.533320E+3	-9.366000E+1	-2.327600E+2	1.533320E+3	-7.079000E+1	-2.497900E+2
1.533330E+3	1.369000E+2	-4.310000E+1	1.533330E+3	-5.631000E+1	-2.344100E+2	1.563300E+3	1.112000E+2	-1.280000E+1	1.533330E+3	-6.532000E+1	-2.448200E+2	1.533330E+3	-8.294000E+1	-2.202400E+2	1.533330E+3	-9.400000E+1	-2.331000E+2	1.533330E+3	-7.087000E+1	-2.498700E+2
1.533340E+3	1.368000E+2	-4.320000E+1	1.533340E+3	-5.630000E+1	-2.344000E+2	1.563400E+3	1.100000E+2	-1.400000E+1	1.533340E+3	-6.540000E+1	-2.449000E+2	1.533340E+3	-8.241000E+1	-2.197100E+2	1.533340E+3	-9.418000E+1	-2.332800E+2	1.533340E+3	-7.087000E+1	-2.498700E+2
1.533350E+3	1.365000E+2	-4.350000E+1	1.533350E+3	-5.642000E+1	-2.345200E+2	1.563500E+3	1.101000E+2	-1.390000E+1	1.533350E+3	-6.548000E+1	-2.449800E+2	1.533350E+3	-8.218000E+1	-2.194800E+2	1.533350E+3	-9.422000E+1	-2.333200E+2	1.533350E+3	-7.068000E+1	-2.496800E+2
1.533360E+3	1.361000E+2	-4.390000E+1	1.533360E+3	-5.656000E+1	-2.346600E+2	1.563600E+3	1.119000E+2	-1.210000E+1	1.533360E+3	-6.559000E+1	-2.450900E+2	1.533360E+3	-8.151000E+1	-2.188100E+2	1.533360E+3	-9.428000E+1	-2.333800E+2	1.533360E+3	-7.041000E+1	-2.494100E+2
1.533370E+3	1.355000E+2	-4.450000E+1	1.533370E+3	-5.670000E+1	-2.348000E+2	1.563700E+3	1.147000E+2	-9.300000E+0	1.533370E+3	-6.576000E+1	-2.452600E+2	1.533370E+3	-8.064000E+1	-2.179400E+2	1.533370E+3	-9.443000E+1	-2.335300E+2	1.533370E+3	-7.038000E+1	-2.493800E+2
1.533380E+3	1.350000E+2	-4.500000E+1	1.533380E+3	-5.683000E+1	-2.349300E+2	1.563800E+3	1.174000E+2	-6.600000E+0	1.533380E+3	-6.606000E+1	-2.455600E+2	1.533380E+3	-7.991000E+1	-2.172100E+2	1.533380E+3	-9.465000E+1	-2.337500E+2	1.533380E+3	-7.041000E+1	-2.494100E+2
1.533390E+3	1.345000E+2	-4.550000E+1	1.533390E+3	-5.695000E+1	-2.350500E+2	1.563900E+3	1.195000E+2	-4.500000E+0	1.533390E+3	-6.635000E+1	-2.458500E+2	1.533390E+3	-7.924000E+1	-2.165400E+2	1.533390E+3	-9.493000E+1	-2.340300E+2	1.533390E+3	-7.052000E+1	-2.495200E+2
1.533400E+3	1.337000E+2	-4.630000E+1	1.533400E+3	-5.711000E+1	-2.352100E+2	1.564000E+3	1.197000E+2	-4.300000E+0	1.533400E+3	-6.666000E+1	-2.461600E+2	1.533400E+3	-7.863000E+1	-2.159300E+2	1.533400E+3	-9.527000E+1	-2.343700E+2	1.533400E+3	-7.075000E+1	-2.497500E+2
1.533410E+3	1.329000E+2	-4.710000E+1	1.533410E+3	-5.733000E+1	-2.354300E+2	1.564100E+3	1.180000E+2	-6.000000E+0	1.533410E+3	-6.700000E+1	-2.465000E+2	1.533410E+3	-7.789000E+1	-2.151900E+2	1.533410E+3	-9.556000E+1	-2.346600E+2	1.533410E+3	-7.102000E+1	-2.500200E+2
1.533420E+3	1.323000E+2	-4.770000E+1	1.533420E+3	-5.752000E+1	-2.356200E+2	1.564200E+3	1.157000E+2	-8.300000E+0	1.533420E+3	-6.720000E+1	-2.467000E+2	1.533420E+3	-7.758000E+1	-2.148800E+2	1.533420E+3	-9.584000E+1	-2.349400E+2	1.533420E+3	-7.122000E+1	-2.502200E+2
1.533430E+3	1.316000E+2	-4.840000E+1	1.533430E+3	-5.769000E+1	-2.357900E+2	1.564300E+3	1.132000E+2	-1.080000E+1	1.533430E+3	-6.728000E+1	-2.467800E+2	1.533430E+3	-7.734000E+1	-2.146400E+2	1.533430E+3	-9.658000E+1	-2.356800E+2	1.533430E+3	-7.132000E+1	-2.503200E+2
1.533440E+3	1.308000E+2	-4.920000E+1	1.533440E+3	-5.784000E+1	-2.359400E+2	1.564400E+3	1.108000E+2	-1.320000E+1	1.533440E+3	-6.733000E+1	-2.468300E+2	1.533440E+3	-7.712000E+1	-2.144200E+2	1.533440E+3	-9.679000E+1	-2.358900E+2	1.533440E+3	-7.137000E+1	-2.503700E+2
1.533450E+3	1.300000E+2	-5.000000E+1	1.533450E+3	-5.787000E+1	-2.359700E+2	1.564500E+3	1.091000E+2	-1.490000E+1	1.533450E+3	-6.737000E+1	-2.468700E+2	1.533450E+3	-7.695000E+1	-2.142500E+2	1.533450E+3	-9.693000E+1	-2.360300E+2	1.533450E+3	-7.129000E+1	-2.502900E+2
1.533460E+3	1.294000E+2	-5.060000E+1	1.533460E+3	-5.790000E+1	-2.360000E+2	1.564600E+3	1.087000E+2	-1.530000E+1	1.533460E+3	-6.739000E+1	-2.468900E+2	1.533460E+3	-7.684000E+1	-2.141400E+2	1.533460E+3	-9.697000E+1	-2.360700E+2	1.533460E+3	-7.125000E+1	-2.502500E+2
1.533470E+3	1.287000E+2	-5.130000E+1	1.533470E+3	-5.793000E+1	-2.360300E+2	1.564700E+3	1.099000E+2	-1.410000E+1	1.533470E+3	-6.745000E+1	-2.469500E+2	1.533470E+3	-7.684000E+1	-2.141400E+2	1.533470E+3	-9.702000E+1	-2.361200E+2	1.533470E+3	-7.145000E+1	-2.504500E+2
1.533480E+3	1.278000E+2	-5.220000E+1	1.533480E+3	-5.803000E+1	-2.361300E+2	1.564800E+3	1.124000E+2	-1.160000E+1	1.533480E+3	-6.760000E+1	-2.471000E+2	1.533480E+3	-7.693000E+1	-2.142300E+2	1.533480E+3	-9.713000E+1	-2.362300E+2	1.533480E+3	-7.173000E+1	-2.507300E+2
1.533490E+3	1.268000E+2	-5.320000E+1	1.533490E+3	-5.811000E+1	-2.362100E+2	1.564900E+3	1.153000E+2	-8.700000E+0	1.533490E+3	-6.783000E+1	-2.473300E+2	1.533490E+3	-7.712000E+1	-2.144200E+2	1.533490E+3	-9.721000E+1	-2.363100E+2	1.533490E+3	-7.197000E+1	-2.509700E+2
1.533500E+3	1.258000E+2	-5.420000E+1	1.533500E+3	-5.817000E+1	-2.362700E+2	1.565000E+3	1.178000E+2	-6.200000E+0	1.533500E+3	-6.806000E+1	-2.475600E+2	1.533500E+3	-7.728000E+1	-2.145800E+2	1.533500E+3	-9.723000E+1	-2.363300E+2	1.533500E+3	-7.209000E+1	-2.510900E+2
1.533510E+3	1.250000E+2	-5.500000E+1	1.533510E+3	-5.827000E+1	-2.363700E+2	1.565100E+3	1.190000E+2	-5.000000E+0	1.533510E+3	-6.824000E+1	-2.477400E+2	1.533510E+3	-7.745000E+1	-2.147500E+2	1.533510E+3	-9.695000E+1	-2.360500E+2	1.533510E+3	-7.209000E+1	-2.510900E+2
1.533520E+3	1.241000E+2	-5.590000E+1	1.533520E+3	-5.848000E+1	-2.365800E+2	1.565200E+3	1.183000E+2	-5.700000E+0	1.533520E+3	-6.834000E+1	-2.478400E+2	1.533520E+3	-7.753000E+1	-2.148300E+2	1.533520E+3	-9.654000E+1	-2.356400E+2	1.533520E+3	-7.199000E+1	-2.509900E+2
1.533530E+3	1.232000E+2	-5.680000E+1	1.533530E+3	-5.865000E+1	-2.367500E+2	1.565300E+3	1.164000E+2	-7.600000E+0	1.533530E+3	-6.837000E+1	-2.478700E+2	1.533530E+3	-7.757000E+1	-2.148700E+2	1.533530E+3	-9.591000E+1	-2.350100E+2	1.533530E+3	-7.188000E+1	-2.508800E+2
1.533540E+3	1.225000E+2	-5.750000E+1	1.533540E+3	-5.875000E+1	-2.368500E+2	1.565400E+3	1.131000E+2	-1.090000E+1	1.533540E+3	-6.829000E+1	-2.477900E+2	1.533540E+3	-7.763000E+1	-2.149300E+2	1.533540E+3	-9.545000E+1	-2.345500E+2	1.533540E+3	-7.170000E+1	-2.507000E+2
1.533550E+3	1.218000E+2	-5.820000E+1	1.533550E+3	-5.879000E+1	-2.368900E+2	1.565500E+3	1.105000E+2	-1.350000E+1	1.533550E+3	-6.815000E+1	-2.476500E+2	1.533550E+3	-7.766000E+1	-2.149600E+2	1.533550E+3	-9.487000E+1	-2.339700E+2	1.533550E+3	-7.140000E+1	-2.504000E+2
1.533560E+3	1.211000E+2	-5.890000E+1	1.533560E+3	-5.877000E+1	-2.368700E+2	1.565600E+3	1.087000E+2	-1.530000E+1	1.533560E+3	-6.798000E+1	-2.474800E+2	1.533560E+3	-7.763000E+1	-2.149300E+2	1.533560E+3	-9.521000E+1	-2.343100E+2	1.533560E+3	-7.112000E+1	-2.501200E+2
1.533570E+3	1.203000E+2	-5.970000E+1	1.533570E+3	-5.870000E+1	-2.368000E+2	1.565700E+3	1.077000E+2	-1.630000E+1	1.533570E+3	-6.777000E+1	-2.472700E+2	1.533570E+3	-7.756000E+1	-2.148600E+2	1.533570E+3	-9.731000E+1	-2.364100E+2	1.533570E+3	-7.080000E+1	-2.498000E+2
1.533580E+3	1.197000E+2	-6.030000E+1	1.533580E+3	-5.862000E+1	-2.367200E+2	1.565800E+3	1.087000E+2	-1.530000E+1	1.533580E+3	-6.756000E+1	-2.470600E+2	1.533580E+3	-7.752000E+1	-2.148200E+2	1.533580E+3	-1.000000E+2	-2.391000E+2	1.533580E+3	-7.037000E+1	-2.493700E+2
1.533590E+3	1.191000E+2	-6.090000E+1	1.533590E+3	-5.850000E+1	-2.366000E+2	1.565900E+3	1.106000E+2	-1.340000E+1	1.533590E+3	-6.737000E+1	-2.468700E+2	1.533590E+3	-7.758000E+1	-2.148800E+2	1.533590E+3	-1.025000E+2	-2.416000E+2	1.533590E+3	-7.008000E+1	-2.490800E+2
1.533600E+3	1.184000E+2	-6.160000E+1	1.533600E+3	-5.839000E+1	-2.364900E+2	1.566000E+3	1.148000E+2	-9.200000E+0	1.533600E+3	-6.712000E+1	-2.466200E+2	1.533600E+3	-7.766000E+1	-2.149600E+2	1.533600E+3	-1.044000E+2	-2.435000E+2	1.533600E+3	-6.967000E+1	-2.486700E+2
1.533610E+3	1.177000E+2	-6.230000E+1	1.533610E+3	-5.820000E+1	-2.363000E+2	1.566100E+3	1.167000E+2	-7.300000E+0	1.533610E+3	-6.697000E+1	-2.464700E+2	1.533610E+3	-7.779000E+1	-2.150900E+2	1.533610E+3	-1.046000E+2	-2.437000E+2	1.533610E+3	-6.909000E+1	-2.480900E+2
1.533620E+3	1.171000E+2	-6.290000E+1	1.533620E+3	-5.813000E+1	-2.362300E+2	1.566200E+3	1.180000E+2	-6.000000E+0	1.533620E+3	-6.685000E+1	-2.463500E+2	1.533620E+3	-7.785000E+1	-2.151500E+2	1.533620E+3	-1.043000E+2	-2.434000E+2	1.533620E+3	-6.853000E+1	-2.475300E+2
1.533630E+3	1.165000E+2	-6.350000E+1	1.533630E+3	-5.805000E+1	-2.361500E+2	1.566300E+3	1.179000E+2	-6.100000E+0	1.533630E+3	-6.673000E+1	-2.462300E+2	1.533630E+3	-7.754000E+1	-2.148400E+2	1.533630E+3	-1.037000E+2	-2.428000E+2	1.533630E+3	-6.813000E+1	-2.471300E+2
1.533640E+3	1.159000E+2	-6.410000E+1	1.533640E+3	-5.796000E+1	-2.360600E+2	1.566400E+3	1.164000E+2	-7.600000E+0	1.533640E+3	-6.648000E+1	-2.459800E+2	1.533640E+3	-7.738000E+1	-2.146800E+2	1.533640E+3	-1.023000E+2	-2.414000E+2	1.533640E+3	-6.743000E+1	-2.464300E+2
1.533650E+3	1.150000E+2	-6.500000E+1	1.533650E+3	-5.791000E+1	-2.360100E+2	1.566500E+3	1.144000E+2	-9.600000E+0	1.533650E+3	-6.615000E+1	-2.456500E+2	1.533650E+3	-7.728000E+1	-2.145800E+2	1.533650E+3	-1.016000E+2	-2.407000E+2	1.533650E+3	-6.633000E+1	-2.453300E+2
1.533660E+3	1.145000E+2	-6.550000E+1	1.533660E+3	-5.791000E+1	-2.360100E+2	1.566600E+3	1.121000E+2	-1.190000E+1	1.533660E+3	-6.576000E+1	-2.452600E+2	1.533660E+3	-7.724000E+1	-2.145400E+2	1.533660E+3	-1.011000E+2	-2.402000E+2	1.533660E+3	-6.540000E+1	-2.444000E+2
1.533670E+3	1.140000E+2	-6.600000E+1	1.533670E+3	-5.777000E+1	-2.358700E+2	1.566700E+3	1.097000E+2	-1.430000E+1	1.533670E+3	-6.555000E+1	-2.450500E+2	1.533670E+3	-7.728000E+1	-2.145800E+2	1.533670E+3	-1.010000E+2	-2.401000E+2	1.533670E+3	-6.476000E+1	-2.437600E+2
1.533680E+3	1.136000E+2	-6.640000E+1	1.533680E+3	-5.746000E+1	-2.355600E+2	1.566800E+3	1.076000E+2	-1.640000E+1	1.533680E+3	-6.544000E+1	-2.449400E+2	1.533680E+3	-7.727000E+1	-2.145700E+2	1.533680E+3	-1.009000E+2	-2.400000E+2	1.533680E+3	-6.421000E+1	-2.432100E+2
1.533690E+3	1.130000E+2	-6.700000E+1	1.533690E+3	-5.702000E+1	-2.351200E+2	1.566900E+3	1.062000E+2	-1.780000E+1	1.533690E+3	-6.517000E+1	-2.446700E+2	1.533690E+3	-7.716000E+1	-2.144600E+2	1.533690E+3	-1.006000E+2	-2.397000E+2	1.533690E+3	-6.359000E+1	-2.425900E+2
1.533700E+3	1.126000E+2	-6.740000E+1	1.533700E+3	-5.665000E+1	-2.347500E+2	1.567000E+3	1.062000E+2	-1.780000E+1	1.533700E+3	-6.473000E+1	-2.442300E+2	1.533700E+3	-7.684000E+1	-2.141400E+2	1.533700E+3	-1.003000E+2	-2.394000E+2	1.533700E+3	-6.291000E+1	-2.419100E+2
1.533710E+3	1.123000E+2	-6.770000E+1	1.533710E+3	-5.630000E+1	-2.344000E+2	1.567100E+3	1.076000E+2	-1.640000E+1	1.533710E+3	-6.421000E+1	-2.437100E+2	1.533710E+3	-7.672000E+1	-2.140200E+2	1.533710E+3	-9.996000E+1	-2.390600E+2	1.533710E+3	-6.191000E+1	-2.409100E+2
1.533720E+3	1.120000E+2	-6.800000E+1	1.533720E+3	-5.579000E+1	-2.338900E+2	1.567200E+3	1.104000E+2	-1.360000E+1	1.533720E+3	-6.351000E+1	-2.430100E+2	1.533720E+3	-7.663000E+1	-2.139300E+2	1.533720E+3	-9.948000E+1	-2.385800E+2	1.533720E+3	-6.052000E+1	-2.395200E+2
1.533730E+3	1.117000E+2	-6.830000E+1	1.533730E+3	-5.514000E+1	-2.332400E+2	1.567300E+3	1.137000E+2	-1.030000E+1	1.533730E+3	-6.256000E+1	-2.420600E+2	1.533730E+3	-7.648000E+1	-2.137800E+2	1.533730E+3	-9.891000E+1	-2.380100E+2	1.533730E+3	-5.886000E+1	-2.378600E+2
1.533740E+3	1.113000E+2	-6.870000E+1	1.533740E+3	-5.452000E+1	-2.326200E+2	1.567400E+3	1.165000E+2	-7.500000E+0	1.533740E+3	-6.163000E+1	-2.411300E+2	1.533740E+3	-7.630000E+1	-2.136000E+2	1.533740E+3	-9.832000E+1	-2.374200E+2	1.533740E+3	-5.746000E+1	-2.364600E+2
1.533750E+3	1.112000E+2	-6.880000E+1	1.533750E+3	-5.332000E+1	-2.314200E+2	1.567500E+3	1.160000E+2	-8.000000E+0	1.533750E+3	-6.036000E+1	-2.398600E+2	1.533750E+3	-7.577000E+1	-2.130700E+2	1.533750E+3	-9.770000E+1	-2.368000E+2	1.533750E+3	-5.605000E+1	-2.350500E+2
1.533760E+3	1.112000E+2	-6.880000E+1	1.533760E+3	-5.273000E+1	-2.308300E+2	1.567600E+3	1.146000E+2	-9.400000E+0	1.533760E+3	-5.681000E+1	-2.363100E+2	1.533760E+3	-7.541000E+1	-2.127100E+2	1.533760E+3	-9.687000E+1	-2.359700E+2	1.533760E+3	-5.413000E+1	-2.331300E+2
1.533770E+3	1.112000E+2	-6.880000E+1	1.533770E+3	-5.209000E+1	-2.301900E+2	1.567700E+3	1.127000E+2	-1.130000E+1	1.533770E+3	-5.473000E+1	-2.342300E+2	1.533770E+3	-7.509000E+1	-2.123900E+2	1.533770E+3	-9.616000E+1	-2.352600E+2	1.533770E+3	-4.980000E+1	-2.288000E+2
1.533780E+3	1.113000E+2	-6.870000E+1	1.533780E+3	-5.149000E+1	-2.295900E+2	1.567800E+3	1.098000E+2	-1.420000E+1	1.533780E+3	-5.331000E+1	-2.328100E+2	1.533780E+3	-7.495000E+1	-2.122500E+2	1.533780E+3	-9.555000E+1	-2.346500E+2	1.533780E+3	-4.883000E+1	-2.278300E+2
