26/10/2012
V740D9_dispersion1540equalized_TEr20g200 _X	V740D9_dispersion1540equalized_TEr20g200_Y	V740D9_dispersion1540equalized_TEr20g200_Ynorm	dispersionV740D9_1560equalized_TEr20g200 _X	dispersionV740D9_1560equalized_TEr20g200_Y	dispersionV740D9_1560equalized_TEr20g200_Ynorm	dispersionV740D9_1560equalized_noRing _X	dispersionV740D9_1560equalized_noRing_Y	dispersionV740D9_1560equalized_noRing_Ynorm	dispersionV740D9_1560equalized_r20g275 _X	dispersionV740D9_1560equalized_r20g275_Y	dispersionV740D9_1560equalized_r20g275_Ynorm	dispersionV740D9_1560equalized_r20g325 _X	dispersionV740D9_1560equalized_r20g325_Y	dispersionV740D9_1560equalized_r20g325_Ynorm	dispersionV740D9_1560equalized_r20g400 _X	dispersionV740D9_1560equalized_r20g400_Y	dispersionV740D9_1560equalized_r20g400_Ynorm	dispersionV740D9_1560equalized_r20g170g180 _X	dispersionV740D9_1560equalized_r20g170g180_Y	dispersionV740D9_1560equalized_r20g170g180_Ynorm
1.549880E+3	4.277000E+1	-1.372300E+2	1.549880E+3	9.601000E+1	-8.209000E+1				1.549880E+3	9.257000E+1	-8.693000E+1	1.549880E+3	9.177000E+1	-4.553000E+1	1.549880E+3	9.725000E+1	-4.185000E+1	1.549880E+3	1.026000E+2	-7.640000E+1
1.549890E+3	4.338000E+1	-1.366200E+2	1.549890E+3	9.634000E+1	-8.176000E+1				1.549890E+3	9.284000E+1	-8.666000E+1	1.549890E+3	9.210000E+1	-4.520000E+1	1.549890E+3	9.732000E+1	-4.178000E+1	1.549890E+3	1.028000E+2	-7.620000E+1
1.549900E+3	4.405000E+1	-1.359500E+2	1.549900E+3	9.683000E+1	-8.127000E+1				1.549900E+3	9.331000E+1	-8.619000E+1	1.549900E+3	9.236000E+1	-4.494000E+1	1.549900E+3	9.742000E+1	-4.168000E+1	1.549900E+3	1.031000E+2	-7.590000E+1
1.549910E+3	4.462000E+1	-1.353800E+2	1.549910E+3	9.728000E+1	-8.082000E+1				1.549910E+3	9.357000E+1	-8.593000E+1	1.549910E+3	9.283000E+1	-4.447000E+1	1.549910E+3	9.747000E+1	-4.163000E+1	1.549910E+3	1.033000E+2	-7.570000E+1
1.549920E+3	4.504000E+1	-1.349600E+2	1.549920E+3	9.763000E+1	-8.047000E+1				1.549920E+3	9.379000E+1	-8.571000E+1	1.549920E+3	9.301000E+1	-4.429000E+1	1.549920E+3	9.743000E+1	-4.167000E+1	1.549920E+3	1.035000E+2	-7.550000E+1
1.549930E+3	4.535000E+1	-1.346500E+2	1.549930E+3	9.784000E+1	-8.026000E+1				1.549930E+3	9.394000E+1	-8.556000E+1	1.549930E+3	9.310000E+1	-4.420000E+1	1.549930E+3	9.739000E+1	-4.171000E+1	1.549930E+3	1.035000E+2	-7.550000E+1
1.549940E+3	4.563000E+1	-1.343700E+2	1.549940E+3	9.798000E+1	-8.012000E+1				1.549940E+3	9.405000E+1	-8.545000E+1	1.549940E+3	9.324000E+1	-4.406000E+1	1.549940E+3	9.736000E+1	-4.174000E+1	1.549940E+3	1.035000E+2	-7.550000E+1
1.549950E+3	4.587000E+1	-1.341300E+2	1.549950E+3	9.805000E+1	-8.005000E+1				1.549950E+3	9.427000E+1	-8.523000E+1	1.549950E+3	9.345000E+1	-4.385000E+1	1.549950E+3	9.727000E+1	-4.183000E+1	1.549950E+3	1.034000E+2	-7.560000E+1
1.549960E+3	4.627000E+1	-1.337300E+2	1.549960E+3	9.807000E+1	-8.003000E+1				1.549960E+3	9.443000E+1	-8.507000E+1	1.549960E+3	9.367000E+1	-4.363000E+1	1.549960E+3	9.720000E+1	-4.190000E+1	1.549960E+3	1.033000E+2	-7.570000E+1
1.549970E+3	4.635000E+1	-1.336500E+2	1.549970E+3	9.811000E+1	-7.999000E+1				1.549970E+3	9.451000E+1	-8.499000E+1	1.549970E+3	9.386000E+1	-4.344000E+1	1.549970E+3	9.714000E+1	-4.196000E+1	1.549970E+3	1.032000E+2	-7.580000E+1
1.549980E+3	4.646000E+1	-1.335400E+2	1.549980E+3	9.816000E+1	-7.994000E+1				1.549980E+3	9.454000E+1	-8.496000E+1	1.549980E+3	9.397000E+1	-4.333000E+1	1.549980E+3	9.697000E+1	-4.213000E+1	1.549980E+3	1.032000E+2	-7.580000E+1
1.549990E+3	4.659000E+1	-1.334100E+2	1.549990E+3	9.818000E+1	-7.992000E+1				1.549990E+3	9.459000E+1	-8.491000E+1	1.549990E+3	9.405000E+1	-4.325000E+1	1.549990E+3	9.667000E+1	-4.243000E+1	1.549990E+3	1.031000E+2	-7.590000E+1
1.550000E+3	4.666000E+1	-1.333400E+2	1.550000E+3	9.820000E+1	-7.990000E+1				1.550000E+3	9.464000E+1	-8.486000E+1	1.550000E+3	9.416000E+1	-4.314000E+1	1.550000E+3	9.638000E+1	-4.272000E+1	1.550000E+3	1.029000E+2	-7.610000E+1
1.550010E+3	4.670000E+1	-1.333000E+2	1.550010E+3	9.823000E+1	-7.987000E+1				1.550010E+3	9.473000E+1	-8.477000E+1	1.550010E+3	9.428000E+1	-4.302000E+1	1.550010E+3	9.616000E+1	-4.294000E+1	1.550010E+3	1.028000E+2	-7.620000E+1
1.550020E+3	4.664000E+1	-1.333600E+2	1.550020E+3	9.829000E+1	-7.981000E+1				1.550020E+3	9.476000E+1	-8.474000E+1	1.550020E+3	9.435000E+1	-4.295000E+1	1.550020E+3	9.591000E+1	-4.319000E+1	1.550020E+3	1.026000E+2	-7.640000E+1
1.550030E+3	4.655000E+1	-1.334500E+2	1.550030E+3	9.830000E+1	-7.980000E+1				1.550030E+3	9.470000E+1	-8.480000E+1	1.550030E+3	9.434000E+1	-4.296000E+1	1.550030E+3	9.548000E+1	-4.362000E+1	1.550030E+3	1.023000E+2	-7.670000E+1
1.550040E+3	4.639000E+1	-1.336100E+2	1.550040E+3	9.826000E+1	-7.984000E+1				1.550040E+3	9.456000E+1	-8.494000E+1	1.550040E+3	9.427000E+1	-4.303000E+1	1.550040E+3	9.512000E+1	-4.398000E+1	1.550040E+3	1.019000E+2	-7.710000E+1
1.550050E+3	4.620000E+1	-1.338000E+2	1.550050E+3	9.820000E+1	-7.990000E+1				1.550050E+3	9.438000E+1	-8.512000E+1	1.550050E+3	9.420000E+1	-4.310000E+1	1.550050E+3	9.477000E+1	-4.433000E+1	1.550050E+3	1.016000E+2	-7.740000E+1
1.550060E+3	4.584000E+1	-1.341600E+2	1.550060E+3	9.809000E+1	-8.001000E+1				1.550060E+3	9.415000E+1	-8.535000E+1	1.550060E+3	9.411000E+1	-4.319000E+1	1.550060E+3	9.446000E+1	-4.464000E+1	1.550060E+3	1.014000E+2	-7.760000E+1
1.550070E+3	4.535000E+1	-1.346500E+2	1.550070E+3	9.787000E+1	-8.023000E+1				1.550070E+3	9.389000E+1	-8.561000E+1	1.550070E+3	9.381000E+1	-4.349000E+1	1.550070E+3	9.402000E+1	-4.508000E+1	1.550070E+3	1.011000E+2	-7.790000E+1
1.550080E+3	4.488000E+1	-1.351200E+2	1.550080E+3	9.758000E+1	-8.052000E+1				1.550080E+3	9.360000E+1	-8.590000E+1	1.550080E+3	9.363000E+1	-4.367000E+1	1.550080E+3	9.345000E+1	-4.565000E+1	1.550080E+3	1.007000E+2	-7.830000E+1
1.550090E+3	4.462000E+1	-1.353800E+2	1.550090E+3	9.734000E+1	-8.076000E+1				1.550090E+3	9.341000E+1	-8.609000E+1	1.550090E+3	9.346000E+1	-4.384000E+1	1.550090E+3	9.273000E+1	-4.637000E+1	1.550090E+3	1.003000E+2	-7.870000E+1
1.550100E+3	4.430000E+1	-1.357000E+2	1.550100E+3	9.716000E+1	-8.094000E+1				1.550100E+3	9.325000E+1	-8.625000E+1	1.550100E+3	9.332000E+1	-4.398000E+1	1.550100E+3	9.241000E+1	-4.669000E+1	1.550100E+3	9.995000E+1	-7.905000E+1
1.550110E+3	4.333000E+1	-1.366700E+2	1.550110E+3	9.700000E+1	-8.110000E+1				1.550110E+3	9.289000E+1	-8.661000E+1	1.550110E+3	9.316000E+1	-4.414000E+1	1.550110E+3	9.184000E+1	-4.726000E+1	1.550110E+3	9.932000E+1	-7.968000E+1
1.550120E+3	4.294000E+1	-1.370600E+2	1.550120E+3	9.678000E+1	-8.132000E+1				1.550120E+3	9.274000E+1	-8.676000E+1	1.550120E+3	9.293000E+1	-4.437000E+1	1.550120E+3	9.127000E+1	-4.783000E+1	1.550120E+3	9.894000E+1	-8.006000E+1
1.550130E+3	4.257000E+1	-1.374300E+2	1.550130E+3	9.645000E+1	-8.165000E+1				1.550130E+3	9.266000E+1	-8.684000E+1	1.550130E+3	9.266000E+1	-4.464000E+1	1.550130E+3	9.085000E+1	-4.825000E+1	1.550130E+3	9.867000E+1	-8.033000E+1
1.550140E+3	4.217000E+1	-1.378300E+2	1.550140E+3	9.628000E+1	-8.182000E+1				1.550140E+3	9.241000E+1	-8.709000E+1	1.550140E+3	9.236000E+1	-4.494000E+1	1.550140E+3	9.043000E+1	-4.867000E+1	1.550140E+3	9.836000E+1	-8.064000E+1
1.550150E+3	4.166000E+1	-1.383400E+2	1.550150E+3	9.613000E+1	-8.197000E+1				1.550150E+3	9.200000E+1	-8.750000E+1	1.550150E+3	9.197000E+1	-4.533000E+1	1.550150E+3	8.993000E+1	-4.917000E+1	1.550150E+3	9.791000E+1	-8.109000E+1
1.550160E+3	4.102000E+1	-1.389800E+2	1.550160E+3	9.597000E+1	-8.213000E+1				1.550160E+3	9.163000E+1	-8.787000E+1	1.550160E+3	9.164000E+1	-4.566000E+1	1.550160E+3	8.937000E+1	-4.973000E+1	1.550160E+3	9.737000E+1	-8.163000E+1
1.550170E+3	4.047000E+1	-1.395300E+2	1.550170E+3	9.576000E+1	-8.234000E+1				1.550170E+3	9.133000E+1	-8.817000E+1	1.550170E+3	9.138000E+1	-4.592000E+1	1.550170E+3	8.900000E+1	-5.010000E+1	1.550170E+3	9.695000E+1	-8.205000E+1
1.550180E+3	4.004000E+1	-1.399600E+2	1.550180E+3	9.563000E+1	-8.247000E+1				1.550180E+3	9.117000E+1	-8.833000E+1	1.550180E+3	9.120000E+1	-4.610000E+1	1.550180E+3	8.883000E+1	-5.027000E+1	1.550180E+3	9.670000E+1	-8.230000E+1
1.550190E+3	3.951000E+1	-1.404900E+2	1.550190E+3	9.534000E+1	-8.276000E+1				1.550190E+3	9.097000E+1	-8.853000E+1	1.550190E+3	9.091000E+1	-4.639000E+1	1.550190E+3	8.855000E+1	-5.055000E+1	1.550190E+3	9.634000E+1	-8.266000E+1
1.550200E+3	3.951000E+1	-1.404900E+2	1.550200E+3	9.488000E+1	-8.322000E+1				1.550200E+3	9.073000E+1	-8.877000E+1	1.550200E+3	9.070000E+1	-4.660000E+1	1.550200E+3	8.821000E+1	-5.089000E+1	1.550200E+3	9.600000E+1	-8.300000E+1
1.550210E+3	3.987000E+1	-1.401300E+2	1.550210E+3	9.484000E+1	-8.326000E+1				1.550210E+3	9.064000E+1	-8.886000E+1	1.550210E+3	9.056000E+1	-4.674000E+1	1.550210E+3	8.804000E+1	-5.106000E+1	1.550210E+3	9.588000E+1	-8.312000E+1
1.550220E+3	3.998000E+1	-1.400200E+2	1.550220E+3	9.480000E+1	-8.330000E+1				1.550220E+3	9.062000E+1	-8.888000E+1	1.550220E+3	9.040000E+1	-4.690000E+1	1.550220E+3	8.793000E+1	-5.117000E+1	1.550220E+3	9.578000E+1	-8.322000E+1
1.550230E+3	3.965000E+1	-1.403500E+2	1.550230E+3	9.459000E+1	-8.351000E+1				1.550230E+3	9.047000E+1	-8.903000E+1	1.550230E+3	9.013000E+1	-4.717000E+1	1.550230E+3	8.699000E+1	-5.211000E+1	1.550230E+3	9.550000E+1	-8.350000E+1
1.550240E+3	3.893000E+1	-1.410700E+2	1.550240E+3	9.431000E+1	-8.379000E+1				1.550240E+3	9.019000E+1	-8.931000E+1	1.550240E+3	8.981000E+1	-4.749000E+1	1.550240E+3	8.647000E+1	-5.263000E+1	1.550240E+3	9.501000E+1	-8.399000E+1
1.550250E+3	3.821000E+1	-1.417900E+2	1.550250E+3	9.401000E+1	-8.409000E+1				1.550250E+3	8.998000E+1	-8.952000E+1	1.550250E+3	8.947000E+1	-4.783000E+1	1.550250E+3	8.600000E+1	-5.310000E+1	1.550250E+3	9.441000E+1	-8.459000E+1
1.550260E+3	3.765000E+1	-1.423500E+2	1.550260E+3	9.378000E+1	-8.432000E+1				1.550260E+3	8.986000E+1	-8.964000E+1	1.550260E+3	8.929000E+1	-4.801000E+1	1.550260E+3	8.570000E+1	-5.340000E+1	1.550260E+3	9.415000E+1	-8.485000E+1
1.550270E+3	3.697000E+1	-1.430300E+2	1.550270E+3	9.353000E+1	-8.457000E+1				1.550270E+3	8.958000E+1	-8.992000E+1	1.550270E+3	8.904000E+1	-4.826000E+1	1.550270E+3	8.532000E+1	-5.378000E+1	1.550270E+3	9.383000E+1	-8.517000E+1
1.550280E+3	3.607000E+1	-1.439300E+2	1.550280E+3	9.325000E+1	-8.485000E+1				1.550280E+3	8.912000E+1	-9.038000E+1	1.550280E+3	8.810000E+1	-4.920000E+1	1.550280E+3	8.469000E+1	-5.441000E+1	1.550280E+3	9.332000E+1	-8.568000E+1
1.550290E+3	3.526000E+1	-1.447400E+2	1.550290E+3	9.301000E+1	-8.509000E+1				1.550290E+3	8.866000E+1	-9.084000E+1	1.550290E+3	8.773000E+1	-4.957000E+1	1.550290E+3	8.419000E+1	-5.491000E+1	1.550290E+3	9.281000E+1	-8.619000E+1
1.550300E+3	3.476000E+1	-1.452400E+2	1.550300E+3	9.286000E+1	-8.524000E+1				1.550300E+3	8.833000E+1	-9.117000E+1	1.550300E+3	8.751000E+1	-4.979000E+1	1.550300E+3	8.376000E+1	-5.534000E+1	1.550300E+3	9.245000E+1	-8.655000E+1
1.550310E+3	3.423000E+1	-1.457700E+2	1.550310E+3	9.277000E+1	-8.533000E+1				1.550310E+3	8.809000E+1	-9.141000E+1	1.550310E+3	8.720000E+1	-5.010000E+1	1.550310E+3	8.339000E+1	-5.571000E+1	1.550310E+3	9.210000E+1	-8.690000E+1
1.550320E+3	3.334000E+1	-1.466600E+2	1.550320E+3	9.266000E+1	-8.544000E+1				1.550320E+3	8.784000E+1	-9.166000E+1	1.550320E+3	8.665000E+1	-5.065000E+1	1.550320E+3	8.216000E+1	-5.694000E+1	1.550320E+3	9.177000E+1	-8.723000E+1
1.550330E+3	3.230000E+1	-1.477000E+2	1.550330E+3	9.254000E+1	-8.556000E+1				1.550330E+3	8.763000E+1	-9.187000E+1	1.550330E+3	8.649000E+1	-5.081000E+1	1.550330E+3	8.191000E+1	-5.719000E+1	1.550330E+3	9.141000E+1	-8.759000E+1
1.550340E+3	3.167000E+1	-1.483300E+2	1.550340E+3	9.248000E+1	-8.562000E+1				1.550340E+3	8.752000E+1	-9.198000E+1	1.550340E+3	8.639000E+1	-5.091000E+1	1.550340E+3	8.174000E+1	-5.736000E+1	1.550340E+3	9.120000E+1	-8.780000E+1
1.550350E+3	3.106000E+1	-1.489400E+2	1.550350E+3	9.235000E+1	-8.575000E+1				1.550350E+3	8.750000E+1	-9.200000E+1	1.550350E+3	8.638000E+1	-5.092000E+1	1.550350E+3	8.173000E+1	-5.737000E+1	1.550350E+3	9.109000E+1	-8.791000E+1
1.550360E+3	3.022000E+1	-1.497800E+2	1.550360E+3	9.213000E+1	-8.597000E+1				1.550360E+3	8.748000E+1	-9.202000E+1	1.550360E+3	8.621000E+1	-5.109000E+1	1.550360E+3	8.168000E+1	-5.742000E+1	1.550360E+3	9.101000E+1	-8.799000E+1
1.550370E+3	2.933000E+1	-1.506700E+2	1.550370E+3	9.193000E+1	-8.617000E+1				1.550370E+3	8.740000E+1	-9.210000E+1	1.550370E+3	8.606000E+1	-5.124000E+1	1.550370E+3	8.141000E+1	-5.769000E+1	1.550370E+3	9.073000E+1	-8.827000E+1
1.550380E+3	2.844000E+1	-1.515600E+2	1.550380E+3	9.173000E+1	-8.637000E+1				1.550380E+3	8.721000E+1	-9.229000E+1	1.550380E+3	8.596000E+1	-5.134000E+1	1.550380E+3	8.114000E+1	-5.796000E+1	1.550380E+3	9.039000E+1	-8.861000E+1
1.550390E+3	2.761000E+1	-1.523900E+2	1.550390E+3	9.154000E+1	-8.656000E+1				1.550390E+3	8.690000E+1	-9.260000E+1	1.550390E+3	8.583000E+1	-5.147000E+1	1.550390E+3	8.083000E+1	-5.827000E+1	1.550390E+3	9.006000E+1	-8.894000E+1
1.550400E+3	2.683000E+1	-1.531700E+2	1.550400E+3	9.133000E+1	-8.677000E+1				1.550400E+3	8.660000E+1	-9.290000E+1	1.550400E+3	8.569000E+1	-5.161000E+1	1.550400E+3	8.048000E+1	-5.862000E+1	1.550400E+3	8.977000E+1	-8.923000E+1
1.550410E+3	2.586000E+1	-1.541400E+2	1.550410E+3	9.116000E+1	-8.694000E+1				1.550410E+3	8.631000E+1	-9.319000E+1	1.550410E+3	8.545000E+1	-5.185000E+1	1.550410E+3	8.013000E+1	-5.897000E+1	1.550410E+3	8.955000E+1	-8.945000E+1
1.550420E+3	2.508000E+1	-1.549200E+2	1.550420E+3	9.103000E+1	-8.707000E+1				1.550420E+3	8.602000E+1	-9.348000E+1	1.550420E+3	8.523000E+1	-5.207000E+1	1.550420E+3	7.992000E+1	-5.918000E+1	1.550420E+3	8.941000E+1	-8.959000E+1
1.550430E+3	2.427000E+1	-1.557300E+2	1.550430E+3	9.086000E+1	-8.724000E+1				1.550430E+3	8.582000E+1	-9.368000E+1	1.550430E+3	8.493000E+1	-5.237000E+1	1.550430E+3	7.972000E+1	-5.938000E+1	1.550430E+3	8.931000E+1	-8.969000E+1
1.550440E+3	2.322000E+1	-1.567800E+2	1.550440E+3	9.059000E+1	-8.751000E+1				1.550440E+3	8.559000E+1	-9.391000E+1	1.550440E+3	8.484000E+1	-5.246000E+1	1.550440E+3	7.939000E+1	-5.971000E+1	1.550440E+3	8.920000E+1	-8.980000E+1
1.550450E+3	2.211000E+1	-1.578900E+2	1.550450E+3	9.026000E+1	-8.784000E+1				1.550450E+3	8.535000E+1	-9.415000E+1	1.550450E+3	8.473000E+1	-5.257000E+1	1.550450E+3	7.902000E+1	-6.008000E+1	1.550450E+3	8.910000E+1	-8.990000E+1
1.550460E+3	2.133000E+1	-1.586700E+2	1.550460E+3	8.989000E+1	-8.821000E+1				1.550460E+3	8.515000E+1	-9.435000E+1	1.550460E+3	8.471000E+1	-5.259000E+1	1.550460E+3	7.874000E+1	-6.036000E+1	1.550460E+3	8.902000E+1	-8.998000E+1
1.550470E+3	2.066000E+1	-1.593400E+2	1.550470E+3	8.971000E+1	-8.839000E+1				1.550470E+3	8.505000E+1	-9.445000E+1	1.550470E+3	8.476000E+1	-5.254000E+1	1.550470E+3	7.852000E+1	-6.058000E+1	1.550470E+3	8.892000E+1	-9.008000E+1
1.550480E+3	1.975000E+1	-1.602500E+2	1.550480E+3	8.962000E+1	-8.848000E+1				1.550480E+3	8.503000E+1	-9.447000E+1	1.550480E+3	8.491000E+1	-5.239000E+1	1.550480E+3	7.836000E+1	-6.074000E+1	1.550480E+3	8.886000E+1	-9.014000E+1
1.550490E+3	1.870000E+1	-1.613000E+2	1.550490E+3	8.962000E+1	-8.848000E+1				1.550490E+3	8.504000E+1	-9.446000E+1	1.550490E+3	8.509000E+1	-5.221000E+1	1.550490E+3	7.828000E+1	-6.082000E+1	1.550490E+3	8.888000E+1	-9.012000E+1
1.550500E+3	1.797000E+1	-1.620300E+2	1.550500E+3	8.965000E+1	-8.845000E+1				1.550500E+3	8.509000E+1	-9.441000E+1	1.550500E+3	8.527000E+1	-5.203000E+1	1.550500E+3	7.822000E+1	-6.088000E+1	1.550500E+3	8.898000E+1	-9.002000E+1
1.550510E+3	1.738000E+1	-1.626200E+2	1.550510E+3	8.961000E+1	-8.849000E+1				1.550510E+3	8.508000E+1	-9.442000E+1	1.550510E+3	8.539000E+1	-5.191000E+1	1.550510E+3	7.813000E+1	-6.097000E+1	1.550510E+3	8.906000E+1	-8.994000E+1
1.550520E+3	1.677000E+1	-1.632300E+2	1.550520E+3	8.957000E+1	-8.853000E+1				1.550520E+3	8.497000E+1	-9.453000E+1	1.550520E+3	8.556000E+1	-5.174000E+1	1.550520E+3	7.806000E+1	-6.104000E+1	1.550520E+3	8.921000E+1	-8.979000E+1
1.550530E+3	1.590000E+1	-1.641000E+2	1.550530E+3	8.955000E+1	-8.855000E+1				1.550530E+3	8.481000E+1	-9.469000E+1	1.550530E+3	8.578000E+1	-5.152000E+1	1.550530E+3	7.814000E+1	-6.096000E+1	1.550530E+3	8.939000E+1	-8.961000E+1
1.550540E+3	1.504000E+1	-1.649600E+2	1.550540E+3	8.953000E+1	-8.857000E+1				1.550540E+3	8.466000E+1	-9.484000E+1	1.550540E+3	8.602000E+1	-5.128000E+1	1.550540E+3	7.822000E+1	-6.088000E+1	1.550540E+3	8.952000E+1	-8.948000E+1
1.550550E+3	1.435000E+1	-1.656500E+2	1.550550E+3	8.947000E+1	-8.863000E+1				1.550550E+3	8.460000E+1	-9.490000E+1	1.550550E+3	8.631000E+1	-5.099000E+1	1.550550E+3	7.826000E+1	-6.084000E+1	1.550550E+3	8.955000E+1	-8.945000E+1
1.550560E+3	1.309000E+1	-1.669100E+2	1.550560E+3	8.941000E+1	-8.869000E+1				1.550560E+3	8.460000E+1	-9.490000E+1	1.550560E+3	8.710000E+1	-5.020000E+1	1.550560E+3	7.846000E+1	-6.064000E+1	1.550560E+3	8.970000E+1	-8.930000E+1
1.550570E+3	1.255000E+1	-1.674500E+2	1.550570E+3	8.949000E+1	-8.861000E+1				1.550570E+3	8.470000E+1	-9.480000E+1	1.550570E+3	8.854000E+1	-4.876000E+1	1.550570E+3	7.871000E+1	-6.039000E+1	1.550570E+3	9.011000E+1	-8.889000E+1
1.550580E+3	1.198000E+1	-1.680200E+2	1.550580E+3	8.965000E+1	-8.845000E+1				1.550580E+3	8.480000E+1	-9.470000E+1	1.550580E+3	8.963000E+1	-4.767000E+1	1.550580E+3	7.892000E+1	-6.018000E+1	1.550580E+3	9.058000E+1	-8.842000E+1
1.550590E+3	1.153000E+1	-1.684700E+2	1.550590E+3	8.981000E+1	-8.829000E+1				1.550590E+3	8.492000E+1	-9.458000E+1	1.550590E+3	9.066000E+1	-4.664000E+1	1.550590E+3	7.907000E+1	-6.003000E+1	1.550590E+3	9.090000E+1	-8.810000E+1
1.550600E+3	1.096000E+1	-1.690400E+2	1.550600E+3	8.994000E+1	-8.816000E+1				1.550600E+3	8.509000E+1	-9.441000E+1	1.550600E+3	9.277000E+1	-4.453000E+1	1.550600E+3	7.954000E+1	-5.956000E+1	1.550600E+3	9.124000E+1	-8.776000E+1
1.550610E+3	1.028000E+1	-1.697200E+2	1.550610E+3	9.013000E+1	-8.797000E+1				1.550610E+3	8.533000E+1	-9.417000E+1	1.550610E+3	9.557000E+1	-4.173000E+1	1.550610E+3	8.017000E+1	-5.893000E+1	1.550610E+3	9.185000E+1	-8.715000E+1
1.550620E+3	9.797000E+0	-1.702030E+2	1.550620E+3	9.037000E+1	-8.773000E+1				1.550620E+3	8.552000E+1	-9.398000E+1	1.550620E+3	9.949000E+1	-3.781000E+1	1.550620E+3	8.071000E+1	-5.839000E+1	1.550620E+3	9.233000E+1	-8.667000E+1
1.550630E+3	9.461000E+0	-1.705390E+2	1.550630E+3	9.054000E+1	-8.756000E+1				1.550630E+3	8.560000E+1	-9.390000E+1	1.550630E+3	1.021000E+2	-3.520000E+1	1.550630E+3	8.114000E+1	-5.796000E+1	1.550630E+3	9.280000E+1	-8.620000E+1
1.550640E+3	9.023000E+0	-1.709770E+2	1.550640E+3	9.072000E+1	-8.738000E+1				1.550640E+3	8.566000E+1	-9.384000E+1	1.550640E+3	9.895000E+1	-3.835000E+1	1.550640E+3	8.151000E+1	-5.759000E+1	1.550640E+3	9.332000E+1	-8.568000E+1
1.550650E+3	8.375000E+0	-1.716250E+2	1.550650E+3	9.102000E+1	-8.708000E+1				1.550650E+3	8.582000E+1	-9.368000E+1	1.550650E+3	9.133000E+1	-4.597000E+1	1.550650E+3	8.206000E+1	-5.704000E+1	1.550650E+3	9.406000E+1	-8.494000E+1
1.550660E+3	7.703000E+0	-1.722970E+2	1.550660E+3	9.147000E+1	-8.663000E+1				1.550660E+3	8.608000E+1	-9.342000E+1	1.550660E+3	8.441000E+1	-5.289000E+1	1.550660E+3	8.269000E+1	-5.641000E+1	1.550660E+3	9.464000E+1	-8.436000E+1
1.550670E+3	7.195000E+0	-1.728050E+2	1.550670E+3	9.159000E+1	-8.651000E+1				1.550670E+3	8.631000E+1	-9.319000E+1	1.550670E+3	7.977000E+1	-5.753000E+1	1.550670E+3	8.326000E+1	-5.584000E+1	1.550670E+3	9.578000E+1	-8.322000E+1
1.550680E+3	6.883000E+0	-1.731170E+2	1.550680E+3	9.177000E+1	-8.633000E+1				1.550680E+3	8.657000E+1	-9.293000E+1	1.550680E+3	7.323000E+1	-6.407000E+1	1.550680E+3	8.367000E+1	-5.543000E+1	1.550680E+3	9.638000E+1	-8.262000E+1
1.550690E+3	6.766000E+0	-1.732340E+2	1.550690E+3	9.202000E+1	-8.608000E+1				1.550690E+3	8.683000E+1	-9.267000E+1	1.550690E+3	6.716000E+1	-7.014000E+1	1.550690E+3	8.444000E+1	-5.466000E+1	1.550690E+3	9.746000E+1	-8.154000E+1
1.550700E+3	6.719000E+0	-1.732810E+2	1.550700E+3	9.221000E+1	-8.589000E+1				1.550700E+3	8.698000E+1	-9.252000E+1	1.550700E+3	6.296000E+1	-7.434000E+1	1.550700E+3	8.555000E+1	-5.355000E+1	1.550700E+3	9.867000E+1	-8.033000E+1
1.550710E+3	6.648000E+0	-1.733520E+2	1.550710E+3	9.231000E+1	-8.579000E+1				1.550710E+3	8.725000E+1	-9.225000E+1	1.550710E+3	6.110000E+1	-7.620000E+1	1.550710E+3	8.638000E+1	-5.272000E+1	1.550710E+3	9.948000E+1	-7.952000E+1
1.550720E+3	6.516000E+0	-1.734840E+2	1.550720E+3	9.246000E+1	-8.564000E+1				1.550720E+3	8.744000E+1	-9.206000E+1	1.550720E+3	6.104000E+1	-7.626000E+1	1.550720E+3	8.657000E+1	-5.253000E+1	1.550720E+3	9.958000E+1	-7.942000E+1
1.550730E+3	6.359000E+0	-1.736410E+2	1.550730E+3	9.285000E+1	-8.525000E+1				1.550730E+3	8.777000E+1	-9.173000E+1	1.550730E+3	6.409000E+1	-7.321000E+1	1.550730E+3	8.667000E+1	-5.243000E+1	1.550730E+3	9.959000E+1	-7.941000E+1
1.550740E+3	6.211000E+0	-1.737890E+2	1.550740E+3	9.345000E+1	-8.465000E+1				1.550740E+3	8.823000E+1	-9.127000E+1	1.550740E+3	6.838000E+1	-6.892000E+1	1.550740E+3	8.724000E+1	-5.186000E+1	1.550740E+3	1.001000E+2	-7.890000E+1
1.550750E+3	6.117000E+0	-1.738830E+2	1.550750E+3	9.405000E+1	-8.405000E+1				1.550750E+3	8.880000E+1	-9.070000E+1	1.550750E+3	7.165000E+1	-6.565000E+1	1.550750E+3	8.794000E+1	-5.116000E+1	1.550750E+3	1.010000E+2	-7.800000E+1
1.550760E+3	6.023000E+0	-1.739770E+2	1.550760E+3	9.459000E+1	-8.351000E+1				1.550760E+3	8.925000E+1	-9.025000E+1	1.550760E+3	7.370000E+1	-6.360000E+1	1.550760E+3	8.856000E+1	-5.054000E+1	1.550760E+3	1.019000E+2	-7.710000E+1
