24/10/2012
V740D9_TEr20g200 _X	V740D9_TEr20g200_Y	V740D9_TEr20g200_Ynorm	V740D9_TEnoRing _X	V740D9_TEnoRing_Y	V740D9_TEnoRing_Ynorm	V740D9_TEr20g275 _X	V740D9_TEr20g275_Y	V740D9_TEr20g275_Ynorm	V740D9_TEr20g325 _X	V740D9_TEr20g325_Y	V740D9_TEr20g325_Ynorm	V740D9_TEr20g400 _X	V740D9_TEr20g400_Y	V740D9_TEr20g400_Ynorm	V740D9_TEr20g170g180 _X	V740D9_TEr20g170g180_Y	V740D9_TEr20g170g180_Ynorm
1.540920E+3	-3.152500E+1	-1.785000E+0	1.540920E+3	-3.195100E+1	-1.640000E+0	1.540920E+3	-3.156700E+1	-1.246000E+0	1.540920E+3	-3.146700E+1	-1.168000E+0	1.540920E+3	-3.184200E+1	-1.558000E+0	1.540920E+3	-3.196800E+1	-1.476000E+0
1.540930E+3	-3.152900E+1	-1.789000E+0	1.540930E+3	-3.192200E+1	-1.611000E+0	1.540930E+3	-3.156100E+1	-1.240000E+0	1.540930E+3	-3.146900E+1	-1.170000E+0	1.540930E+3	-3.180400E+1	-1.520000E+0	1.540930E+3	-3.197300E+1	-1.481000E+0
1.540940E+3	-3.149700E+1	-1.757000E+0	1.540940E+3	-3.191500E+1	-1.604000E+0	1.540940E+3	-3.158100E+1	-1.260000E+0	1.540940E+3	-3.145500E+1	-1.156000E+0	1.540940E+3	-3.177400E+1	-1.490000E+0	1.540940E+3	-3.199500E+1	-1.503000E+0
1.540950E+3	-3.150500E+1	-1.765000E+0	1.540950E+3	-3.190900E+1	-1.598000E+0	1.540950E+3	-3.159400E+1	-1.273000E+0	1.540950E+3	-3.146500E+1	-1.166000E+0	1.540950E+3	-3.176900E+1	-1.485000E+0	1.540950E+3	-3.198700E+1	-1.495000E+0
1.540960E+3	-3.152000E+1	-1.780000E+0	1.540960E+3	-3.193300E+1	-1.622000E+0	1.540960E+3	-3.158300E+1	-1.262000E+0	1.540960E+3	-3.145100E+1	-1.152000E+0	1.540960E+3	-3.176900E+1	-1.485000E+0	1.540960E+3	-3.199900E+1	-1.507000E+0
1.540970E+3	-3.150900E+1	-1.769000E+0	1.540970E+3	-3.193500E+1	-1.624000E+0	1.540970E+3	-3.157400E+1	-1.253000E+0	1.540970E+3	-3.145200E+1	-1.153000E+0	1.540970E+3	-3.175400E+1	-1.470000E+0	1.540970E+3	-3.196800E+1	-1.476000E+0
1.540980E+3	-3.150300E+1	-1.763000E+0	1.540980E+3	-3.191700E+1	-1.606000E+0	1.540980E+3	-3.153700E+1	-1.216000E+0	1.540980E+3	-3.147000E+1	-1.171000E+0	1.540980E+3	-3.173700E+1	-1.453000E+0	1.540980E+3	-3.195100E+1	-1.459000E+0
1.540990E+3	-3.151700E+1	-1.777000E+0	1.540990E+3	-3.193800E+1	-1.627000E+0	1.540990E+3	-3.154500E+1	-1.224000E+0	1.540990E+3	-3.147900E+1	-1.180000E+0	1.540990E+3	-3.175200E+1	-1.468000E+0	1.540990E+3	-3.194300E+1	-1.451000E+0
1.541000E+3	-3.147700E+1	-1.737000E+0	1.541000E+3	-3.190200E+1	-1.591000E+0	1.541000E+3	-3.154900E+1	-1.228000E+0	1.541000E+3	-3.143500E+1	-1.136000E+0	1.541000E+3	-3.177500E+1	-1.491000E+0	1.541000E+3	-3.195300E+1	-1.461000E+0
1.541010E+3	-3.145600E+1	-1.716000E+0	1.541010E+3	-3.187500E+1	-1.564000E+0	1.541010E+3	-3.156200E+1	-1.241000E+0	1.541010E+3	-3.142400E+1	-1.125000E+0	1.541010E+3	-3.184000E+1	-1.556000E+0	1.541010E+3	-3.196000E+1	-1.468000E+0
1.541020E+3	-3.146100E+1	-1.721000E+0	1.541020E+3	-3.189600E+1	-1.585000E+0	1.541020E+3	-3.157400E+1	-1.253000E+0	1.541020E+3	-3.138900E+1	-1.090000E+0	1.541020E+3	-3.179000E+1	-1.506000E+0	1.541020E+3	-3.194700E+1	-1.455000E+0
1.541030E+3	-3.145600E+1	-1.716000E+0	1.541030E+3	-3.187000E+1	-1.559000E+0	1.541030E+3	-3.153400E+1	-1.213000E+0	1.541030E+3	-3.137900E+1	-1.080000E+0	1.541030E+3	-3.176700E+1	-1.483000E+0	1.541030E+3	-3.192400E+1	-1.432000E+0
1.541040E+3	-3.145100E+1	-1.711000E+0	1.541040E+3	-3.185000E+1	-1.539000E+0	1.541040E+3	-3.153000E+1	-1.209000E+0	1.541040E+3	-3.136300E+1	-1.064000E+0	1.541040E+3	-3.177600E+1	-1.492000E+0	1.541040E+3	-3.194500E+1	-1.453000E+0
1.541050E+3	-3.146200E+1	-1.722000E+0	1.541050E+3	-3.185200E+1	-1.541000E+0	1.541050E+3	-3.154600E+1	-1.225000E+0	1.541050E+3	-3.136100E+1	-1.062000E+0	1.541050E+3	-3.175600E+1	-1.472000E+0	1.541050E+3	-3.195000E+1	-1.458000E+0
1.541060E+3	-3.146100E+1	-1.721000E+0	1.541060E+3	-3.182100E+1	-1.510000E+0	1.541060E+3	-3.157000E+1	-1.249000E+0	1.541060E+3	-3.135800E+1	-1.059000E+0	1.541060E+3	-3.173700E+1	-1.453000E+0	1.541060E+3	-3.194000E+1	-1.448000E+0
1.541070E+3	-3.145300E+1	-1.713000E+0	1.541070E+3	-3.180400E+1	-1.493000E+0	1.541070E+3	-3.154400E+1	-1.223000E+0	1.541070E+3	-3.138400E+1	-1.085000E+0	1.541070E+3	-3.174900E+1	-1.465000E+0	1.541070E+3	-3.193100E+1	-1.439000E+0
1.541080E+3	-3.145400E+1	-1.714000E+0	1.541080E+3	-3.182400E+1	-1.513000E+0	1.541080E+3	-3.154000E+1	-1.219000E+0	1.541080E+3	-3.139300E+1	-1.094000E+0	1.541080E+3	-3.174600E+1	-1.462000E+0	1.541080E+3	-3.192900E+1	-1.437000E+0
1.541090E+3	-3.145400E+1	-1.714000E+0	1.541090E+3	-3.183200E+1	-1.521000E+0	1.541090E+3	-3.152800E+1	-1.207000E+0	1.541090E+3	-3.141700E+1	-1.118000E+0	1.541090E+3	-3.174800E+1	-1.464000E+0	1.541090E+3	-3.191200E+1	-1.420000E+0
1.541100E+3	-3.144000E+1	-1.700000E+0	1.541100E+3	-3.184800E+1	-1.537000E+0	1.541100E+3	-3.153700E+1	-1.216000E+0	1.541100E+3	-3.141300E+1	-1.114000E+0	1.541100E+3	-3.177800E+1	-1.494000E+0	1.541100E+3	-3.189500E+1	-1.403000E+0
1.541110E+3	-3.141700E+1	-1.677000E+0	1.541110E+3	-3.183500E+1	-1.524000E+0	1.541110E+3	-3.157700E+1	-1.256000E+0	1.541110E+3	-3.142000E+1	-1.121000E+0	1.541110E+3	-3.181000E+1	-1.526000E+0	1.541110E+3	-3.188000E+1	-1.388000E+0
1.541120E+3	-3.141300E+1	-1.673000E+0	1.541120E+3	-3.181200E+1	-1.501000E+0	1.541120E+3	-3.156800E+1	-1.247000E+0	1.541120E+3	-3.141600E+1	-1.117000E+0	1.541120E+3	-3.180100E+1	-1.517000E+0	1.541120E+3	-3.190600E+1	-1.414000E+0
1.541130E+3	-3.141000E+1	-1.670000E+0	1.541130E+3	-3.178200E+1	-1.471000E+0	1.541130E+3	-3.153300E+1	-1.212000E+0	1.541130E+3	-3.141000E+1	-1.111000E+0	1.541130E+3	-3.180200E+1	-1.518000E+0	1.541130E+3	-3.190800E+1	-1.416000E+0
1.541140E+3	-3.141600E+1	-1.676000E+0	1.541140E+3	-3.179200E+1	-1.481000E+0	1.541140E+3	-3.148600E+1	-1.165000E+0	1.541140E+3	-3.140600E+1	-1.107000E+0	1.541140E+3	-3.182000E+1	-1.536000E+0	1.541140E+3	-3.192400E+1	-1.432000E+0
1.541150E+3	-3.141400E+1	-1.674000E+0	1.541150E+3	-3.175500E+1	-1.444000E+0	1.541150E+3	-3.149700E+1	-1.176000E+0	1.541150E+3	-3.139700E+1	-1.098000E+0	1.541150E+3	-3.176200E+1	-1.478000E+0	1.541150E+3	-3.192700E+1	-1.435000E+0
1.541160E+3	-3.141800E+1	-1.678000E+0	1.541160E+3	-3.174200E+1	-1.431000E+0	1.541160E+3	-3.149600E+1	-1.175000E+0	1.541160E+3	-3.140200E+1	-1.103000E+0	1.541160E+3	-3.178000E+1	-1.496000E+0	1.541160E+3	-3.191200E+1	-1.420000E+0
1.541170E+3	-3.144000E+1	-1.700000E+0	1.541170E+3	-3.175800E+1	-1.447000E+0	1.541170E+3	-3.148300E+1	-1.162000E+0	1.541170E+3	-3.137700E+1	-1.078000E+0	1.541170E+3	-3.174800E+1	-1.464000E+0	1.541170E+3	-3.196200E+1	-1.470000E+0
1.541180E+3	-3.145400E+1	-1.714000E+0	1.541180E+3	-3.176800E+1	-1.457000E+0	1.541180E+3	-3.146900E+1	-1.148000E+0	1.541180E+3	-3.138700E+1	-1.088000E+0	1.541180E+3	-3.178600E+1	-1.502000E+0	1.541180E+3	-3.193200E+1	-1.440000E+0
1.541190E+3	-3.142700E+1	-1.687000E+0	1.541190E+3	-3.180900E+1	-1.498000E+0	1.541190E+3	-3.141900E+1	-1.098000E+0	1.541190E+3	-3.140400E+1	-1.105000E+0	1.541190E+3	-3.178000E+1	-1.496000E+0	1.541190E+3	-3.193400E+1	-1.442000E+0
1.541200E+3	-3.141400E+1	-1.674000E+0	1.541200E+3	-3.182100E+1	-1.510000E+0	1.541200E+3	-3.141600E+1	-1.095000E+0	1.541200E+3	-3.140600E+1	-1.107000E+0	1.541200E+3	-3.174700E+1	-1.463000E+0	1.541200E+3	-3.189800E+1	-1.406000E+0
1.541210E+3	-3.141200E+1	-1.672000E+0	1.541210E+3	-3.179600E+1	-1.485000E+0	1.541210E+3	-3.139600E+1	-1.075000E+0	1.541210E+3	-3.138200E+1	-1.083000E+0	1.541210E+3	-3.177600E+1	-1.492000E+0	1.541210E+3	-3.190800E+1	-1.416000E+0
1.541220E+3	-3.143400E+1	-1.694000E+0	1.541220E+3	-3.179500E+1	-1.484000E+0	1.541220E+3	-3.137400E+1	-1.053000E+0	1.541220E+3	-3.139000E+1	-1.091000E+0	1.541220E+3	-3.182800E+1	-1.544000E+0	1.541220E+3	-3.194200E+1	-1.450000E+0
1.541230E+3	-3.140600E+1	-1.666000E+0	1.541230E+3	-3.178300E+1	-1.472000E+0	1.541230E+3	-3.138300E+1	-1.062000E+0	1.541230E+3	-3.143300E+1	-1.134000E+0	1.541230E+3	-3.187000E+1	-1.586000E+0	1.541230E+3	-3.195600E+1	-1.464000E+0
1.541240E+3	-3.139100E+1	-1.651000E+0	1.541240E+3	-3.176900E+1	-1.458000E+0	1.541240E+3	-3.141400E+1	-1.093000E+0	1.541240E+3	-3.144000E+1	-1.141000E+0	1.541240E+3	-3.185800E+1	-1.574000E+0	1.541240E+3	-3.194500E+1	-1.453000E+0
1.541250E+3	-3.138900E+1	-1.649000E+0	1.541250E+3	-3.177100E+1	-1.460000E+0	1.541250E+3	-3.141500E+1	-1.094000E+0	1.541250E+3	-3.141800E+1	-1.119000E+0	1.541250E+3	-3.183600E+1	-1.552000E+0	1.541250E+3	-3.192900E+1	-1.437000E+0
1.541260E+3	-3.140100E+1	-1.661000E+0	1.541260E+3	-3.180200E+1	-1.491000E+0	1.541260E+3	-3.139300E+1	-1.072000E+0	1.541260E+3	-3.142200E+1	-1.123000E+0	1.541260E+3	-3.184900E+1	-1.565000E+0	1.541260E+3	-3.193800E+1	-1.446000E+0
1.541270E+3	-3.139300E+1	-1.653000E+0	1.541270E+3	-3.177800E+1	-1.467000E+0	1.541270E+3	-3.139300E+1	-1.072000E+0	1.541270E+3	-3.140600E+1	-1.107000E+0	1.541270E+3	-3.181300E+1	-1.529000E+0	1.541270E+3	-3.190800E+1	-1.416000E+0
1.541280E+3	-3.142800E+1	-1.688000E+0	1.541280E+3	-3.173700E+1	-1.426000E+0	1.541280E+3	-3.136300E+1	-1.042000E+0	1.541280E+3	-3.139200E+1	-1.093000E+0	1.541280E+3	-3.184500E+1	-1.561000E+0	1.541280E+3	-3.194400E+1	-1.452000E+0
1.541290E+3	-3.142700E+1	-1.687000E+0	1.541290E+3	-3.173700E+1	-1.426000E+0	1.541290E+3	-3.135900E+1	-1.038000E+0	1.541290E+3	-3.138000E+1	-1.081000E+0	1.541290E+3	-3.182600E+1	-1.542000E+0	1.541290E+3	-3.194900E+1	-1.457000E+0
1.541300E+3	-3.144400E+1	-1.704000E+0	1.541300E+3	-3.177200E+1	-1.461000E+0	1.541300E+3	-3.136000E+1	-1.039000E+0	1.541300E+3	-3.137700E+1	-1.078000E+0	1.541300E+3	-3.175800E+1	-1.474000E+0	1.541300E+3	-3.196100E+1	-1.469000E+0
1.541310E+3	-3.142800E+1	-1.688000E+0	1.541310E+3	-3.176300E+1	-1.452000E+0	1.541310E+3	-3.137400E+1	-1.053000E+0	1.541310E+3	-3.138800E+1	-1.089000E+0	1.541310E+3	-3.176900E+1	-1.485000E+0	1.541310E+3	-3.196100E+1	-1.469000E+0
1.541320E+3	-3.145000E+1	-1.710000E+0	1.541320E+3	-3.179900E+1	-1.488000E+0	1.541320E+3	-3.136600E+1	-1.045000E+0	1.541320E+3	-3.138600E+1	-1.087000E+0	1.541320E+3	-3.176700E+1	-1.483000E+0	1.541320E+3	-3.196100E+1	-1.469000E+0
1.541330E+3	-3.143300E+1	-1.693000E+0	1.541330E+3	-3.178000E+1	-1.469000E+0	1.541330E+3	-3.136000E+1	-1.039000E+0	1.541330E+3	-3.138100E+1	-1.082000E+0	1.541330E+3	-3.174700E+1	-1.463000E+0	1.541330E+3	-3.195900E+1	-1.467000E+0
1.541340E+3	-3.144500E+1	-1.705000E+0	1.541340E+3	-3.181400E+1	-1.503000E+0	1.541340E+3	-3.136800E+1	-1.047000E+0	1.541340E+3	-3.138800E+1	-1.089000E+0	1.541340E+3	-3.176500E+1	-1.481000E+0	1.541340E+3	-3.193400E+1	-1.442000E+0
1.541350E+3	-3.142800E+1	-1.688000E+0	1.541350E+3	-3.177200E+1	-1.461000E+0	1.541350E+3	-3.138900E+1	-1.068000E+0	1.541350E+3	-3.141400E+1	-1.115000E+0	1.541350E+3	-3.176800E+1	-1.484000E+0	1.541350E+3	-3.198800E+1	-1.496000E+0
1.541360E+3	-3.142300E+1	-1.683000E+0	1.541360E+3	-3.175600E+1	-1.445000E+0	1.541360E+3	-3.140000E+1	-1.079000E+0	1.541360E+3	-3.139800E+1	-1.099000E+0	1.541360E+3	-3.181800E+1	-1.534000E+0	1.541360E+3	-3.196200E+1	-1.470000E+0
1.541370E+3	-3.141900E+1	-1.679000E+0	1.541370E+3	-3.173100E+1	-1.420000E+0	1.541370E+3	-3.140900E+1	-1.088000E+0	1.541370E+3	-3.137900E+1	-1.080000E+0	1.541370E+3	-3.185000E+1	-1.566000E+0	1.541370E+3	-3.196000E+1	-1.468000E+0
1.541380E+3	-3.144500E+1	-1.705000E+0	1.541380E+3	-3.175600E+1	-1.445000E+0	1.541380E+3	-3.141800E+1	-1.097000E+0	1.541380E+3	-3.135900E+1	-1.060000E+0	1.541380E+3	-3.182000E+1	-1.536000E+0	1.541380E+3	-3.197100E+1	-1.479000E+0
1.541390E+3	-3.144000E+1	-1.700000E+0	1.541390E+3	-3.173200E+1	-1.421000E+0	1.541390E+3	-3.140200E+1	-1.081000E+0	1.541390E+3	-3.137800E+1	-1.079000E+0	1.541390E+3	-3.176900E+1	-1.485000E+0	1.541390E+3	-3.193000E+1	-1.438000E+0
1.541400E+3	-3.143700E+1	-1.697000E+0	1.541400E+3	-3.173300E+1	-1.422000E+0	1.541400E+3	-3.138400E+1	-1.063000E+0	1.541400E+3	-3.140200E+1	-1.103000E+0	1.541400E+3	-3.175700E+1	-1.473000E+0	1.541400E+3	-3.195600E+1	-1.464000E+0
1.541410E+3	-3.145100E+1	-1.711000E+0	1.541410E+3	-3.171500E+1	-1.404000E+0	1.541410E+3	-3.141200E+1	-1.091000E+0	1.541410E+3	-3.138900E+1	-1.090000E+0	1.541410E+3	-3.175100E+1	-1.467000E+0	1.541410E+3	-3.196800E+1	-1.476000E+0
1.541420E+3	-3.142600E+1	-1.686000E+0	1.541420E+3	-3.170300E+1	-1.392000E+0	1.541420E+3	-3.144900E+1	-1.128000E+0	1.541420E+3	-3.137100E+1	-1.072000E+0	1.541420E+3	-3.174000E+1	-1.456000E+0	1.541420E+3	-3.197500E+1	-1.483000E+0
1.541430E+3	-3.144500E+1	-1.705000E+0	1.541430E+3	-3.173300E+1	-1.422000E+0	1.541430E+3	-3.146200E+1	-1.141000E+0	1.541430E+3	-3.137600E+1	-1.077000E+0	1.541430E+3	-3.174400E+1	-1.460000E+0	1.541430E+3	-3.193900E+1	-1.447000E+0
1.541440E+3	-3.146200E+1	-1.722000E+0	1.541440E+3	-3.174500E+1	-1.434000E+0	1.541440E+3	-3.143700E+1	-1.116000E+0	1.541440E+3	-3.134800E+1	-1.049000E+0	1.541440E+3	-3.175700E+1	-1.473000E+0	1.541440E+3	-3.192200E+1	-1.430000E+0
1.541450E+3	-3.143500E+1	-1.695000E+0	1.541450E+3	-3.182100E+1	-1.510000E+0	1.541450E+3	-3.139400E+1	-1.073000E+0	1.541450E+3	-3.136600E+1	-1.067000E+0	1.541450E+3	-3.177300E+1	-1.489000E+0	1.541450E+3	-3.191300E+1	-1.421000E+0
1.541460E+3	-3.143000E+1	-1.690000E+0	1.541460E+3	-3.179800E+1	-1.487000E+0	1.541460E+3	-3.140000E+1	-1.079000E+0	1.541460E+3	-3.136300E+1	-1.064000E+0	1.541460E+3	-3.177300E+1	-1.489000E+0	1.541460E+3	-3.192600E+1	-1.434000E+0
1.541470E+3	-3.140300E+1	-1.663000E+0	1.541470E+3	-3.175100E+1	-1.440000E+0	1.541470E+3	-3.143100E+1	-1.110000E+0	1.541470E+3	-3.136900E+1	-1.070000E+0	1.541470E+3	-3.178400E+1	-1.500000E+0	1.541470E+3	-3.192900E+1	-1.437000E+0
1.541480E+3	-3.142300E+1	-1.683000E+0	1.541480E+3	-3.170300E+1	-1.392000E+0	1.541480E+3	-3.144200E+1	-1.121000E+0	1.541480E+3	-3.136400E+1	-1.065000E+0	1.541480E+3	-3.178600E+1	-1.502000E+0	1.541480E+3	-3.194400E+1	-1.452000E+0
1.541490E+3	-3.144900E+1	-1.709000E+0	1.541490E+3	-3.169300E+1	-1.382000E+0	1.541490E+3	-3.145300E+1	-1.132000E+0	1.541490E+3	-3.136900E+1	-1.070000E+0	1.541490E+3	-3.182800E+1	-1.544000E+0	1.541490E+3	-3.194600E+1	-1.454000E+0
1.541500E+3	-3.144300E+1	-1.703000E+0	1.541500E+3	-3.167300E+1	-1.362000E+0	1.541500E+3	-3.146400E+1	-1.143000E+0	1.541500E+3	-3.137200E+1	-1.073000E+0	1.541500E+3	-3.179700E+1	-1.513000E+0	1.541500E+3	-3.191400E+1	-1.422000E+0
1.541510E+3	-3.140100E+1	-1.661000E+0	1.541510E+3	-3.167500E+1	-1.364000E+0	1.541510E+3	-3.146600E+1	-1.145000E+0	1.541510E+3	-3.138300E+1	-1.084000E+0	1.541510E+3	-3.175500E+1	-1.471000E+0	1.541510E+3	-3.190600E+1	-1.414000E+0
1.541520E+3	-3.137300E+1	-1.633000E+0	1.541520E+3	-3.165700E+1	-1.346000E+0	1.541520E+3	-3.147300E+1	-1.152000E+0	1.541520E+3	-3.136900E+1	-1.070000E+0	1.541520E+3	-3.173900E+1	-1.455000E+0	1.541520E+3	-3.189100E+1	-1.399000E+0
1.541530E+3	-3.139000E+1	-1.650000E+0	1.541530E+3	-3.166700E+1	-1.356000E+0	1.541530E+3	-3.146300E+1	-1.142000E+0	1.541530E+3	-3.136400E+1	-1.065000E+0	1.541530E+3	-3.174400E+1	-1.460000E+0	1.541530E+3	-3.190000E+1	-1.408000E+0
1.541540E+3	-3.140000E+1	-1.660000E+0	1.541540E+3	-3.167500E+1	-1.364000E+0	1.541540E+3	-3.144100E+1	-1.120000E+0	1.541540E+3	-3.136800E+1	-1.069000E+0	1.541540E+3	-3.174600E+1	-1.462000E+0	1.541540E+3	-3.190000E+1	-1.408000E+0
1.541550E+3	-3.141200E+1	-1.672000E+0	1.541550E+3	-3.168500E+1	-1.374000E+0	1.541550E+3	-3.142200E+1	-1.101000E+0	1.541550E+3	-3.137500E+1	-1.076000E+0	1.541550E+3	-3.176100E+1	-1.477000E+0	1.541550E+3	-3.190200E+1	-1.410000E+0
1.541560E+3	-3.138100E+1	-1.641000E+0	1.541560E+3	-3.166300E+1	-1.352000E+0	1.541560E+3	-3.141000E+1	-1.089000E+0	1.541560E+3	-3.139100E+1	-1.092000E+0	1.541560E+3	-3.176400E+1	-1.480000E+0	1.541560E+3	-3.192300E+1	-1.431000E+0
1.541570E+3	-3.137700E+1	-1.637000E+0	1.541570E+3	-3.165300E+1	-1.342000E+0	1.541570E+3	-3.138500E+1	-1.064000E+0	1.541570E+3	-3.138600E+1	-1.087000E+0	1.541570E+3	-3.176800E+1	-1.484000E+0	1.541570E+3	-3.192900E+1	-1.437000E+0
1.541580E+3	-3.139400E+1	-1.654000E+0	1.541580E+3	-3.164400E+1	-1.333000E+0	1.541580E+3	-3.138800E+1	-1.067000E+0	1.541580E+3	-3.137500E+1	-1.076000E+0	1.541580E+3	-3.178900E+1	-1.505000E+0	1.541580E+3	-3.194800E+1	-1.456000E+0
1.541590E+3	-3.136500E+1	-1.625000E+0	1.541590E+3	-3.164600E+1	-1.335000E+0	1.541590E+3	-3.139800E+1	-1.077000E+0	1.541590E+3	-3.137300E+1	-1.074000E+0	1.541590E+3	-3.180800E+1	-1.524000E+0	1.541590E+3	-3.194800E+1	-1.456000E+0
1.541600E+3	-3.137700E+1	-1.637000E+0	1.541600E+3	-3.163700E+1	-1.326000E+0	1.541600E+3	-3.138600E+1	-1.065000E+0	1.541600E+3	-3.138500E+1	-1.086000E+0	1.541600E+3	-3.180200E+1	-1.518000E+0	1.541600E+3	-3.192900E+1	-1.437000E+0
1.541610E+3	-3.138700E+1	-1.647000E+0	1.541610E+3	-3.162800E+1	-1.317000E+0	1.541610E+3	-3.134500E+1	-1.024000E+0	1.541610E+3	-3.142100E+1	-1.122000E+0	1.541610E+3	-3.174700E+1	-1.463000E+0	1.541610E+3	-3.191900E+1	-1.427000E+0
1.541620E+3	-3.138500E+1	-1.645000E+0	1.541620E+3	-3.160900E+1	-1.298000E+0	1.541620E+3	-3.134900E+1	-1.028000E+0	1.541620E+3	-3.143200E+1	-1.133000E+0	1.541620E+3	-3.171600E+1	-1.432000E+0	1.541620E+3	-3.194100E+1	-1.449000E+0
1.541630E+3	-3.135400E+1	-1.614000E+0	1.541630E+3	-3.159000E+1	-1.279000E+0	1.541630E+3	-3.134300E+1	-1.022000E+0	1.541630E+3	-3.142400E+1	-1.125000E+0	1.541630E+3	-3.174600E+1	-1.462000E+0	1.541630E+3	-3.193000E+1	-1.438000E+0
1.541640E+3	-3.136900E+1	-1.629000E+0	1.541640E+3	-3.160400E+1	-1.293000E+0	1.541640E+3	-3.138600E+1	-1.065000E+0	1.541640E+3	-3.139300E+1	-1.094000E+0	1.541640E+3	-3.176500E+1	-1.481000E+0	1.541640E+3	-3.192400E+1	-1.432000E+0
1.541650E+3	-3.135800E+1	-1.618000E+0	1.541650E+3	-3.159800E+1	-1.287000E+0	1.541650E+3	-3.137900E+1	-1.058000E+0	1.541650E+3	-3.138800E+1	-1.089000E+0	1.541650E+3	-3.175100E+1	-1.467000E+0	1.541650E+3	-3.192200E+1	-1.430000E+0
1.541660E+3	-3.136100E+1	-1.621000E+0	1.541660E+3	-3.161500E+1	-1.304000E+0	1.541660E+3	-3.132100E+1	-1.000000E+0	1.541660E+3	-3.138000E+1	-1.081000E+0	1.541660E+3	-3.170400E+1	-1.420000E+0	1.541660E+3	-3.190300E+1	-1.411000E+0
1.541670E+3	-3.137000E+1	-1.630000E+0	1.541670E+3	-3.163000E+1	-1.319000E+0	1.541670E+3	-3.132200E+1	-1.001000E+0	1.541670E+3	-3.138600E+1	-1.087000E+0	1.541670E+3	-3.171300E+1	-1.429000E+0	1.541670E+3	-3.188500E+1	-1.393000E+0
1.541680E+3	-3.134300E+1	-1.603000E+0	1.541680E+3	-3.167900E+1	-1.368000E+0	1.541680E+3	-3.135300E+1	-1.032000E+0	1.541680E+3	-3.137400E+1	-1.075000E+0	1.541680E+3	-3.177000E+1	-1.486000E+0	1.541680E+3	-3.191700E+1	-1.425000E+0
1.541690E+3	-3.134900E+1	-1.609000E+0	1.541690E+3	-3.167000E+1	-1.359000E+0	1.541690E+3	-3.136200E+1	-1.041000E+0	1.541690E+3	-3.140100E+1	-1.102000E+0	1.541690E+3	-3.172800E+1	-1.444000E+0	1.541690E+3	-3.195100E+1	-1.459000E+0
1.541700E+3	-3.137300E+1	-1.633000E+0	1.541700E+3	-3.167200E+1	-1.361000E+0	1.541700E+3	-3.130900E+1	-9.880000E-1	1.541700E+3	-3.141700E+1	-1.118000E+0	1.541700E+3	-3.171400E+1	-1.430000E+0	1.541700E+3	-3.198500E+1	-1.493000E+0
1.541710E+3	-3.136600E+1	-1.626000E+0	1.541710E+3	-3.167200E+1	-1.361000E+0	1.541710E+3	-3.130700E+1	-9.860000E-1	1.541710E+3	-3.141300E+1	-1.114000E+0	1.541710E+3	-3.172200E+1	-1.438000E+0	1.541710E+3	-3.198200E+1	-1.490000E+0
1.541720E+3	-3.133900E+1	-1.599000E+0	1.541720E+3	-3.168100E+1	-1.370000E+0	1.541720E+3	-3.130900E+1	-9.880000E-1	1.541720E+3	-3.141200E+1	-1.113000E+0	1.541720E+3	-3.175200E+1	-1.468000E+0	1.541720E+3	-3.196900E+1	-1.477000E+0
1.541730E+3	-3.135200E+1	-1.612000E+0	1.541730E+3	-3.168700E+1	-1.376000E+0	1.541730E+3	-3.130300E+1	-9.820000E-1	1.541730E+3	-3.139800E+1	-1.099000E+0	1.541730E+3	-3.175400E+1	-1.470000E+0	1.541730E+3	-3.194600E+1	-1.454000E+0
1.541740E+3	-3.134000E+1	-1.600000E+0	1.541740E+3	-3.167500E+1	-1.364000E+0	1.541740E+3	-3.131600E+1	-9.950000E-1	1.541740E+3	-3.139600E+1	-1.097000E+0	1.541740E+3	-3.178500E+1	-1.501000E+0	1.541740E+3	-3.197500E+1	-1.483000E+0
1.541750E+3	-3.134300E+1	-1.603000E+0	1.541750E+3	-3.166600E+1	-1.355000E+0	1.541750E+3	-3.131700E+1	-9.960000E-1	1.541750E+3	-3.138700E+1	-1.088000E+0	1.541750E+3	-3.180400E+1	-1.520000E+0	1.541750E+3	-3.198700E+1	-1.495000E+0
1.541760E+3	-3.135000E+1	-1.610000E+0	1.541760E+3	-3.165900E+1	-1.348000E+0	1.541760E+3	-3.132600E+1	-1.005000E+0	1.541760E+3	-3.140700E+1	-1.108000E+0	1.541760E+3	-3.180200E+1	-1.518000E+0	1.541760E+3	-3.197000E+1	-1.478000E+0
1.541770E+3	-3.131900E+1	-1.579000E+0	1.541770E+3	-3.167700E+1	-1.366000E+0	1.541770E+3	-3.132300E+1	-1.002000E+0	1.541770E+3	-3.143000E+1	-1.131000E+0	1.541770E+3	-3.173000E+1	-1.446000E+0	1.541770E+3	-3.192700E+1	-1.435000E+0
1.541780E+3	-3.130700E+1	-1.567000E+0	1.541780E+3	-3.167400E+1	-1.363000E+0	1.541780E+3	-3.133000E+1	-1.009000E+0	1.541780E+3	-3.142600E+1	-1.127000E+0	1.541780E+3	-3.170400E+1	-1.420000E+0	1.541780E+3	-3.190100E+1	-1.409000E+0
