#radius =15.000; K=0.053; R=0.0010; alfa=0.0003
1.4030000000 0.9898436727
1.4030010000 0.9898156627
1.4030020000 0.9897875313
1.4030030000 0.9897592779
1.4030040000 0.9897309018
1.4030050000 0.9897024021
1.4030060000 0.9896737782
1.4030070000 0.9896450295
1.4030080000 0.9896161551
1.4030090000 0.9895871543
1.4030100000 0.9895580264
1.4030110000 0.9895287707
1.4030120000 0.9894993863
1.4030130000 0.9894698727
1.4030140000 0.9894402289
1.4030150000 0.9894104543
1.4030160000 0.9893805480
1.4030170000 0.9893505094
1.4030180000 0.9893203375
1.4030190000 0.9892900317
1.4030200000 0.9892595912
1.4030210000 0.9892290150
1.4030220000 0.9891983025
1.4030230000 0.9891674529
1.4030240000 0.9891364653
1.4030250000 0.9891053388
1.4030260000 0.9890740728
1.4030270000 0.9890426662
1.4030280000 0.9890111184
1.4030290000 0.9889794284
1.4030300000 0.9889475955
1.4030310000 0.9889156186
1.4030320000 0.9888834971
1.4030330000 0.9888512299
1.4030340000 0.9888188163
1.4030350000 0.9887862554
1.4030360000 0.9887535461
1.4030370000 0.9887206878
1.4030380000 0.9886876794
1.4030390000 0.9886545200
1.4030400000 0.9886212088
1.4030410000 0.9885877448
1.4030420000 0.9885541270
1.4030430000 0.9885203546
1.4030440000 0.9884864266
1.4030450000 0.9884523419
1.4030460000 0.9884180998
1.4030470000 0.9883836991
1.4030480000 0.9883491390
1.4030490000 0.9883144184
1.4030500000 0.9882795364
1.4030510000 0.9882444919
1.4030520000 0.9882092840
1.4030530000 0.9881739116
1.4030540000 0.9881383737
1.4030550000 0.9881026693
1.4030560000 0.9880667973
1.4030570000 0.9880307567
1.4030580000 0.9879945465
1.4030590000 0.9879581655
1.4030600000 0.9879216128
1.4030610000 0.9878848872
1.4030620000 0.9878479876
1.4030630000 0.9878109130
1.4030640000 0.9877736622
1.4030650000 0.9877362342
1.4030660000 0.9876986278
1.4030670000 0.9876608418
1.4030680000 0.9876228752
1.4030690000 0.9875847268
1.4030700000 0.9875463954
1.4030710000 0.9875078799
1.4030720000 0.9874691790
1.4030730000 0.9874302917
1.4030740000 0.9873912167
1.4030750000 0.9873519527
1.4030760000 0.9873124987
1.4030770000 0.9872728533
1.4030780000 0.9872330154
1.4030790000 0.9871929836
1.4030800000 0.9871527568
1.4030810000 0.9871123336
1.4030820000 0.9870717129
1.4030830000 0.9870308932
1.4030840000 0.9869898734
1.4030850000 0.9869486520
1.4030860000 0.9869072279
1.4030870000 0.9868655996
1.4030880000 0.9868237658
1.4030890000 0.9867817253
1.4030900000 0.9867394765
1.4030910000 0.9866970182
1.4030920000 0.9866543489
1.4030930000 0.9866114673
1.4030940000 0.9865683720
1.4030950000 0.9865250615
1.4030960000 0.9864815345
1.4030970000 0.9864377894
1.4030980000 0.9863938248
1.4030990000 0.9863496394
1.4031000000 0.9863052314
1.4031010000 0.9862605996
1.4031020000 0.9862157424
1.4031030000 0.9861706583
1.4031040000 0.9861253457
1.4031050000 0.9860798031
1.4031060000 0.9860340290
1.4031070000 0.9859880218
1.4031080000 0.9859417799
1.4031090000 0.9858953017
1.4031100000 0.9858485856
1.4031110000 0.9858016301
1.4031120000 0.9857544334
1.4031130000 0.9857069939
1.4031140000 0.9856593100
1.4031150000 0.9856113799
1.4031160000 0.9855632021
1.4031170000 0.9855147747
1.4031180000 0.9854660961
1.4031190000 0.9854171646
1.4031200000 0.9853679783
1.4031210000 0.9853185355
1.4031220000 0.9852688345
1.4031230000 0.9852188735
1.4031240000 0.9851686506
1.4031250000 0.9851181640
1.4031260000 0.9850674119
1.4031270000 0.9850163924
1.4031280000 0.9849651036
1.4031290000 0.9849135438
1.4031300000 0.9848617108
1.4031310000 0.9848096029
1.4031320000 0.9847572180
1.4031330000 0.9847045543
1.4031340000 0.9846516098
1.4031350000 0.9845983824
1.4031360000 0.9845448701
1.4031370000 0.9844910710
1.4031380000 0.9844369829
1.4031390000 0.9843826039
1.4031400000 0.9843279318
1.4031410000 0.9842729645
1.4031420000 0.9842177000
1.4031430000 0.9841621360
1.4031440000 0.9841062704
1.4031450000 0.9840501011
1.4031460000 0.9839936258
1.4031470000 0.9839368424
1.4031480000 0.9838797485
1.4031490000 0.9838223420
1.4031500000 0.9837646205
1.4031510000 0.9837065818
1.4031520000 0.9836482235
1.4031530000 0.9835895433
1.4031540000 0.9835305388
1.4031550000 0.9834712077
1.4031560000 0.9834115476
1.4031570000 0.9833515560
1.4031580000 0.9832912304
1.4031590000 0.9832305685
1.4031600000 0.9831695677
1.4031610000 0.9831082254
1.4031620000 0.9830465392
1.4031630000 0.9829845065
1.4031640000 0.9829221247
1.4031650000 0.9828593911
1.4031660000 0.9827963033
1.4031670000 0.9827328583
1.4031680000 0.9826690537
1.4031690000 0.9826048867
1.4031700000 0.9825403545
1.4031710000 0.9824754544
1.4031720000 0.9824101836
1.4031730000 0.9823445393
1.4031740000 0.9822785186
1.4031750000 0.9822121187
1.4031760000 0.9821453366
1.4031770000 0.9820781695
1.4031780000 0.9820106144
1.4031790000 0.9819426683
1.4031800000 0.9818743282
1.4031810000 0.9818055911
1.4031820000 0.9817364539
1.4031830000 0.9816669134
1.4031840000 0.9815969667
1.4031850000 0.9815266105
1.4031860000 0.9814558416
1.4031870000 0.9813846568
1.4031880000 0.9813130529
1.4031890000 0.9812410265
1.4031900000 0.9811685745
1.4031910000 0.9810956933
1.4031920000 0.9810223797
1.4031930000 0.9809486303
1.4031940000 0.9808744415
1.4031950000 0.9807998099
1.4031960000 0.9807247320
1.4031970000 0.9806492043
1.4031980000 0.9805732231
1.4031990000 0.9804967849
1.4032000000 0.9804198860
1.4032010000 0.9803425226
1.4032020000 0.9802646912
1.4032030000 0.9801863878
1.4032040000 0.9801076087
1.4032050000 0.9800283501
1.4032060000 0.9799486081
1.4032070000 0.9798683787
1.4032080000 0.9797876580
1.4032090000 0.9797064420
1.4032100000 0.9796247267
1.4032110000 0.9795425079
1.4032120000 0.9794597816
1.4032130000 0.9793765436
1.4032140000 0.9792927897
1.4032150000 0.9792085156
1.4032160000 0.9791237170
1.4032170000 0.9790383896
1.4032180000 0.9789525290
1.4032190000 0.9788661309
1.4032200000 0.9787791906
1.4032210000 0.9786917037
1.4032220000 0.9786036657
1.4032230000 0.9785150718
1.4032240000 0.9784259175
1.4032250000 0.9783361980
1.4032260000 0.9782459086
1.4032270000 0.9781550445
1.4032280000 0.9780636007
1.4032290000 0.9779715724
1.4032300000 0.9778789547
1.4032310000 0.9777857424
1.4032320000 0.9776919306
1.4032330000 0.9775975140
1.4032340000 0.9775024876
1.4032350000 0.9774068461
1.4032360000 0.9773105841
1.4032370000 0.9772136964
1.4032380000 0.9771161776
1.4032390000 0.9770180221
1.4032400000 0.9769192245
1.4032410000 0.9768197791
1.4032420000 0.9767196804
1.4032430000 0.9766189226
1.4032440000 0.9765174999
1.4032450000 0.9764154066
1.4032460000 0.9763126367
1.4032470000 0.9762091843
1.4032480000 0.9761050434
1.4032490000 0.9760002078
1.4032500000 0.9758946714
1.4032510000 0.9757884280
1.4032520000 0.9756814714
1.4032530000 0.9755737950
1.4032540000 0.9754653926
1.4032550000 0.9753562575
1.4032560000 0.9752463833
1.4032570000 0.9751357632
1.4032580000 0.9750243906
1.4032590000 0.9749122586
1.4032600000 0.9747993604
1.4032610000 0.9746856890
1.4032620000 0.9745712374
1.4032630000 0.9744559984
1.4032640000 0.9743399649
1.4032650000 0.9742231296
1.4032660000 0.9741054852
1.4032670000 0.9739870241
1.4032680000 0.9738677388
1.4032690000 0.9737476219
1.4032700000 0.9736266654
1.4032710000 0.9735048617
1.4032720000 0.9733822029
1.4032730000 0.9732586810
1.4032740000 0.9731342879
1.4032750000 0.9730090155
1.4032760000 0.9728828556
1.4032770000 0.9727557996
1.4032780000 0.9726278394
1.4032790000 0.9724989661
1.4032800000 0.9723691713
1.4032810000 0.9722384462
1.4032820000 0.9721067819
1.4032830000 0.9719741695
1.4032840000 0.9718405999
1.4032850000 0.9717060638
1.4032860000 0.9715705522
1.4032870000 0.9714340555
1.4032880000 0.9712965642
1.4032890000 0.9711580687
1.4032900000 0.9710185594
1.4032910000 0.9708780263
1.4032920000 0.9707364594
1.4032930000 0.9705938487
1.4032940000 0.9704501840
1.4032950000 0.9703054549
1.4032960000 0.9701596509
1.4032970000 0.9700127615
1.4032980000 0.9698647759
1.4032990000 0.9697156833
1.4033000000 0.9695654727
1.4033010000 0.9694141329
1.4033020000 0.9692616528
1.4033030000 0.9691080208
1.4033040000 0.9689532255
1.4033050000 0.9687972551
1.4033060000 0.9686400978
1.4033070000 0.9684817417
1.4033080000 0.9683221746
1.4033090000 0.9681613842
1.4033100000 0.9679993581
1.4033110000 0.9678360837
1.4033120000 0.9676715482
1.4033130000 0.9675057387
1.4033140000 0.9673386421
1.4033150000 0.9671702452
1.4033160000 0.9670005345
1.4033170000 0.9668294964
1.4033180000 0.9666571172
1.4033190000 0.9664833830
1.4033200000 0.9663082796
1.4033210000 0.9661317926
1.4033220000 0.9659539077
1.4033230000 0.9657746100
1.4033240000 0.9655938848
1.4033250000 0.9654117170
1.4033260000 0.9652280912
1.4033270000 0.9650429921
1.4033280000 0.9648564039
1.4033290000 0.9646683108
1.4033300000 0.9644786966
1.4033310000 0.9642875452
1.4033320000 0.9640948398
1.4033330000 0.9639005639
1.4033340000 0.9637047005
1.4033350000 0.9635072322
1.4033360000 0.9633081418
1.4033370000 0.9631074115
1.4033380000 0.9629050235
1.4033390000 0.9627009596
1.4033400000 0.9624952014
1.4033410000 0.9622877303
1.4033420000 0.9620785274
1.4033430000 0.9618675736
1.4033440000 0.9616548493
1.4033450000 0.9614403350
1.4033460000 0.9612240106
1.4033470000 0.9610058560
1.4033480000 0.9607858506
1.4033490000 0.9605639737
1.4033500000 0.9603402040
1.4033510000 0.9601145204
1.4033520000 0.9598869010
1.4033530000 0.9596573240
1.4033540000 0.9594257669
1.4033550000 0.9591922072
1.4033560000 0.9589566219
1.4033570000 0.9587189878
1.4033580000 0.9584792813
1.4033590000 0.9582374785
1.4033600000 0.9579935551
1.4033610000 0.9577474865
1.4033620000 0.9574992476
1.4033630000 0.9572488133
1.4033640000 0.9569961577
1.4033650000 0.9567412548
1.4033660000 0.9564840781
1.4033670000 0.9562246009
1.4033680000 0.9559627958
1.4033690000 0.9556986352
1.4033700000 0.9554320912
1.4033710000 0.9551631352
1.4033720000 0.9548917384
1.4033730000 0.9546178714
1.4033740000 0.9543415046
1.4033750000 0.9540626078
1.4033760000 0.9537811502
1.4033770000 0.9534971009
1.4033780000 0.9532104283
1.4033790000 0.9529211003
1.4033800000 0.9526290844
1.4033810000 0.9523343476
1.4033820000 0.9520368564
1.4033830000 0.9517365767
1.4033840000 0.9514334741
1.4033850000 0.9511275133
1.4033860000 0.9508186589
1.4033870000 0.9505068747
1.4033880000 0.9501921238
1.4033890000 0.9498743691
1.4033900000 0.9495535726
1.4033910000 0.9492296959
1.4033920000 0.9489026999
1.4033930000 0.9485725450
1.4033940000 0.9482391907
1.4033950000 0.9479025963
1.4033960000 0.9475627200
1.4033970000 0.9472195196
1.4033980000 0.9468729523
1.4033990000 0.9465229743
1.4034000000 0.9461695414
1.4034010000 0.9458126086
1.4034020000 0.9454521302
1.4034030000 0.9450880596
1.4034040000 0.9447203495
1.4034050000 0.9443489521
1.4034060000 0.9439738185
1.4034070000 0.9435948991
1.4034080000 0.9432121435
1.4034090000 0.9428255006
1.4034100000 0.9424349182
1.4034110000 0.9420403433
1.4034120000 0.9416417223
1.4034130000 0.9412390004
1.4034140000 0.9408321219
1.4034150000 0.9404210304
1.4034160000 0.9400056682
1.4034170000 0.9395859771
1.4034180000 0.9391618974
1.4034190000 0.9387333688
1.4034200000 0.9383003297
1.4034210000 0.9378627176
1.4034220000 0.9374204690
1.4034230000 0.9369735191
1.4034240000 0.9365218020
1.4034250000 0.9360652510
1.4034260000 0.9356037977
1.4034270000 0.9351373731
1.4034280000 0.9346659066
1.4034290000 0.9341893264
1.4034300000 0.9337075596
1.4034310000 0.9332205319
1.4034320000 0.9327281677
1.4034330000 0.9322303903
1.4034340000 0.9317271212
1.4034350000 0.9312182808
1.4034360000 0.9307037880
1.4034370000 0.9301835604
1.4034380000 0.9296575138
1.4034390000 0.9291255628
1.4034400000 0.9285876203
1.4034410000 0.9280435976
1.4034420000 0.9274934045
1.4034430000 0.9269369490
1.4034440000 0.9263741376
1.4034450000 0.9258048750
1.4034460000 0.9252290640
1.4034470000 0.9246466059
1.4034480000 0.9240573999
1.4034490000 0.9234613435
1.4034500000 0.9228583322
1.4034510000 0.9222482595
1.4034520000 0.9216310172
1.4034530000 0.9210064946
1.4034540000 0.9203745793
1.4034550000 0.9197351566
1.4034560000 0.9190881096
1.4034570000 0.9184333192
1.4034580000 0.9177706640
1.4034590000 0.9171000205
1.4034600000 0.9164212624
1.4034610000 0.9157342613
1.4034620000 0.9150388863
1.4034630000 0.9143350037
1.4034640000 0.9136224774
1.4034650000 0.9129011686
1.4034660000 0.9121709358
1.4034670000 0.9114316348
1.4034680000 0.9106831182
1.4034690000 0.9099252361
1.4034700000 0.9091578354
1.4034710000 0.9083807600
1.4034720000 0.9075938507
1.4034730000 0.9067969450
1.4034740000 0.9059898773
1.4034750000 0.9051724785
1.4034760000 0.9043445763
1.4034770000 0.9035059946
1.4034780000 0.9026565539
1.4034790000 0.9017960710
1.4034800000 0.9009243589
1.4034810000 0.9000412269
1.4034820000 0.8991464801
1.4034830000 0.8982399199
1.4034840000 0.8973213432
1.4034850000 0.8963905430
1.4034860000 0.8954473079
1.4034870000 0.8944914218
1.4034880000 0.8935226645
1.4034890000 0.8925408107
1.4034900000 0.8915456308
1.4034910000 0.8905368899
1.4034920000 0.8895143484
1.4034930000 0.8884777614
1.4034940000 0.8874268789
1.4034950000 0.8863614454
1.4034960000 0.8852812000
1.4034970000 0.8841858761
1.4034980000 0.8830752013
1.4034990000 0.8819488974
1.4035000000 0.8808066800
1.4035010000 0.8796482585
1.4035020000 0.8784733361
1.4035030000 0.8772816092
1.4035040000 0.8760727676
1.4035050000 0.8748464945
1.4035060000 0.8736024656
1.4035070000 0.8723403498
1.4035080000 0.8710598084
1.4035090000 0.8697604952
1.4035100000 0.8684420561
1.4035110000 0.8671041293
1.4035120000 0.8657463446
1.4035130000 0.8643683236
1.4035140000 0.8629696791
1.4035150000 0.8615500154
1.4035160000 0.8601089275
1.4035170000 0.8586460013
1.4035180000 0.8571608132
1.4035190000 0.8556529300
1.4035200000 0.8541219083
1.4035210000 0.8525672946
1.4035220000 0.8509886249
1.4035230000 0.8493854244
1.4035240000 0.8477572076
1.4035250000 0.8461034772
1.4035260000 0.8444237246
1.4035270000 0.8427174294
1.4035280000 0.8409840589
1.4035290000 0.8392230680
1.4035300000 0.8374338985
1.4035310000 0.8356159796
