06/03/2012
V740 C11 Middle set
Pin 0.6dBm
MZIcorr1001 _X	MZIcorr1001_Y	MZIcorr1001_Ynorm	MZIcorr1001 _X	MZIcorr1001_Y	MZIcorr1001_Ynorm	MZIcorr51 _X	MZIcorr51_Y	MZIcorr51_Ynorm	MZIcorr101 _X	MZIcorr101_Y	MZIcorr101_Ynorm	corrWi1100_101taps _X	corrWi1100_101taps_Y	corrWi1100_101taps_Ynorm	corrWi1100_1001taps _X	corrWi1100_1001taps_Y	corrWi1100_1001taps_Ynorm
1.551200E+3	-2.827500E+1	-3.021000E+0	1.570600E+3	-3.071400E+1	-1.815000E+0	1.540600E+3	-2.360800E+1	-1.390000E+0	1.540600E+3	-2.342600E+1	-1.488000E+0	1.540600E+3	-4.432400E+1	-2.332000E+1	1.540600E+3	-6.332100E+1	-3.438700E+1
1.551300E+3	-2.838600E+1	-3.132000E+0	1.570650E+3	-3.078100E+1	-1.882000E+0	1.540650E+3	-2.360200E+1	-1.384000E+0	1.540650E+3	-2.347500E+1	-1.537000E+0	1.540650E+3	-4.403500E+1	-2.303100E+1	1.540650E+3	-6.330300E+1	-3.436900E+1
1.551400E+3	-2.845600E+1	-3.202000E+0	1.570700E+3	-3.083600E+1	-1.937000E+0	1.540700E+3	-2.358100E+1	-1.363000E+0	1.540700E+3	-2.351800E+1	-1.580000E+0	1.540700E+3	-4.363600E+1	-2.263200E+1	1.540700E+3	-6.332500E+1	-3.439100E+1
1.551500E+3	-2.839700E+1	-3.143000E+0	1.570750E+3	-3.117600E+1	-2.277000E+0	1.540750E+3	-2.365800E+1	-1.440000E+0	1.540750E+3	-2.348200E+1	-1.544000E+0	1.540750E+3	-4.322700E+1	-2.222300E+1	1.540750E+3	-6.333700E+1	-3.440300E+1
1.551600E+3	-2.841600E+1	-3.162000E+0	1.570800E+3	-3.175800E+1	-2.859000E+0	1.540800E+3	-2.372900E+1	-1.511000E+0	1.540800E+3	-2.341700E+1	-1.479000E+0	1.540800E+3	-4.288800E+1	-2.188400E+1	1.540800E+3	-6.323700E+1	-3.430300E+1
1.551700E+3	-2.835900E+1	-3.105000E+0	1.570850E+3	-3.229300E+1	-3.394000E+0	1.540850E+3	-2.374600E+1	-1.528000E+0	1.540850E+3	-2.343100E+1	-1.493000E+0	1.540850E+3	-4.265700E+1	-2.165300E+1	1.540850E+3	-6.319700E+1	-3.426300E+1
1.551800E+3	-2.832600E+1	-3.072000E+0	1.570900E+3	-3.263500E+1	-3.736000E+0	1.540900E+3	-2.377900E+1	-1.561000E+0	1.540900E+3	-2.349800E+1	-1.560000E+0	1.540900E+3	-4.235300E+1	-2.134900E+1	1.540900E+3	-6.310600E+1	-3.417200E+1
1.551900E+3	-2.836200E+1	-3.108000E+0	1.570950E+3	-3.298000E+1	-4.081000E+0	1.540950E+3	-2.385000E+1	-1.632000E+0	1.540950E+3	-2.355500E+1	-1.617000E+0	1.540950E+3	-4.193600E+1	-2.093200E+1	1.540950E+3	-6.293100E+1	-3.399700E+1
1.552000E+3	-2.845800E+1	-3.204000E+0	1.571000E+3	-3.325000E+1	-4.351000E+0	1.541000E+3	-2.388200E+1	-1.664000E+0	1.541000E+3	-2.350700E+1	-1.569000E+0	1.541000E+3	-4.159700E+1	-2.059300E+1	1.541000E+3	-6.291600E+1	-3.398200E+1
1.552100E+3	-2.848100E+1	-3.227000E+0	1.571050E+3	-3.360500E+1	-4.706000E+0	1.541050E+3	-2.385700E+1	-1.639000E+0	1.541050E+3	-2.354200E+1	-1.604000E+0	1.541050E+3	-4.130500E+1	-2.030100E+1	1.541050E+3	-6.292300E+1	-3.398900E+1
1.552200E+3	-2.840700E+1	-3.153000E+0	1.571100E+3	-3.399800E+1	-5.099000E+0	1.541100E+3	-2.384500E+1	-1.627000E+0	1.541100E+3	-2.368800E+1	-1.750000E+0	1.541100E+3	-4.084600E+1	-1.984200E+1	1.541100E+3	-6.296100E+1	-3.402700E+1
1.552300E+3	-2.840800E+1	-3.154000E+0	1.571150E+3	-3.441300E+1	-5.514000E+0	1.541150E+3	-2.384900E+1	-1.631000E+0	1.541150E+3	-2.367300E+1	-1.735000E+0	1.541150E+3	-4.039300E+1	-1.938900E+1	1.541150E+3	-6.295100E+1	-3.401700E+1
1.552400E+3	-2.839500E+1	-3.141000E+0	1.571200E+3	-3.480600E+1	-5.907000E+0	1.541200E+3	-2.386200E+1	-1.644000E+0	1.541200E+3	-2.364400E+1	-1.706000E+0	1.541200E+3	-4.000100E+1	-1.899700E+1	1.541200E+3	-6.299700E+1	-3.406300E+1
1.552500E+3	-2.832600E+1	-3.072000E+0	1.571250E+3	-3.477100E+1	-5.872000E+0	1.541250E+3	-2.387800E+1	-1.660000E+0	1.541250E+3	-2.370700E+1	-1.769000E+0	1.541250E+3	-3.962800E+1	-1.862400E+1	1.541250E+3	-6.283000E+1	-3.389600E+1
1.552600E+3	-2.827900E+1	-3.025000E+0	1.571300E+3	-3.452900E+1	-5.630000E+0	1.541300E+3	-2.384400E+1	-1.626000E+0	1.541300E+3	-2.376000E+1	-1.822000E+0	1.541300E+3	-3.924800E+1	-1.824400E+1	1.541300E+3	-6.268200E+1	-3.374800E+1
1.552700E+3	-2.826900E+1	-3.015000E+0	1.571350E+3	-3.433800E+1	-5.439000E+0	1.541350E+3	-2.384000E+1	-1.622000E+0	1.541350E+3	-2.374300E+1	-1.805000E+0	1.541350E+3	-3.885000E+1	-1.784600E+1	1.541350E+3	-6.262100E+1	-3.368700E+1
1.552800E+3	-2.830900E+1	-3.055000E+0	1.571400E+3	-3.387400E+1	-4.975000E+0	1.541400E+3	-2.383100E+1	-1.613000E+0	1.541400E+3	-2.369700E+1	-1.759000E+0	1.541400E+3	-3.840100E+1	-1.739700E+1	1.541400E+3	-6.237500E+1	-3.344100E+1
1.552900E+3	-2.840200E+1	-3.148000E+0	1.571450E+3	-3.344400E+1	-4.545000E+0	1.541450E+3	-2.384800E+1	-1.630000E+0	1.541450E+3	-2.373000E+1	-1.792000E+0	1.541450E+3	-3.804900E+1	-1.704500E+1	1.541450E+3	-6.239900E+1	-3.346500E+1
1.553000E+3	-2.842000E+1	-3.166000E+0	1.571500E+3	-3.306700E+1	-4.168000E+0	1.541500E+3	-2.382300E+1	-1.605000E+0	1.541500E+3	-2.377300E+1	-1.835000E+0	1.541500E+3	-3.753900E+1	-1.653500E+1	1.541500E+3	-6.245600E+1	-3.352200E+1
1.553100E+3	-2.842800E+1	-3.174000E+0	1.571550E+3	-3.275300E+1	-3.854000E+0	1.541550E+3	-2.375300E+1	-1.535000E+0	1.541550E+3	-2.377400E+1	-1.836000E+0	1.541550E+3	-3.687300E+1	-1.586900E+1	1.541550E+3	-6.235900E+1	-3.342500E+1
1.553200E+3	-2.835500E+1	-3.101000E+0	1.571600E+3	-3.238000E+1	-3.481000E+0	1.541600E+3	-2.376700E+1	-1.549000E+0	1.541600E+3	-2.370600E+1	-1.768000E+0	1.541600E+3	-3.581700E+1	-1.481300E+1	1.541600E+3	-6.233500E+1	-3.340100E+1
1.553300E+3	-2.833200E+1	-3.078000E+0	1.571650E+3	-3.183900E+1	-2.940000E+0	1.541650E+3	-2.380800E+1	-1.590000E+0	1.541650E+3	-2.369100E+1	-1.753000E+0	1.541650E+3	-3.564600E+1	-1.464200E+1	1.541650E+3	-6.215400E+1	-3.322000E+1
1.553400E+3	-2.827100E+1	-3.017000E+0	1.571700E+3	-3.127300E+1	-2.374000E+0	1.541700E+3	-2.382300E+1	-1.605000E+0	1.541700E+3	-2.376400E+1	-1.826000E+0	1.541700E+3	-3.525600E+1	-1.425200E+1	1.541700E+3	-6.195700E+1	-3.302300E+1
1.553500E+3	-2.824900E+1	-2.995000E+0	1.571750E+3	-3.081200E+1	-1.913000E+0	1.541750E+3	-2.382300E+1	-1.605000E+0	1.541750E+3	-2.380200E+1	-1.864000E+0	1.541750E+3	-3.489700E+1	-1.389300E+1	1.541750E+3	-6.200300E+1	-3.306900E+1
1.553600E+3	-2.833000E+1	-3.076000E+0	1.571800E+3	-3.045700E+1	-1.558000E+0	1.541800E+3	-2.383000E+1	-1.612000E+0	1.541800E+3	-2.375400E+1	-1.816000E+0	1.541800E+3	-3.444700E+1	-1.344300E+1	1.541800E+3	-6.190200E+1	-3.296800E+1
1.553700E+3	-2.845800E+1	-3.204000E+0	1.571850E+3	-3.023400E+1	-1.335000E+0	1.541850E+3	-2.387300E+1	-1.655000E+0	1.541850E+3	-2.376200E+1	-1.824000E+0	1.541850E+3	-3.407800E+1	-1.307400E+1	1.541850E+3	-6.170400E+1	-3.277000E+1
1.553800E+3	-2.846000E+1	-3.206000E+0	1.571900E+3	-3.012400E+1	-1.225000E+0	1.541900E+3	-2.388600E+1	-1.668000E+0	1.541900E+3	-2.389800E+1	-1.960000E+0	1.541900E+3	-3.351500E+1	-1.251100E+1	1.541900E+3	-6.187500E+1	-3.294100E+1
1.553900E+3	-2.841500E+1	-3.161000E+0	1.571950E+3	-3.017300E+1	-1.274000E+0	1.541950E+3	-2.387000E+1	-1.652000E+0	1.541950E+3	-2.397400E+1	-2.036000E+0	1.541950E+3	-3.285600E+1	-1.185200E+1	1.541950E+3	-6.195700E+1	-3.302300E+1
1.554000E+3	-2.831900E+1	-3.065000E+0	1.572000E+3	-3.028400E+1	-1.385000E+0	1.542000E+3	-2.383200E+1	-1.614000E+0	1.542000E+3	-2.393800E+1	-2.000000E+0	1.542000E+3	-3.226100E+1	-1.125700E+1	1.542000E+3	-6.194500E+1	-3.301100E+1
1.554100E+3	-2.831100E+1	-3.057000E+0	1.572050E+3	-3.035700E+1	-1.458000E+0	1.542050E+3	-2.384300E+1	-1.625000E+0	1.542050E+3	-2.391600E+1	-1.978000E+0	1.542050E+3	-3.175700E+1	-1.075300E+1	1.542050E+3	-6.200400E+1	-3.307000E+1
1.554200E+3	-2.827100E+1	-3.017000E+0	1.572100E+3	-3.056900E+1	-1.670000E+0	1.542100E+3	-2.386500E+1	-1.647000E+0	1.542100E+3	-2.396300E+1	-2.025000E+0	1.542100E+3	-3.120600E+1	-1.020200E+1	1.542100E+3	-6.216700E+1	-3.323300E+1
1.554300E+3	-2.827400E+1	-3.020000E+0	1.572150E+3	-3.083100E+1	-1.932000E+0	1.542150E+3	-2.381300E+1	-1.595000E+0	1.542150E+3	-2.399200E+1	-2.054000E+0	1.542150E+3	-3.064400E+1	-9.640000E+0	1.542150E+3	-6.210400E+1	-3.317000E+1
1.554400E+3	-2.830800E+1	-3.054000E+0	1.572200E+3	-3.085400E+1	-1.955000E+0	1.542200E+3	-2.381700E+1	-1.599000E+0	1.542200E+3	-2.396700E+1	-2.029000E+0	1.542200E+3	-3.023600E+1	-9.232000E+0	1.542200E+3	-6.222800E+1	-3.329400E+1
1.554500E+3	-2.837400E+1	-3.120000E+0	1.572250E+3	-3.096500E+1	-2.066000E+0	1.542250E+3	-2.386900E+1	-1.651000E+0	1.542250E+3	-2.394800E+1	-2.010000E+0	1.542250E+3	-2.989200E+1	-8.888000E+0	1.542250E+3	-6.224100E+1	-3.330700E+1
1.554600E+3	-2.841100E+1	-3.157000E+0	1.572300E+3	-3.109100E+1	-2.192000E+0	1.542300E+3	-2.391200E+1	-1.694000E+0	1.542300E+3	-2.401700E+1	-2.079000E+0	1.542300E+3	-2.956600E+1	-8.562000E+0	1.542300E+3	-6.207300E+1	-3.313900E+1
1.554700E+3	-2.847100E+1	-3.217000E+0	1.572350E+3	-3.107100E+1	-2.172000E+0	1.542350E+3	-2.388900E+1	-1.671000E+0	1.542350E+3	-2.409200E+1	-2.154000E+0	1.542350E+3	-2.904500E+1	-8.041000E+0	1.542350E+3	-6.215500E+1	-3.322100E+1
1.554800E+3	-2.842800E+1	-3.174000E+0	1.572400E+3	-3.112100E+1	-2.222000E+0	1.542400E+3	-2.389400E+1	-1.676000E+0	1.542400E+3	-2.407300E+1	-2.135000E+0	1.542400E+3	-2.861100E+1	-7.607000E+0	1.542400E+3	-6.241600E+1	-3.348200E+1
1.554900E+3	-2.840000E+1	-3.146000E+0	1.572450E+3	-3.099800E+1	-2.099000E+0	1.542450E+3	-2.393500E+1	-1.717000E+0	1.542450E+3	-2.405200E+1	-2.114000E+0	1.542450E+3	-2.846400E+1	-7.460000E+0	1.542450E+3	-6.243600E+1	-3.350200E+1
1.555000E+3	-2.838000E+1	-3.126000E+0	1.572500E+3	-3.086100E+1	-1.962000E+0	1.542500E+3	-2.395300E+1	-1.735000E+0	1.542500E+3	-2.411900E+1	-2.181000E+0	1.542500E+3	-2.825000E+1	-7.246000E+0	1.542500E+3	-6.236300E+1	-3.342900E+1
1.555100E+3	-2.840900E+1	-3.155000E+0	1.572550E+3	-3.115200E+1	-2.253000E+0	1.542550E+3	-2.397100E+1	-1.753000E+0	1.542550E+3	-2.415300E+1	-2.215000E+0	1.542550E+3	-2.786200E+1	-6.858000E+0	1.542550E+3	-6.244600E+1	-3.351200E+1
1.555200E+3	-2.849200E+1	-3.238000E+0	1.572600E+3	-3.183800E+1	-2.939000E+0	1.542600E+3	-2.396200E+1	-1.744000E+0	1.542600E+3	-2.411300E+1	-2.175000E+0	1.542600E+3	-2.775100E+1	-6.747000E+0	1.542600E+3	-6.252300E+1	-3.358900E+1
1.555300E+3	-2.861200E+1	-3.358000E+0	1.572650E+3	-3.237500E+1	-3.476000E+0	1.542650E+3	-2.399100E+1	-1.773000E+0	1.542650E+3	-2.410300E+1	-2.165000E+0	1.542650E+3	-2.783500E+1	-6.831000E+0	1.542650E+3	-6.249200E+1	-3.355800E+1
1.555400E+3	-2.877600E+1	-3.522000E+0	1.572700E+3	-3.298200E+1	-4.083000E+0	1.542700E+3	-2.406600E+1	-1.848000E+0	1.542700E+3	-2.414500E+1	-2.207000E+0	1.542700E+3	-2.782000E+1	-6.816000E+0	1.542700E+3	-6.254900E+1	-3.361500E+1
1.555500E+3	-2.877300E+1	-3.519000E+0	1.572750E+3	-3.343500E+1	-4.536000E+0	1.542750E+3	-2.407900E+1	-1.861000E+0	1.542750E+3	-2.422700E+1	-2.289000E+0	1.542750E+3	-2.749600E+1	-6.492000E+0	1.542750E+3	-6.241700E+1	-3.348300E+1
1.555600E+3	-2.872100E+1	-3.467000E+0	1.572800E+3	-3.390900E+1	-5.010000E+0	1.542800E+3	-2.405300E+1	-1.835000E+0	1.542800E+3	-2.423100E+1	-2.293000E+0	1.542800E+3	-2.715100E+1	-6.147000E+0	1.542800E+3	-6.249200E+1	-3.355800E+1
1.555700E+3	-2.862500E+1	-3.371000E+0	1.572850E+3	-3.439900E+1	-5.500000E+0	1.542850E+3	-2.406300E+1	-1.845000E+0	1.542850E+3	-2.423600E+1	-2.298000E+0	1.542850E+3	-2.704200E+1	-6.038000E+0	1.542850E+3	-6.268300E+1	-3.374900E+1
1.555800E+3	-2.856300E+1	-3.309000E+0	1.572900E+3	-3.500400E+1	-6.105000E+0	1.542900E+3	-2.406000E+1	-1.842000E+0	1.542900E+3	-2.424600E+1	-2.308000E+0	1.542900E+3	-2.679800E+1	-5.794000E+0	1.542900E+3	-6.256800E+1	-3.363400E+1
1.555900E+3	-2.859200E+1	-3.338000E+0	1.572950E+3	-3.580200E+1	-6.903000E+0	1.542950E+3	-2.403700E+1	-1.819000E+0	1.542950E+3	-2.425200E+1	-2.314000E+0	1.542950E+3	-2.635600E+1	-5.352000E+0	1.542950E+3	-6.241700E+1	-3.348300E+1
1.556000E+3	-2.869500E+1	-3.441000E+0	1.573000E+3	-3.658700E+1	-7.688000E+0	1.543000E+3	-2.398600E+1	-1.768000E+0	1.543000E+3	-2.423300E+1	-2.295000E+0	1.543000E+3	-2.641400E+1	-5.410000E+0	1.543000E+3	-6.247100E+1	-3.353700E+1
1.556100E+3	-2.870900E+1	-3.455000E+0	1.573050E+3	-3.669200E+1	-7.793000E+0	1.543050E+3	-2.399800E+1	-1.780000E+0	1.543050E+3	-2.423100E+1	-2.293000E+0	1.543050E+3	-2.651700E+1	-5.513000E+0	1.543050E+3	-6.254700E+1	-3.361300E+1
1.556200E+3	-2.872700E+1	-3.473000E+0	1.573100E+3	-3.619600E+1	-7.297000E+0	1.543100E+3	-2.407500E+1	-1.857000E+0	1.543100E+3	-2.423600E+1	-2.298000E+0	1.543100E+3	-2.645800E+1	-5.454000E+0	1.543100E+3	-6.246900E+1	-3.353500E+1
1.556300E+3	-2.874200E+1	-3.488000E+0	1.573150E+3	-3.568300E+1	-6.784000E+0	1.543150E+3	-2.410500E+1	-1.887000E+0	1.543150E+3	-2.428300E+1	-2.345000E+0	1.543150E+3	-2.636300E+1	-5.359000E+0	1.543150E+3	-6.236700E+1	-3.343300E+1
1.556400E+3	-2.878800E+1	-3.534000E+0	1.573200E+3	-3.538400E+1	-6.485000E+0	1.543200E+3	-2.409900E+1	-1.881000E+0	1.543200E+3	-2.430100E+1	-2.363000E+0	1.543200E+3	-2.639800E+1	-5.394000E+0	1.543200E+3	-6.231600E+1	-3.338200E+1
1.556500E+3	-2.874300E+1	-3.489000E+0	1.573250E+3	-3.527900E+1	-6.380000E+0	1.543250E+3	-2.411600E+1	-1.898000E+0	1.543250E+3	-2.432600E+1	-2.388000E+0	1.543250E+3	-2.650100E+1	-5.497000E+0	1.543250E+3	-6.244600E+1	-3.351200E+1
1.556600E+3	-2.869700E+1	-3.443000E+0	1.573300E+3	-3.514800E+1	-6.249000E+0	1.543300E+3	-2.416800E+1	-1.950000E+0	1.543300E+3	-2.438400E+1	-2.446000E+0	1.543300E+3	-2.651800E+1	-5.514000E+0	1.543300E+3	-6.263100E+1	-3.369700E+1
1.556700E+3	-2.862100E+1	-3.367000E+0	1.573350E+3	-3.503500E+1	-6.136000E+0	1.543350E+3	-2.419800E+1	-1.980000E+0	1.543350E+3	-2.445500E+1	-2.517000E+0	1.543350E+3	-2.649600E+1	-5.492000E+0	1.543350E+3	-6.255500E+1	-3.362100E+1
1.556800E+3	-2.865600E+1	-3.402000E+0	1.573400E+3	-3.439100E+1	-5.492000E+0	1.543400E+3	-2.418800E+1	-1.970000E+0	1.543400E+3	-2.448500E+1	-2.547000E+0	1.543400E+3	-2.659000E+1	-5.586000E+0	1.543400E+3	-6.262100E+1	-3.368700E+1
1.556900E+3	-2.878200E+1	-3.528000E+0	1.573450E+3	-3.327900E+1	-4.380000E+0	1.543450E+3	-2.420000E+1	-1.982000E+0	1.543450E+3	-2.452500E+1	-2.587000E+0	1.543450E+3	-2.677400E+1	-5.770000E+0	1.543450E+3	-6.269400E+1	-3.376000E+1
1.557000E+3	-2.887400E+1	-3.620000E+0	1.573500E+3	-3.257900E+1	-3.680000E+0	1.543500E+3	-2.425900E+1	-2.041000E+0	1.543500E+3	-2.459100E+1	-2.653000E+0	1.543500E+3	-2.690300E+1	-5.899000E+0	1.543500E+3	-6.284400E+1	-3.391000E+1
1.557100E+3	-2.884500E+1	-3.591000E+0	1.573550E+3	-3.228100E+1	-3.382000E+0	1.543550E+3	-2.431600E+1	-2.098000E+0	1.543550E+3	-2.463800E+1	-2.700000E+0	1.543550E+3	-2.699400E+1	-5.990000E+0	1.543550E+3	-6.301900E+1	-3.408500E+1
1.557200E+3	-2.885800E+1	-3.604000E+0	1.573600E+3	-3.208700E+1	-3.188000E+0	1.543600E+3	-2.430300E+1	-2.085000E+0	1.543600E+3	-2.468600E+1	-2.748000E+0	1.543600E+3	-2.710600E+1	-6.102000E+0	1.543600E+3	-6.308100E+1	-3.414700E+1
1.557300E+3	-2.890000E+1	-3.646000E+0	1.573650E+3	-3.218300E+1	-3.284000E+0	1.543650E+3	-2.427700E+1	-2.059000E+0	1.543650E+3	-2.472400E+1	-2.786000E+0	1.543650E+3	-2.726900E+1	-6.265000E+0	1.543650E+3	-6.315200E+1	-3.421800E+1
1.557400E+3	-2.885600E+1	-3.602000E+0	1.573700E+3	-3.221000E+1	-3.311000E+0	1.543700E+3	-2.434000E+1	-2.122000E+0	1.543700E+3	-2.479500E+1	-2.857000E+0	1.543700E+3	-2.742800E+1	-6.424000E+0	1.543700E+3	-6.336400E+1	-3.443000E+1
1.557500E+3	-2.883200E+1	-3.578000E+0	1.573750E+3	-3.198600E+1	-3.087000E+0	1.543750E+3	-2.432300E+1	-2.105000E+0	1.543750E+3	-2.482900E+1	-2.891000E+0	1.543750E+3	-2.743800E+1	-6.434000E+0	1.543750E+3	-6.363800E+1	-3.470400E+1
1.557600E+3	-2.880100E+1	-3.547000E+0	1.573800E+3	-3.185500E+1	-2.956000E+0	1.543800E+3	-2.428700E+1	-2.069000E+0	1.543800E+3	-2.483200E+1	-2.894000E+0	1.543800E+3	-2.745800E+1	-6.454000E+0	1.543800E+3	-6.375300E+1	-3.481900E+1
1.557700E+3	-2.885200E+1	-3.598000E+0	1.573850E+3	-3.187000E+1	-2.971000E+0	1.543850E+3	-2.431800E+1	-2.100000E+0	1.543850E+3	-2.480600E+1	-2.868000E+0	1.543850E+3	-2.759500E+1	-6.591000E+0	1.543850E+3	-6.376500E+1	-3.483100E+1
1.557800E+3	-2.892500E+1	-3.671000E+0	1.573900E+3	-3.190300E+1	-3.004000E+0	1.543900E+3	-2.437000E+1	-2.152000E+0	1.543900E+3	-2.478800E+1	-2.850000E+0	1.543900E+3	-2.773300E+1	-6.729000E+0	1.543900E+3	-6.387100E+1	-3.493700E+1
1.557900E+3	-2.902800E+1	-3.774000E+0	1.573950E+3	-3.181800E+1	-2.919000E+0	1.543950E+3	-2.445600E+1	-2.238000E+0	1.543950E+3	-2.478200E+1	-2.844000E+0	1.543950E+3	-2.781100E+1	-6.807000E+0	1.543950E+3	-6.393500E+1	-3.500100E+1
1.558000E+3	-2.905600E+1	-3.802000E+0	1.574000E+3	-3.171400E+1	-2.815000E+0	1.544000E+3	-2.447400E+1	-2.256000E+0	1.544000E+3	-2.477100E+1	-2.833000E+0	1.544000E+3	-2.785800E+1	-6.854000E+0	1.544000E+3	-6.388600E+1	-3.495200E+1
1.558100E+3	-2.899400E+1	-3.740000E+0	1.574050E+3	-3.162400E+1	-2.725000E+0	1.544050E+3	-2.450700E+1	-2.289000E+0	1.544050E+3	-2.472400E+1	-2.786000E+0	1.544050E+3	-2.801600E+1	-7.012000E+0	1.544050E+3	-6.388100E+1	-3.494700E+1
1.558200E+3	-2.897800E+1	-3.724000E+0	1.574100E+3	-3.150900E+1	-2.610000E+0	1.544100E+3	-2.459300E+1	-2.375000E+0	1.544100E+3	-2.473300E+1	-2.795000E+0	1.544100E+3	-2.812800E+1	-7.124000E+0	1.544100E+3	-6.400900E+1	-3.507500E+1
1.558300E+3	-2.899500E+1	-3.741000E+0	1.574150E+3	-3.121000E+1	-2.311000E+0	1.544150E+3	-2.465600E+1	-2.438000E+0	1.544150E+3	-2.477200E+1	-2.834000E+0	1.544150E+3	-2.807500E+1	-7.071000E+0	1.544150E+3	-6.412500E+1	-3.519100E+1
1.558400E+3	-2.897100E+1	-3.717000E+0	1.574200E+3	-3.098700E+1	-2.088000E+0	1.544200E+3	-2.463400E+1	-2.416000E+0	1.544200E+3	-2.478200E+1	-2.844000E+0	1.544200E+3	-2.803500E+1	-7.031000E+0	1.544200E+3	-6.429400E+1	-3.536000E+1
1.558500E+3	-2.896500E+1	-3.711000E+0	1.574250E+3	-3.114500E+1	-2.246000E+0	1.544250E+3	-2.464100E+1	-2.423000E+0	1.544250E+3	-2.480400E+1	-2.866000E+0	1.544250E+3	-2.810900E+1	-7.105000E+0	1.544250E+3	-6.448800E+1	-3.555400E+1
1.558600E+3	-2.903900E+1	-3.785000E+0	1.574300E+3	-3.145700E+1	-2.558000E+0	1.544300E+3	-2.467900E+1	-2.461000E+0	1.544300E+3	-2.482600E+1	-2.888000E+0	1.544300E+3	-2.820300E+1	-7.199000E+0	1.544300E+3	-6.440300E+1	-3.546900E+1
1.558700E+3	-2.917400E+1	-3.920000E+0	1.574350E+3	-3.176700E+1	-2.868000E+0	1.544350E+3	-2.475800E+1	-2.540000E+0	1.544350E+3	-2.488800E+1	-2.950000E+0	1.544350E+3	-2.822900E+1	-7.225000E+0	1.544350E+3	-6.432900E+1	-3.539500E+1
1.558800E+3	-2.924800E+1	-3.994000E+0	1.574400E+3	-3.193100E+1	-3.032000E+0	1.544400E+3	-2.474600E+1	-2.528000E+0	1.544400E+3	-2.492200E+1	-2.984000E+0	1.544400E+3	-2.820800E+1	-7.204000E+0	1.544400E+3	-6.444000E+1	-3.550600E+1
1.558900E+3	-2.918900E+1	-3.935000E+0	1.574450E+3	-3.207500E+1	-3.176000E+0	1.544450E+3	-2.468800E+1	-2.470000E+0	1.544450E+3	-2.496900E+1	-3.031000E+0	1.544450E+3	-2.822900E+1	-7.225000E+0	1.544450E+3	-6.431600E+1	-3.538200E+1
1.559000E+3	-2.906500E+1	-3.811000E+0	1.574500E+3	-3.249400E+1	-3.595000E+0	1.544500E+3	-2.471900E+1	-2.501000E+0	1.544500E+3	-2.500900E+1	-3.071000E+0	1.544500E+3	-2.833100E+1	-7.327000E+0	1.544500E+3	-6.434800E+1	-3.541400E+1
1.559100E+3	-2.903100E+1	-3.777000E+0	1.574550E+3	-3.319700E+1	-4.298000E+0	1.544550E+3	-2.476800E+1	-2.550000E+0	1.544550E+3	-2.503000E+1	-3.092000E+0	1.544550E+3	-2.841300E+1	-7.409000E+0	1.544550E+3	-6.446200E+1	-3.552800E+1
1.559200E+3	-2.904300E+1	-3.789000E+0	1.574600E+3	-3.410700E+1	-5.208000E+0	1.544600E+3	-2.473100E+1	-2.513000E+0	1.544600E+3	-2.510300E+1	-3.165000E+0	1.544600E+3	-2.831400E+1	-7.310000E+0	1.544600E+3	-6.453600E+1	-3.560200E+1
1.559300E+3	-2.904200E+1	-3.788000E+0	1.574650E+3	-3.486600E+1	-5.967000E+0	1.544650E+3	-2.470000E+1	-2.482000E+0	1.544650E+3	-2.512900E+1	-3.191000E+0	1.544650E+3	-2.824600E+1	-7.242000E+0	1.544650E+3	-6.451600E+1	-3.558200E+1
1.559400E+3	-2.905600E+1	-3.802000E+0	1.574700E+3	-3.548600E+1	-6.587000E+0	1.544700E+3	-2.474300E+1	-2.525000E+0	1.544700E+3	-2.510700E+1	-3.169000E+0	1.544700E+3	-2.829700E+1	-7.293000E+0	1.544700E+3	-6.443500E+1	-3.550100E+1
1.559500E+3	-2.912200E+1	-3.868000E+0	1.574750E+3	-3.567200E+1	-6.773000E+0	1.544750E+3	-2.479600E+1	-2.578000E+0	1.544750E+3	-2.508200E+1	-3.144000E+0	1.544750E+3	-2.823500E+1	-7.231000E+0	1.544750E+3	-6.450200E+1	-3.556800E+1
1.559600E+3	-2.920600E+1	-3.952000E+0	1.574800E+3	-3.541800E+1	-6.519000E+0	1.544800E+3	-2.480800E+1	-2.590000E+0	1.544800E+3	-2.507700E+1	-3.139000E+0	1.544800E+3	-2.810200E+1	-7.098000E+0	1.544800E+3	-6.450700E+1	-3.557300E+1
1.559700E+3	-2.927900E+1	-4.025000E+0	1.574850E+3	-3.508700E+1	-6.188000E+0	1.544850E+3	-2.478000E+1	-2.562000E+0	1.544850E+3	-2.506400E+1	-3.126000E+0	1.544850E+3	-2.815300E+1	-7.149000E+0	1.544850E+3	-6.440900E+1	-3.547500E+1
1.559800E+3	-2.917900E+1	-3.925000E+0	1.574900E+3	-3.498100E+1	-6.082000E+0	1.544900E+3	-2.483800E+1	-2.620000E+0	1.544900E+3	-2.502600E+1	-3.088000E+0	1.544900E+3	-2.824800E+1	-7.244000E+0	1.544900E+3	-6.430400E+1	-3.537000E+1
1.559900E+3	-2.908600E+1	-3.832000E+0	1.574950E+3	-3.486200E+1	-5.963000E+0	1.544950E+3	-2.494200E+1	-2.724000E+0	1.544950E+3	-2.502900E+1	-3.091000E+0	1.544950E+3	-2.813900E+1	-7.135000E+0	1.544950E+3	-6.436800E+1	-3.543400E+1
