24/10/2012
V740D9_TMnoRing_-0.75dBm _X	V740D9_TMnoRing_-0.75dBm_Y	V740D9_TMnoRing_-0.75dBm_Ynorm	V740D9_TMnoRing _X	V740D9_TMnoRing_Y	V740D9_TMnoRing_Ynorm	V740D9_TMr20g350 _X	V740D9_TMr20g350_Y	V740D9_TMr20g350_Ynorm	V740D9_TMr20g400 _X	V740D9_TMr20g400_Y	V740D9_TMr20g400_Ynorm	V740D9_TMr20g450 _X	V740D9_TMr20g450_Y	V740D9_TMr20g450_Ynorm	V740D9_TMr20g500 _X	V740D9_TMr20g500_Y	V740D9_TMr20g500_Ynorm	V740D9_TMr20g550 _X	V740D9_TMr20g550_Y	V740D9_TMr20g550_Ynorm	V740D9_TMr20g700 _X	V740D9_TMr20g700_Y	V740D9_TMr20g700_Ynorm	V740D9_TMr20g385g395 _X	V740D9_TMr20g385g395_Y	V740D9_TMr20g385g395_Ynorm	V740D9_TMr20g385g395 _X	V740D9_TMr20g385g395_Y	V740D9_TMr20g385g395_Ynorm	V740D9_TEr20g200 _X	V740D9_TEr20g200_Y	V740D9_TEr20g200_Ynorm	V740D9_TEnoRing _X	V740D9_TEnoRing_Y	V740D9_TEnoRing_Ynorm	V740D9_TEr20g275 _X	V740D9_TEr20g275_Y	V740D9_TEr20g275_Ynorm	V740D9_TEr20g325 _X	V740D9_TEr20g325_Y	V740D9_TEr20g325_Ynorm	V740D9_TEr20g400 _X	V740D9_TEr20g400_Y	V740D9_TEr20g400_Ynorm	V740D9_TEr20g170g180 _X	V740D9_TEr20g170g180_Y	V740D9_TEr20g170g180_Ynorm
			1.607500E+3	-5.515400E+1	-2.265100E+1	1.607500E+3	-6.142900E+1	-3.187200E+1	1.607500E+3	-5.638700E+1	-2.691000E+1	1.607500E+3	-5.784300E+1	-2.868400E+1	1.607500E+3	-6.034900E+1	-3.083400E+1	1.607500E+3	-5.767300E+1	-2.839200E+1	1.607500E+3	-5.709500E+1	-2.782600E+1	1.607500E+3	-5.851200E+1	-2.872500E+1	1.503250E+3	-4.363900E+1	-1.395500E+1	1.533250E+3	-3.370600E+1	-3.966000E+0	1.533250E+3	-3.381800E+1	-3.507000E+0	1.533250E+3	-3.368800E+1	-3.367000E+0	1.533250E+3	-3.391900E+1	-3.620000E+0	1.533250E+3	-3.357600E+1	-3.292000E+0	1.533250E+3	-3.390700E+1	-3.415000E+0
			1.608000E+3	-5.551100E+1	-2.300800E+1	1.608000E+3	-6.207100E+1	-3.251400E+1	1.608000E+3	-5.718700E+1	-2.771000E+1	1.608000E+3	-5.844900E+1	-2.929000E+1	1.608000E+3	-6.068700E+1	-3.117200E+1	1.608000E+3	-5.830100E+1	-2.902000E+1	1.608000E+3	-5.786900E+1	-2.860000E+1	1.608000E+3	-5.874400E+1	-2.895700E+1	1.503260E+3	-4.363600E+1	-1.395200E+1	1.533260E+3	-3.370200E+1	-3.962000E+0	1.533260E+3	-3.378800E+1	-3.477000E+0	1.533260E+3	-3.365600E+1	-3.335000E+0	1.533260E+3	-3.548200E+1	-5.183000E+0	1.533260E+3	-3.357800E+1	-3.294000E+0	1.533260E+3	-3.393100E+1	-3.439000E+0
			1.608500E+3	-5.586300E+1	-2.336000E+1	1.608500E+3	-6.272400E+1	-3.316700E+1	1.608500E+3	-5.793200E+1	-2.845500E+1	1.608500E+3	-5.908400E+1	-2.992500E+1	1.608500E+3	-6.123600E+1	-3.172100E+1	1.608500E+3	-5.904700E+1	-2.976600E+1	1.608500E+3	-5.859300E+1	-2.932400E+1	1.608500E+3	-5.929500E+1	-2.950800E+1	1.503270E+3	-4.364400E+1	-1.396000E+1	1.533270E+3	-3.366400E+1	-3.924000E+0	1.533270E+3	-3.378800E+1	-3.477000E+0	1.533270E+3	-3.355900E+1	-3.238000E+0	1.533270E+3	-3.635700E+1	-6.058000E+0	1.533270E+3	-3.357600E+1	-3.292000E+0	1.533270E+3	-3.392900E+1	-3.437000E+0
			1.609000E+3	-5.621500E+1	-2.371200E+1	1.609000E+3	-6.357200E+1	-3.401500E+1	1.609000E+3	-5.872600E+1	-2.924900E+1	1.609000E+3	-6.031500E+1	-3.115600E+1	1.609000E+3	-6.194800E+1	-3.243300E+1	1.609000E+3	-6.049800E+1	-3.121700E+1	1.609000E+3	-5.879000E+1	-2.952100E+1	1.609000E+3	-6.021100E+1	-3.042400E+1	1.503280E+3	-4.366700E+1	-1.398300E+1	1.533280E+3	-3.363400E+1	-3.894000E+0	1.533280E+3	-3.379400E+1	-3.483000E+0	1.533280E+3	-3.353300E+1	-3.212000E+0	1.533280E+3	-3.691700E+1	-6.618000E+0	1.533280E+3	-3.358300E+1	-3.299000E+0	1.533280E+3	-3.394500E+1	-3.453000E+0
			1.609500E+3	-5.632500E+1	-2.382200E+1	1.609500E+3	-6.402100E+1	-3.446400E+1	1.609500E+3	-5.923700E+1	-2.976000E+1	1.609500E+3	-6.069200E+1	-3.153300E+1	1.609500E+3	-6.228800E+1	-3.277300E+1	1.609500E+3	-6.062900E+1	-3.134800E+1	1.609500E+3	-6.048000E+1	-3.121100E+1	1.609500E+3	-6.074800E+1	-3.096100E+1	1.503290E+3	-4.367300E+1	-1.398900E+1	1.533290E+3	-3.363600E+1	-3.896000E+0	1.533290E+3	-3.379700E+1	-3.486000E+0	1.533290E+3	-3.352600E+1	-3.205000E+0	1.533290E+3	-3.615400E+1	-5.855000E+0	1.533290E+3	-3.358400E+1	-3.300000E+0	1.533290E+3	-3.393800E+1	-3.446000E+0
			1.610000E+3	-5.696300E+1	-2.446000E+1	1.610000E+3	-6.427200E+1	-3.471500E+1	1.610000E+3	-6.058900E+1	-3.111200E+1	1.610000E+3	-6.107300E+1	-3.191400E+1	1.610000E+3	-6.270900E+1	-3.319400E+1	1.610000E+3	-6.097500E+1	-3.169400E+1	1.610000E+3	-6.076200E+1	-3.149300E+1	1.610000E+3	-6.150600E+1	-3.171900E+1	1.503300E+3	-4.361900E+1	-1.393500E+1	1.533300E+3	-3.365700E+1	-3.917000E+0	1.533300E+3	-3.379100E+1	-3.480000E+0	1.533300E+3	-3.351500E+1	-3.194000E+0	1.533300E+3	-3.559700E+1	-5.298000E+0	1.533300E+3	-3.357100E+1	-3.287000E+0	1.533300E+3	-3.393000E+1	-3.438000E+0
			1.610500E+3	-5.732000E+1	-2.481700E+1	1.610500E+3	-6.497200E+1	-3.541500E+1	1.610500E+3	-6.076000E+1	-3.128300E+1	1.610500E+3	-6.139700E+1	-3.223800E+1	1.610500E+3	-6.352400E+1	-3.400900E+1	1.610500E+3	-6.167200E+1	-3.239100E+1	1.610500E+3	-6.121600E+1	-3.194700E+1	1.610500E+3	-6.222300E+1	-3.243600E+1	1.503310E+3	-4.361600E+1	-1.393200E+1	1.533310E+3	-3.367000E+1	-3.930000E+0	1.533310E+3	-3.378000E+1	-3.469000E+0	1.533310E+3	-3.351400E+1	-3.193000E+0	1.533310E+3	-3.555300E+1	-5.254000E+0	1.533310E+3	-3.353500E+1	-3.251000E+0	1.533310E+3	-3.396400E+1	-3.472000E+0
			1.611000E+3	-5.773400E+1	-2.523100E+1	1.611000E+3	-6.593400E+1	-3.637700E+1	1.611000E+3	-6.084400E+1	-3.136700E+1	1.611000E+3	-6.212600E+1	-3.296700E+1	1.611000E+3	-6.443700E+1	-3.492200E+1	1.611000E+3	-6.222400E+1	-3.294300E+1	1.611000E+3	-6.151000E+1	-3.224100E+1	1.611000E+3	-6.282000E+1	-3.303300E+1	1.503320E+3	-4.362700E+1	-1.394300E+1	1.533320E+3	-3.364200E+1	-3.902000E+0	1.533320E+3	-3.382100E+1	-3.510000E+0	1.533320E+3	-3.352100E+1	-3.200000E+0	1.533320E+3	-3.468000E+1	-4.381000E+0	1.533320E+3	-3.350900E+1	-3.225000E+0	1.533320E+3	-3.393300E+1	-3.441000E+0
			1.611500E+3	-5.806000E+1	-2.555700E+1	1.611500E+3	-6.623300E+1	-3.667600E+1	1.611500E+3	-6.153100E+1	-3.205400E+1	1.611500E+3	-6.271400E+1	-3.355500E+1	1.611500E+3	-6.493900E+1	-3.542400E+1	1.611500E+3	-6.262600E+1	-3.334500E+1	1.611500E+3	-6.228900E+1	-3.302000E+1	1.611500E+3	-6.384000E+1	-3.405300E+1	1.503330E+3	-4.364700E+1	-1.396300E+1	1.533330E+3	-3.363000E+1	-3.890000E+0	1.533330E+3	-3.384000E+1	-3.529000E+0	1.533330E+3	-3.352100E+1	-3.200000E+0	1.533330E+3	-3.411200E+1	-3.813000E+0	1.533330E+3	-3.351100E+1	-3.227000E+0	1.533330E+3	-3.392000E+1	-3.428000E+0
			1.612000E+3	-5.852100E+1	-2.601800E+1	1.612000E+3	-6.652000E+1	-3.696300E+1	1.612000E+3	-6.218900E+1	-3.271200E+1	1.612000E+3	-6.326800E+1	-3.410900E+1	1.612000E+3	-6.581000E+1	-3.629500E+1	1.612000E+3	-6.350100E+1	-3.422000E+1	1.612000E+3	-6.289300E+1	-3.362400E+1	1.612000E+3	-6.548100E+1	-3.569400E+1	1.503340E+3	-4.367100E+1	-1.398700E+1	1.533340E+3	-3.364500E+1	-3.905000E+0	1.533340E+3	-3.381100E+1	-3.500000E+0	1.533340E+3	-3.352100E+1	-3.200000E+0	1.533340E+3	-3.355400E+1	-3.255000E+0	1.533340E+3	-3.353900E+1	-3.255000E+0	1.533340E+3	-3.391600E+1	-3.424000E+0
			1.612500E+3	-5.876900E+1	-2.626600E+1	1.612500E+3	-6.716400E+1	-3.760700E+1	1.612500E+3	-6.293000E+1	-3.345300E+1	1.612500E+3	-6.397700E+1	-3.481800E+1	1.612500E+3	-6.679500E+1	-3.728000E+1	1.612500E+3	-6.380700E+1	-3.452600E+1	1.612500E+3	-6.356400E+1	-3.429500E+1	1.612500E+3	-6.860700E+1	-3.882000E+1	1.503350E+3	-4.367300E+1	-1.398900E+1	1.533350E+3	-3.366800E+1	-3.928000E+0	1.533350E+3	-3.379200E+1	-3.481000E+0	1.533350E+3	-3.352500E+1	-3.204000E+0	1.533350E+3	-3.334800E+1	-3.049000E+0	1.533350E+3	-3.355500E+1	-3.271000E+0	1.533350E+3	-3.390800E+1	-3.416000E+0
			1.613000E+3	-5.903100E+1	-2.652800E+1	1.613000E+3	-6.728400E+1	-3.772700E+1	1.613000E+3	-6.355400E+1	-3.407700E+1	1.613000E+3	-6.419900E+1	-3.504000E+1	1.613000E+3	-6.697800E+1	-3.746300E+1	1.613000E+3	-6.505900E+1	-3.577800E+1	1.613000E+3	-6.411400E+1	-3.484500E+1	1.613000E+3	-7.025200E+1	-4.046500E+1	1.503360E+3	-4.365600E+1	-1.397200E+1	1.533360E+3	-3.365500E+1	-3.915000E+0	1.533360E+3	-3.378300E+1	-3.472000E+0	1.533360E+3	-3.353000E+1	-3.209000E+0	1.533360E+3	-3.322800E+1	-2.929000E+0	1.533360E+3	-3.354600E+1	-3.262000E+0	1.533360E+3	-3.392200E+1	-3.430000E+0
			1.613500E+3	-5.920800E+1	-2.670500E+1	1.613500E+3	-6.740600E+1	-3.784900E+1	1.613500E+3	-6.408100E+1	-3.460400E+1	1.613500E+3	-6.454300E+1	-3.538400E+1	1.613500E+3	-6.735700E+1	-3.784200E+1	1.613500E+3	-6.559400E+1	-3.631300E+1	1.613500E+3	-6.449900E+1	-3.523000E+1	1.613500E+3	-6.910300E+1	-3.931600E+1	1.503370E+3	-4.367800E+1	-1.399400E+1	1.533370E+3	-3.366400E+1	-3.924000E+0	1.533370E+3	-3.378200E+1	-3.471000E+0	1.533370E+3	-3.353200E+1	-3.211000E+0	1.533370E+3	-3.315600E+1	-2.857000E+0	1.533370E+3	-3.356100E+1	-3.277000E+0	1.533370E+3	-3.392100E+1	-3.429000E+0
			1.614000E+3	-5.925900E+1	-2.675600E+1	1.614000E+3	-6.800600E+1	-3.844900E+1	1.614000E+3	-6.469000E+1	-3.521300E+1	1.614000E+3	-6.560100E+1	-3.644200E+1	1.614000E+3	-6.814700E+1	-3.863200E+1	1.614000E+3	-6.610800E+1	-3.682700E+1	1.614000E+3	-6.519600E+1	-3.592700E+1	1.614000E+3	-6.887800E+1	-3.909100E+1	1.503380E+3	-4.367400E+1	-1.399000E+1	1.533380E+3	-3.361000E+1	-3.870000E+0	1.533380E+3	-3.376200E+1	-3.451000E+0	1.533380E+3	-3.350800E+1	-3.187000E+0	1.533380E+3	-3.309600E+1	-2.797000E+0	1.533380E+3	-3.356400E+1	-3.280000E+0	1.533380E+3	-3.394100E+1	-3.449000E+0
			1.614500E+3	-5.970400E+1	-2.720100E+1	1.614500E+3	-6.829000E+1	-3.873300E+1	1.614500E+3	-6.509200E+1	-3.561500E+1	1.614500E+3	-6.626400E+1	-3.710500E+1	1.614500E+3	-6.860800E+1	-3.909300E+1	1.614500E+3	-6.656000E+1	-3.727900E+1	1.614500E+3	-6.583300E+1	-3.656400E+1	1.614500E+3	-6.926500E+1	-3.947800E+1	1.503390E+3	-4.364800E+1	-1.396400E+1	1.533390E+3	-3.361900E+1	-3.879000E+0	1.533390E+3	-3.373900E+1	-3.428000E+0	1.533390E+3	-3.347500E+1	-3.154000E+0	1.533390E+3	-3.299100E+1	-2.692000E+0	1.533390E+3	-3.355200E+1	-3.268000E+0	1.533390E+3	-3.395100E+1	-3.459000E+0
			1.615000E+3	-5.992200E+1	-2.741900E+1	1.615000E+3	-6.833200E+1	-3.877500E+1	1.615000E+3	-6.529700E+1	-3.582000E+1	1.615000E+3	-6.637900E+1	-3.722000E+1	1.615000E+3	-6.865700E+1	-3.914200E+1	1.615000E+3	-6.679000E+1	-3.750900E+1	1.615000E+3	-6.619200E+1	-3.692300E+1	1.615000E+3	-6.939300E+1	-3.960600E+1	1.503400E+3	-4.363700E+1	-1.395300E+1	1.533400E+3	-3.358500E+1	-3.845000E+0	1.533400E+3	-3.373000E+1	-3.419000E+0	1.533400E+3	-3.344000E+1	-3.119000E+0	1.533400E+3	-3.293100E+1	-2.632000E+0	1.533400E+3	-3.354300E+1	-3.259000E+0	1.533400E+3	-3.396700E+1	-3.475000E+0
			1.615500E+3	-5.994200E+1	-2.743900E+1	1.615500E+3	-6.800800E+1	-3.845100E+1	1.615500E+3	-6.547400E+1	-3.599700E+1	1.615500E+3	-6.612700E+1	-3.696800E+1	1.615500E+3	-6.850000E+1	-3.898500E+1	1.615500E+3	-6.681900E+1	-3.753800E+1	1.615500E+3	-6.630400E+1	-3.703500E+1	1.615500E+3	-6.934400E+1	-3.955700E+1	1.503410E+3	-4.363600E+1	-1.395200E+1	1.533410E+3	-3.359600E+1	-3.856000E+0	1.533410E+3	-3.373600E+1	-3.425000E+0	1.533410E+3	-3.343100E+1	-3.110000E+0	1.533410E+3	-3.292400E+1	-2.625000E+0	1.533410E+3	-3.354800E+1	-3.264000E+0	1.533410E+3	-3.394800E+1	-3.456000E+0
			1.616000E+3	-5.986600E+1	-2.736300E+1	1.616000E+3	-6.771700E+1	-3.816000E+1	1.616000E+3	-6.552800E+1	-3.605100E+1	1.616000E+3	-6.591600E+1	-3.675700E+1	1.616000E+3	-6.846600E+1	-3.895100E+1	1.616000E+3	-6.685100E+1	-3.757000E+1	1.616000E+3	-6.635700E+1	-3.708800E+1	1.616000E+3	-6.934700E+1	-3.956000E+1	1.503420E+3	-4.365700E+1	-1.397300E+1	1.533420E+3	-3.360800E+1	-3.868000E+0	1.533420E+3	-3.372100E+1	-3.410000E+0	1.533420E+3	-3.342300E+1	-3.102000E+0	1.533420E+3	-3.292300E+1	-2.624000E+0	1.533420E+3	-3.353400E+1	-3.250000E+0	1.533420E+3	-3.396400E+1	-3.472000E+0
			1.616500E+3	-5.984000E+1	-2.733700E+1	1.616500E+3	-6.812100E+1	-3.856400E+1	1.616500E+3	-6.585200E+1	-3.637500E+1	1.616500E+3	-6.589200E+1	-3.673300E+1	1.616500E+3	-6.909100E+1	-3.957600E+1	1.616500E+3	-6.715000E+1	-3.786900E+1	1.616500E+3	-6.664700E+1	-3.737800E+1	1.616500E+3	-7.002700E+1	-4.024000E+1	1.503430E+3	-4.363800E+1	-1.395400E+1	1.533430E+3	-3.361400E+1	-3.874000E+0	1.533430E+3	-3.373400E+1	-3.423000E+0	1.533430E+3	-3.341900E+1	-3.098000E+0	1.533430E+3	-3.290900E+1	-2.610000E+0	1.533430E+3	-3.351600E+1	-3.232000E+0	1.533430E+3	-3.397600E+1	-3.484000E+0
			1.617000E+3	-6.029100E+1	-2.778800E+1	1.617000E+3	-6.909500E+1	-3.953800E+1	1.617000E+3	-6.610800E+1	-3.663100E+1	1.617000E+3	-6.613300E+1	-3.697400E+1	1.617000E+3	-7.052200E+1	-4.100700E+1	1.617000E+3	-6.740800E+1	-3.812700E+1	1.617000E+3	-6.691700E+1	-3.764800E+1	1.617000E+3	-7.073900E+1	-4.095200E+1	1.503440E+3	-4.366700E+1	-1.398300E+1	1.533440E+3	-3.361800E+1	-3.878000E+0	1.533440E+3	-3.374100E+1	-3.430000E+0	1.533440E+3	-3.337800E+1	-3.057000E+0	1.533440E+3	-3.286500E+1	-2.566000E+0	1.533440E+3	-3.350900E+1	-3.225000E+0	1.533440E+3	-3.399200E+1	-3.500000E+0
			1.617500E+3	-6.022500E+1	-2.772200E+1	1.617500E+3	-6.990500E+1	-4.034800E+1	1.617500E+3	-6.591100E+1	-3.643400E+1	1.617500E+3	-6.643300E+1	-3.727400E+1	1.617500E+3	-7.172900E+1	-4.221400E+1	1.617500E+3	-6.715700E+1	-3.787600E+1	1.617500E+3	-6.675900E+1	-3.749000E+1	1.617500E+3	-7.031000E+1	-4.052300E+1	1.503450E+3	-4.366200E+1	-1.397800E+1	1.533450E+3	-3.361100E+1	-3.871000E+0	1.533450E+3	-3.372100E+1	-3.410000E+0	1.533450E+3	-3.339300E+1	-3.072000E+0	1.533450E+3	-3.287700E+1	-2.578000E+0	1.533450E+3	-3.350500E+1	-3.221000E+0	1.533450E+3	-3.398800E+1	-3.496000E+0
			1.618000E+3	-5.992200E+1	-2.741900E+1	1.618000E+3	-6.879800E+1	-3.924100E+1	1.618000E+3	-6.568400E+1	-3.620700E+1	1.618000E+3	-6.627400E+1	-3.711500E+1	1.618000E+3	-7.019700E+1	-4.068200E+1	1.618000E+3	-6.667800E+1	-3.739700E+1	1.618000E+3	-6.653200E+1	-3.726300E+1	1.618000E+3	-6.975900E+1	-3.997200E+1	1.503460E+3	-4.364600E+1	-1.396200E+1	1.533460E+3	-3.362200E+1	-3.882000E+0	1.533460E+3	-3.372000E+1	-3.409000E+0	1.533460E+3	-3.341800E+1	-3.097000E+0	1.533460E+3	-3.291400E+1	-2.615000E+0	1.533460E+3	-3.352800E+1	-3.244000E+0	1.533460E+3	-3.397100E+1	-3.479000E+0
			1.618500E+3	-5.985300E+1	-2.735000E+1	1.618500E+3	-6.802700E+1	-3.847000E+1	1.618500E+3	-6.575400E+1	-3.627700E+1	1.618500E+3	-6.607900E+1	-3.692000E+1	1.618500E+3	-6.953600E+1	-4.002100E+1	1.618500E+3	-6.748600E+1	-3.820500E+1	1.618500E+3	-6.676900E+1	-3.750000E+1	1.618500E+3	-7.025200E+1	-4.046500E+1	1.503470E+3	-4.363000E+1	-1.394600E+1	1.533470E+3	-3.361500E+1	-3.875000E+0	1.533470E+3	-3.370400E+1	-3.393000E+0	1.533470E+3	-3.343100E+1	-3.110000E+0	1.533470E+3	-3.292000E+1	-2.621000E+0	1.533470E+3	-3.351500E+1	-3.231000E+0	1.533470E+3	-3.400000E+1	-3.508000E+0
			1.619000E+3	-5.951600E+1	-2.701300E+1	1.619000E+3	-6.706100E+1	-3.750400E+1	1.619000E+3	-6.549000E+1	-3.601300E+1	1.619000E+3	-6.676400E+1	-3.760500E+1	1.619000E+3	-6.832800E+1	-3.881300E+1	1.619000E+3	-6.809000E+1	-3.880900E+1	1.619000E+3	-6.618200E+1	-3.691300E+1	1.619000E+3	-6.932400E+1	-3.953700E+1	1.503480E+3	-4.360700E+1	-1.392300E+1	1.533480E+3	-3.359700E+1	-3.857000E+0	1.533480E+3	-3.366700E+1	-3.356000E+0	1.533480E+3	-3.344700E+1	-3.126000E+0	1.533480E+3	-3.287700E+1	-2.578000E+0	1.533480E+3	-3.353300E+1	-3.249000E+0	1.533480E+3	-3.403600E+1	-3.544000E+0
			1.619500E+3	-5.945500E+1	-2.695200E+1	1.619500E+3	-6.663800E+1	-3.708100E+1	1.619500E+3	-6.518700E+1	-3.571000E+1	1.619500E+3	-6.728700E+1	-3.812800E+1	1.619500E+3	-6.744100E+1	-3.792600E+1	1.619500E+3	-6.719800E+1	-3.791700E+1	1.619500E+3	-6.583600E+1	-3.656700E+1	1.619500E+3	-6.876400E+1	-3.897700E+1	1.503490E+3	-4.356700E+1	-1.388300E+1	1.533490E+3	-3.359500E+1	-3.855000E+0	1.533490E+3	-3.367700E+1	-3.366000E+0	1.533490E+3	-3.343100E+1	-3.110000E+0	1.533490E+3	-3.287000E+1	-2.571000E+0	1.533490E+3	-3.351600E+1	-3.232000E+0	1.533490E+3	-3.405700E+1	-3.565000E+0
			1.620000E+3	-5.939400E+1	-2.689100E+1	1.620000E+3	-6.680800E+1	-3.725100E+1	1.620000E+3	-6.609500E+1	-3.661800E+1	1.620000E+3	-6.623300E+1	-3.707400E+1	1.620000E+3	-6.773400E+1	-3.821900E+1	1.620000E+3	-6.671600E+1	-3.743500E+1	1.620000E+3	-6.621700E+1	-3.694800E+1	1.620000E+3	-6.945000E+1	-3.966300E+1	1.503500E+3	-4.355200E+1	-1.386800E+1	1.533500E+3	-3.358700E+1	-3.847000E+0	1.533500E+3	-3.367700E+1	-3.366000E+0	1.533500E+3	-3.340500E+1	-3.084000E+0	1.533500E+3	-3.282800E+1	-2.529000E+0	1.533500E+3	-3.353700E+1	-3.253000E+0	1.533500E+3	-3.403700E+1	-3.545000E+0
			1.620500E+3	-5.955500E+1	-2.705200E+1	1.620500E+3	-6.742000E+1	-3.786300E+1	1.620500E+3	-6.685600E+1	-3.737900E+1	1.620500E+3	-6.558200E+1	-3.642300E+1	1.620500E+3	-6.861200E+1	-3.909700E+1	1.620500E+3	-6.761600E+1	-3.833500E+1	1.620500E+3	-6.688600E+1	-3.761700E+1	1.620500E+3	-7.048000E+1	-4.069300E+1	1.503510E+3	-4.355700E+1	-1.387300E+1	1.533510E+3	-3.363000E+1	-3.890000E+0	1.533510E+3	-3.364700E+1	-3.336000E+0	1.533510E+3	-3.338000E+1	-3.059000E+0	1.533510E+3	-3.280400E+1	-2.505000E+0	1.533510E+3	-3.356400E+1	-3.280000E+0	1.533510E+3	-3.403100E+1	-3.539000E+0
			1.621000E+3	-5.955000E+1	-2.704700E+1	1.621000E+3	-6.747900E+1	-3.792200E+1	1.621000E+3	-6.638900E+1	-3.691200E+1	1.621000E+3	-6.574700E+1	-3.658800E+1	1.621000E+3	-6.901300E+1	-3.949800E+1	1.621000E+3	-6.827200E+1	-3.899100E+1	1.621000E+3	-6.708000E+1	-3.781100E+1	1.621000E+3	-7.062700E+1	-4.084000E+1	1.503520E+3	-4.353400E+1	-1.385000E+1	1.533520E+3	-3.363400E+1	-3.894000E+0	1.533520E+3	-3.365800E+1	-3.347000E+0	1.533520E+3	-3.334600E+1	-3.025000E+0	1.533520E+3	-3.276500E+1	-2.466000E+0	1.533520E+3	-3.363300E+1	-3.349000E+0	1.533520E+3	-3.404000E+1	-3.548000E+0
			1.621500E+3	-5.944400E+1	-2.694100E+1	1.621500E+3	-6.764900E+1	-3.809200E+1	1.621500E+3	-6.636600E+1	-3.688900E+1	1.621500E+3	-6.600500E+1	-3.684600E+1	1.621500E+3	-6.956200E+1	-4.004700E+1	1.621500E+3	-6.665400E+1	-3.737300E+1	1.621500E+3	-6.642900E+1	-3.716000E+1	1.621500E+3	-6.950400E+1	-3.971700E+1	1.503530E+3	-4.358000E+1	-1.389600E+1	1.533530E+3	-3.358400E+1	-3.844000E+0	1.533530E+3	-3.370200E+1	-3.391000E+0	1.533530E+3	-3.330700E+1	-2.986000E+0	1.533530E+3	-3.272800E+1	-2.429000E+0	1.533530E+3	-3.372400E+1	-3.440000E+0	1.533530E+3	-3.404800E+1	-3.556000E+0
			1.622000E+3	-5.936600E+1	-2.686300E+1	1.622000E+3	-6.690600E+1	-3.734900E+1	1.622000E+3	-6.592200E+1	-3.644500E+1	1.622000E+3	-6.556700E+1	-3.640800E+1	1.622000E+3	-6.837300E+1	-3.885800E+1	1.622000E+3	-6.589200E+1	-3.661100E+1	1.622000E+3	-6.586000E+1	-3.659100E+1	1.622000E+3	-6.862700E+1	-3.884000E+1	1.503540E+3	-4.358800E+1	-1.390400E+1	1.533540E+3	-3.357700E+1	-3.837000E+0	1.533540E+3	-3.371500E+1	-3.404000E+0	1.533540E+3	-3.332200E+1	-3.001000E+0	1.533540E+3	-3.273300E+1	-2.434000E+0	1.533540E+3	-3.396900E+1	-3.685000E+0	1.533540E+3	-3.404600E+1	-3.554000E+0
			1.622500E+3	-5.929700E+1	-2.679400E+1	1.622500E+3	-6.624100E+1	-3.668400E+1	1.622500E+3	-6.544900E+1	-3.597200E+1	1.622500E+3	-6.528400E+1	-3.612500E+1	1.622500E+3	-6.749000E+1	-3.797500E+1	1.622500E+3	-6.589200E+1	-3.661100E+1	1.622500E+3	-6.583800E+1	-3.656900E+1	1.622500E+3	-6.858800E+1	-3.880100E+1	1.503550E+3	-4.353600E+1	-1.385200E+1	1.533550E+3	-3.359300E+1	-3.853000E+0	1.533550E+3	-3.371600E+1	-3.405000E+0	1.533550E+3	-3.337500E+1	-3.054000E+0	1.533550E+3	-3.276200E+1	-2.463000E+0	1.533550E+3	-3.457500E+1	-4.291000E+0	1.533550E+3	-3.403000E+1	-3.538000E+0
			1.623000E+3	-5.926400E+1	-2.676100E+1	1.623000E+3	-6.627400E+1	-3.671700E+1	1.623000E+3	-6.549700E+1	-3.602000E+1	1.623000E+3	-6.529000E+1	-3.613100E+1	1.623000E+3	-6.736900E+1	-3.785400E+1	1.623000E+3	-6.612400E+1	-3.684300E+1	1.623000E+3	-6.596200E+1	-3.669300E+1	1.623000E+3	-6.870500E+1	-3.891800E+1	1.503560E+3	-4.351400E+1	-1.383000E+1	1.533560E+3	-3.359900E+1	-3.859000E+0	1.533560E+3	-3.370400E+1	-3.393000E+0	1.533560E+3	-3.338000E+1	-3.059000E+0	1.533560E+3	-3.279100E+1	-2.492000E+0	1.533560E+3	-3.487300E+1	-4.589000E+0	1.533560E+3	-3.405000E+1	-3.558000E+0
			1.623500E+3	-5.944800E+1	-2.694500E+1	1.623500E+3	-6.600200E+1	-3.644500E+1	1.623500E+3	-6.532000E+1	-3.584300E+1	1.623500E+3	-6.524500E+1	-3.608600E+1	1.623500E+3	-6.755200E+1	-3.803700E+1	1.623500E+3	-6.587900E+1	-3.659800E+1	1.623500E+3	-6.625700E+1	-3.698800E+1	1.623500E+3	-6.877700E+1	-3.899000E+1	1.503570E+3	-4.352400E+1	-1.384000E+1	1.533570E+3	-3.364700E+1	-3.907000E+0	1.533570E+3	-3.368900E+1	-3.378000E+0	1.533570E+3	-3.339200E+1	-3.071000E+0	1.533570E+3	-3.279600E+1	-2.497000E+0	1.533570E+3	-3.494000E+1	-4.656000E+0	1.533570E+3	-3.408900E+1	-3.597000E+0
