26/07/2011
corrugada6_setbottom_C11_Pin=-1 _X	corrugada6_setbottom_C11_Pin=-1_Y	corrugada6_setbottom_C11_Pin=-1_Ynorm	corrugada6_setbottom_C11_Pin=-1 _X	corrugada6_setbottom_C11_Pin=-1_Y	corrugada6_setbottom_C11_Pin=-1_Ynorm	corrugada6_setbottom_C11_Pin=-1 _X	corrugada6_setbottom_C11_Pin=-1_Y	corrugada6_setbottom_C11_Pin=-1_Ynorm
1.563100E+3	-8.869000E+1	-2.685900E+2	1.563100E+3	-6.277000E+1	-2.423700E+2	1.563100E+3	-1.096000E+2	-2.893000E+2
1.563150E+3	-8.671000E+1	-2.666100E+2	1.563150E+3	-6.012000E+1	-2.397200E+2	1.563150E+3	-1.067000E+2	-2.864000E+2
1.563200E+3	-8.699000E+1	-2.668900E+2	1.563200E+3	-5.978000E+1	-2.393800E+2	1.563200E+3	-1.060000E+2	-2.857000E+2
1.563250E+3	-8.750000E+1	-2.674000E+2	1.563250E+3	-5.948000E+1	-2.390800E+2	1.563250E+3	-1.054000E+2	-2.851000E+2
1.563300E+3	-8.715000E+1	-2.670500E+2	1.563300E+3	-5.903000E+1	-2.386300E+2	1.563300E+3	-1.055000E+2	-2.852000E+2
1.563350E+3	-8.746000E+1	-2.673600E+2	1.563350E+3	-5.952000E+1	-2.391200E+2	1.563350E+3	-1.055000E+2	-2.852000E+2
1.563400E+3	-8.891000E+1	-2.688100E+2	1.563400E+3	-6.196000E+1	-2.415600E+2	1.563400E+3	-1.089000E+2	-2.886000E+2
1.563450E+3	-8.869000E+1	-2.685900E+2	1.563450E+3	-6.386000E+1	-2.434600E+2	1.563450E+3	-1.116000E+2	-2.913000E+2
1.563500E+3	-8.774000E+1	-2.676400E+2	1.563500E+3	-6.478000E+1	-2.443800E+2	1.563500E+3	-1.132000E+2	-2.929000E+2
1.563550E+3	-8.773000E+1	-2.676300E+2	1.563550E+3	-6.615000E+1	-2.457500E+2	1.563550E+3	-1.150000E+2	-2.947000E+2
1.563600E+3	-8.856000E+1	-2.684600E+2	1.563600E+3	-6.820000E+1	-2.478000E+2	1.563600E+3	-1.192000E+2	-2.989000E+2
1.563650E+3	-8.906000E+1	-2.689600E+2	1.563650E+3	-7.048000E+1	-2.500800E+2	1.563650E+3	-1.224000E+2	-3.021000E+2
1.563700E+3	-8.746000E+1	-2.673600E+2	1.563700E+3	-7.009000E+1	-2.496900E+2	1.563700E+3	-1.231000E+2	-3.028000E+2
1.563750E+3	-8.723000E+1	-2.671300E+2	1.563750E+3	-7.039000E+1	-2.499900E+2	1.563750E+3	-1.238000E+2	-3.035000E+2
1.563800E+3	-8.756000E+1	-2.674600E+2	1.563800E+3	-7.088000E+1	-2.504800E+2	1.563800E+3	-1.250000E+2	-3.047000E+2
1.563850E+3	-8.658000E+1	-2.664800E+2	1.563850E+3	-7.053000E+1	-2.501300E+2	1.563850E+3	-1.254000E+2	-3.051000E+2
1.563900E+3	-8.439000E+1	-2.642900E+2	1.563900E+3	-6.845000E+1	-2.480500E+2	1.563900E+3	-1.251000E+2	-3.048000E+2
1.563950E+3	-8.202000E+1	-2.619200E+2	1.563950E+3	-6.516000E+1	-2.447600E+2	1.563950E+3	-1.226000E+2	-3.023000E+2
1.564000E+3	-8.041000E+1	-2.603100E+2	1.564000E+3	-6.300000E+1	-2.426000E+2	1.564000E+3	-1.217000E+2	-3.014000E+2
1.564050E+3	-7.766000E+1	-2.575600E+2	1.564050E+3	-5.958000E+1	-2.391800E+2	1.564050E+3	-1.190000E+2	-2.987000E+2
1.564100E+3	-7.465000E+1	-2.545500E+2	1.564100E+3	-5.454000E+1	-2.341400E+2	1.564100E+3	-1.156000E+2	-2.953000E+2
1.564150E+3	-7.315000E+1	-2.530500E+2	1.564150E+3	-5.223000E+1	-2.318300E+2	1.564150E+3	-1.136000E+2	-2.933000E+2
1.564200E+3	-7.314000E+1	-2.530400E+2	1.564200E+3	-5.113000E+1	-2.307300E+2	1.564200E+3	-1.131000E+2	-2.928000E+2
1.564250E+3	-7.282000E+1	-2.527200E+2	1.564250E+3	-5.055000E+1	-2.301500E+2	1.564250E+3	-1.127000E+2	-2.924000E+2
1.564300E+3	-7.057000E+1	-2.504700E+2	1.564300E+3	-4.857000E+1	-2.281700E+2	1.564300E+3	-1.101000E+2	-2.898000E+2
1.564350E+3	-6.985000E+1	-2.497500E+2	1.564350E+3	-4.703000E+1	-2.266300E+2	1.564350E+3	-1.087000E+2	-2.884000E+2
1.564400E+3	-7.007000E+1	-2.499700E+2	1.564400E+3	-4.720000E+1	-2.268000E+2	1.564400E+3	-1.080000E+2	-2.877000E+2
1.564450E+3	-7.116000E+1	-2.510600E+2	1.564450E+3	-4.753000E+1	-2.271300E+2	1.564450E+3	-1.083000E+2	-2.880000E+2
1.564500E+3	-7.081000E+1	-2.507100E+2	1.564500E+3	-4.630000E+1	-2.259000E+2	1.564500E+3	-1.073000E+2	-2.870000E+2
1.564550E+3	-7.150000E+1	-2.514000E+2	1.564550E+3	-4.520000E+1	-2.248000E+2	1.564550E+3	-1.065000E+2	-2.862000E+2
1.564600E+3	-7.352000E+1	-2.534200E+2	1.564600E+3	-4.638000E+1	-2.259800E+2	1.564600E+3	-1.076000E+2	-2.873000E+2
1.564650E+3	-7.649000E+1	-2.563900E+2	1.564650E+3	-4.934000E+1	-2.289400E+2	1.564650E+3	-1.105000E+2	-2.902000E+2
1.564700E+3	-7.727000E+1	-2.571700E+2	1.564700E+3	-5.059000E+1	-2.301900E+2	1.564700E+3	-1.116000E+2	-2.913000E+2
1.564750E+3	-7.786000E+1	-2.577600E+2	1.564750E+3	-5.113000E+1	-2.307300E+2	1.564750E+3	-1.125000E+2	-2.922000E+2
1.564800E+3	-7.970000E+1	-2.596000E+2	1.564800E+3	-5.338000E+1	-2.329800E+2	1.564800E+3	-1.152000E+2	-2.949000E+2
1.564850E+3	-8.127000E+1	-2.611700E+2	1.564850E+3	-5.557000E+1	-2.351700E+2	1.564850E+3	-1.178000E+2	-2.975000E+2
1.564900E+3	-8.094000E+1	-2.608400E+2	1.564900E+3	-5.588000E+1	-2.354800E+2	1.564900E+3	-1.185000E+2	-2.982000E+2
1.564950E+3	-8.131000E+1	-2.612100E+2	1.564950E+3	-5.573000E+1	-2.353300E+2	1.564950E+3	-1.186000E+2	-2.983000E+2
1.565000E+3	-8.277000E+1	-2.626700E+2	1.565000E+3	-5.670000E+1	-2.363000E+2	1.565000E+3	-1.196000E+2	-2.993000E+2
1.565050E+3	-8.358000E+1	-2.634800E+2	1.565050E+3	-5.724000E+1	-2.368400E+2	1.565050E+3	-1.205000E+2	-3.002000E+2
1.565100E+3	-8.384000E+1	-2.637400E+2	1.565100E+3	-5.822000E+1	-2.378200E+2	1.565100E+3	-1.214000E+2	-3.011000E+2
1.565150E+3	-8.209000E+1	-2.619900E+2	1.565150E+3	-5.710000E+1	-2.367000E+2	1.565150E+3	-1.194000E+2	-2.991000E+2
1.565200E+3	-8.133000E+1	-2.612300E+2	1.565200E+3	-5.820000E+1	-2.378000E+2	1.565200E+3	-1.191000E+2	-2.988000E+2
1.565250E+3	-8.101000E+1	-2.609100E+2	1.565250E+3	-5.940000E+1	-2.390000E+2	1.565250E+3	-1.194000E+2	-2.991000E+2
1.565300E+3	-7.894000E+1	-2.588400E+2	1.565300E+3	-5.869000E+1	-2.382900E+2	1.565300E+3	-1.175000E+2	-2.972000E+2
1.565350E+3	-7.699000E+1	-2.568900E+2	1.565350E+3	-5.765000E+1	-2.372500E+2	1.565350E+3	-1.155000E+2	-2.952000E+2
1.565400E+3	-7.720000E+1	-2.571000E+2	1.565400E+3	-5.801000E+1	-2.376100E+2	1.565400E+3	-1.145000E+2	-2.942000E+2
1.565450E+3	-7.781000E+1	-2.577100E+2	1.565450E+3	-5.924000E+1	-2.388400E+2	1.565450E+3	-1.142000E+2	-2.939000E+2
1.565500E+3	-7.824000E+1	-2.581400E+2	1.565500E+3	-5.982000E+1	-2.394200E+2	1.565500E+3	-1.141000E+2	-2.938000E+2
1.565550E+3	-7.823000E+1	-2.581300E+2	1.565550E+3	-6.023000E+1	-2.398300E+2	1.565550E+3	-1.130000E+2	-2.927000E+2
1.565600E+3	-7.957000E+1	-2.594700E+2	1.565600E+3	-6.020000E+1	-2.398000E+2	1.565600E+3	-1.127000E+2	-2.924000E+2
1.565650E+3	-8.178000E+1	-2.616800E+2	1.565650E+3	-6.182000E+1	-2.414200E+2	1.565650E+3	-1.148000E+2	-2.945000E+2
1.565700E+3	-8.463000E+1	-2.645300E+2	1.565700E+3	-6.416000E+1	-2.437600E+2	1.565700E+3	-1.161000E+2	-2.958000E+2
1.565750E+3	-8.602000E+1	-2.659200E+2	1.565750E+3	-6.448000E+1	-2.440800E+2	1.565750E+3	-1.165000E+2	-2.962000E+2
1.565800E+3	-8.773000E+1	-2.676300E+2	1.565800E+3	-6.563000E+1	-2.452300E+2	1.565800E+3	-1.180000E+2	-2.977000E+2
1.565850E+3	-9.191000E+1	-2.718100E+2	1.565850E+3	-6.856000E+1	-2.481600E+2	1.565850E+3	-1.221000E+2	-3.018000E+2
1.565900E+3	-9.598000E+1	-2.758800E+2	1.565900E+3	-7.236000E+1	-2.519600E+2	1.565900E+3	-1.255000E+2	-3.052000E+2
1.565950E+3	-9.884000E+1	-2.787400E+2	1.565950E+3	-7.538000E+1	-2.549800E+2	1.565950E+3	-1.265000E+2	-3.062000E+2
1.566000E+3	-1.018000E+2	-2.817000E+2	1.566000E+3	-7.849000E+1	-2.580900E+2	1.566000E+3	-1.295000E+2	-3.092000E+2
1.566050E+3	-1.029000E+2	-2.828000E+2	1.566050E+3	-7.950000E+1	-2.591000E+2	1.566050E+3	-1.306000E+2	-3.103000E+2
1.566100E+3	-1.073000E+2	-2.872000E+2	1.566100E+3	-8.466000E+1	-2.642600E+2	1.566100E+3	-1.358000E+2	-3.155000E+2
1.566150E+3	-1.108000E+2	-2.907000E+2	1.566150E+3	-8.934000E+1	-2.689400E+2	1.566150E+3	-1.407000E+2	-3.204000E+2
1.566200E+3	-1.132000E+2	-2.931000E+2	1.566200E+3	-9.270000E+1	-2.723000E+2	1.566200E+3	-1.441000E+2	-3.238000E+2
1.566250E+3	-1.171000E+2	-2.970000E+2	1.566250E+3	-9.635000E+1	-2.759500E+2	1.566250E+3	-1.482000E+2	-3.279000E+2
1.566300E+3	-1.202000E+2	-3.001000E+2	1.566300E+3	-1.000000E+2	-2.796000E+2	1.566300E+3	-1.518000E+2	-3.315000E+2
1.566350E+3	-1.223000E+2	-3.022000E+2	1.566350E+3	-1.021000E+2	-2.817000E+2	1.566350E+3	-1.542000E+2	-3.339000E+2
1.566400E+3	-1.239000E+2	-3.038000E+2	1.566400E+3	-1.041000E+2	-2.837000E+2	1.566400E+3	-1.552000E+2	-3.349000E+2
1.566450E+3	-1.272000E+2	-3.071000E+2	1.566450E+3	-1.058000E+2	-2.854000E+2	1.566450E+3	-1.568000E+2	-3.365000E+2
1.566500E+3	-1.303000E+2	-3.102000E+2	1.566500E+3	-1.084000E+2	-2.880000E+2	1.566500E+3	-1.592000E+2	-3.389000E+2
1.566550E+3	-1.329000E+2	-3.128000E+2	1.566550E+3	-1.110000E+2	-2.906000E+2	1.566550E+3	-1.617000E+2	-3.414000E+2
1.566600E+3	-1.345000E+2	-3.144000E+2	1.566600E+3	-1.121000E+2	-2.917000E+2	1.566600E+3	-1.634000E+2	-3.431000E+2
1.566650E+3	-1.381000E+2	-3.180000E+2	1.566650E+3	-1.138000E+2	-2.934000E+2	1.566650E+3	-1.653000E+2	-3.450000E+2
1.566700E+3	-1.428000E+2	-3.227000E+2	1.566700E+3	-1.173000E+2	-2.969000E+2	1.566700E+3	-1.692000E+2	-3.489000E+2
1.566750E+3	-1.481000E+2	-3.280000E+2	1.566750E+3	-1.216000E+2	-3.012000E+2	1.566750E+3	-1.736000E+2	-3.533000E+2
1.566800E+3	-1.532000E+2	-3.331000E+2	1.566800E+3	-1.247000E+2	-3.043000E+2	1.566800E+3	-1.771000E+2	-3.568000E+2
1.566850E+3	-1.680000E+2	-3.479000E+2	1.566850E+3	-1.293000E+2	-3.089000E+2	1.566850E+3	1.791000E+2	-6.000000E-1
1.566900E+3	-1.712000E+2	-3.511000E+2	1.566900E+3	-1.354000E+2	-3.150000E+2	1.566900E+3	1.734000E+2	-6.300000E+0
1.566950E+3	-1.718000E+2	-3.517000E+2	1.566950E+3	-1.380000E+2	-3.176000E+2	1.566950E+3	1.704000E+2	-9.300000E+0
1.567000E+3	-1.765000E+2	-3.564000E+2	1.567000E+3	-1.426000E+2	-3.222000E+2	1.567000E+3	1.652000E+2	-1.450000E+1
1.567050E+3	1.777000E+2	-2.200000E+0	1.567050E+3	-1.477000E+2	-3.273000E+2	1.567050E+3	1.600000E+2	-1.970000E+1
1.567100E+3	1.690000E+2	-1.090000E+1	1.567100E+3	-1.565000E+2	-3.361000E+2	1.567100E+3	1.509000E+2	-2.880000E+1
1.567150E+3	1.621000E+2	-1.780000E+1	1.567150E+3	-1.635000E+2	-3.431000E+2	1.567150E+3	1.435000E+2	-3.620000E+1
1.567200E+3	1.577000E+2	-2.220000E+1	1.567200E+3	-1.684000E+2	-3.480000E+2	1.567200E+3	1.385000E+2	-4.120000E+1
1.567250E+3	1.541000E+2	-2.580000E+1	1.567250E+3	-1.723000E+2	-3.519000E+2	1.567250E+3	1.349000E+2	-4.480000E+1
1.567300E+3	1.486000E+2	-3.130000E+1	1.567300E+3	-1.783000E+2	-3.579000E+2	1.567300E+3	1.286000E+2	-5.110000E+1
1.567350E+3	1.465000E+2	-3.340000E+1	1.567350E+3	1.791000E+2	-5.000000E-1	1.567350E+3	1.261000E+2	-5.360000E+1
1.567400E+3	1.447000E+2	-3.520000E+1	1.567400E+3	1.768000E+2	-2.800000E+0	1.567400E+3	1.241000E+2	-5.560000E+1
1.567450E+3	1.434000E+2	-3.650000E+1	1.567450E+3	1.761000E+2	-3.500000E+0	1.567450E+3	1.236000E+2	-5.610000E+1
1.567500E+3	1.415000E+2	-3.840000E+1	1.567500E+3	1.751000E+2	-4.500000E+0	1.567500E+3	1.221000E+2	-5.760000E+1
1.567550E+3	1.400000E+2	-3.990000E+1	1.567550E+3	1.742000E+2	-5.400000E+0	1.567550E+3	1.204000E+2	-5.930000E+1
1.567600E+3	1.407000E+2	-3.920000E+1	1.567600E+3	1.751000E+2	-4.500000E+0	1.567600E+3	1.207000E+2	-5.900000E+1
1.567650E+3	1.410000E+2	-3.890000E+1	1.567650E+3	1.761000E+2	-3.500000E+0	1.567650E+3	1.219000E+2	-5.780000E+1
1.567700E+3	1.401000E+2	-3.980000E+1	1.567700E+3	1.762000E+2	-3.400000E+0	1.567700E+3	1.221000E+2	-5.760000E+1
1.567750E+3	1.404000E+2	-3.950000E+1	1.567750E+3	1.764000E+2	-3.200000E+0	1.567750E+3	1.229000E+2	-5.680000E+1
1.567800E+3	1.409000E+2	-3.900000E+1	1.567800E+3	1.776000E+2	-2.000000E+0	1.567800E+3	1.242000E+2	-5.550000E+1
1.567850E+3	1.421000E+2	-3.780000E+1	1.567850E+3	1.793000E+2	-3.000000E-1	1.567850E+3	1.264000E+2	-5.330000E+1
1.567900E+3	1.416000E+2	-3.830000E+1	1.567900E+3	1.796000E+2	0.000000E+0	1.567900E+3	1.271000E+2	-5.260000E+1
1.567950E+3	1.406000E+2	-3.930000E+1	1.567950E+3	1.783000E+2	-1.300000E+0	1.567950E+3	1.261000E+2	-5.360000E+1
1.568000E+3	1.405000E+2	-3.940000E+1	1.568000E+3	1.786000E+2	-1.000000E+0	1.568000E+3	1.264000E+2	-5.330000E+1
1.568050E+3	1.400000E+2	-3.990000E+1	1.568050E+3	1.784000E+2	-1.200000E+0	1.568050E+3	1.259000E+2	-5.380000E+1
1.568100E+3	1.374000E+2	-4.250000E+1	1.568100E+3	1.760000E+2	-3.600000E+0	1.568100E+3	1.231000E+2	-5.660000E+1
1.568150E+3	1.342000E+2	-4.570000E+1	1.568150E+3	1.719000E+2	-7.700000E+0	1.568150E+3	1.191000E+2	-6.060000E+1
1.568200E+3	1.329000E+2	-4.700000E+1	1.568200E+3	1.703000E+2	-9.300000E+0	1.568200E+3	1.175000E+2	-6.220000E+1
1.568250E+3	1.311000E+2	-4.880000E+1	1.568250E+3	1.682000E+2	-1.140000E+1	1.568250E+3	1.152000E+2	-6.450000E+1
1.568300E+3	1.271000E+2	-5.280000E+1	1.568300E+3	1.642000E+2	-1.540000E+1	1.568300E+3	1.115000E+2	-6.820000E+1
1.568350E+3	1.225000E+2	-5.740000E+1	1.568350E+3	1.591000E+2	-2.050000E+1	1.568350E+3	1.066000E+2	-7.310000E+1
1.568400E+3	1.196000E+2	-6.030000E+1	1.568400E+3	1.559000E+2	-2.370000E+1	1.568400E+3	1.035000E+2	-7.620000E+1
1.568450E+3	1.178000E+2	-6.210000E+1	1.568450E+3	1.534000E+2	-2.620000E+1	1.568450E+3	1.020000E+2	-7.770000E+1
1.568500E+3	1.153000E+2	-6.460000E+1	1.568500E+3	1.503000E+2	-2.930000E+1	1.568500E+3	9.926000E+1	-8.044000E+1
1.568550E+3	1.137000E+2	-6.620000E+1	1.568550E+3	1.476000E+2	-3.200000E+1	1.568550E+3	9.752000E+1	-8.218000E+1
1.568600E+3	1.141000E+2	-6.580000E+1	1.568600E+3	1.473000E+2	-3.230000E+1	1.568600E+3	9.752000E+1	-8.218000E+1
1.568650E+3	1.142000E+2	-6.570000E+1	1.568650E+3	1.470000E+2	-3.260000E+1	1.568650E+3	9.811000E+1	-8.159000E+1
1.568700E+3	1.134000E+2	-6.650000E+1	1.568700E+3	1.462000E+2	-3.340000E+1	1.568700E+3	9.769000E+1	-8.201000E+1
1.568750E+3	1.130000E+2	-6.690000E+1	1.568750E+3	1.450000E+2	-3.460000E+1	1.568750E+3	9.766000E+1	-8.204000E+1
1.568800E+3	1.140000E+2	-6.590000E+1	1.568800E+3	1.447000E+2	-3.490000E+1	1.568800E+3	9.868000E+1	-8.102000E+1
1.568850E+3	1.152000E+2	-6.470000E+1	1.568850E+3	1.454000E+2	-3.420000E+1	1.568850E+3	1.008000E+2	-7.890000E+1
1.568900E+3	1.161000E+2	-6.380000E+1	1.568900E+3	1.454000E+2	-3.420000E+1	1.568900E+3	1.025000E+2	-7.720000E+1
1.568950E+3	1.158000E+2	-6.410000E+1	1.568950E+3	1.438000E+2	-3.580000E+1	1.568950E+3	1.028000E+2	-7.690000E+1
1.569000E+3	1.169000E+2	-6.300000E+1	1.569000E+3	1.434000E+2	-3.620000E+1	1.569000E+3	1.042000E+2	-7.550000E+1
1.569050E+3	1.177000E+2	-6.220000E+1	1.569050E+3	1.441000E+2	-3.550000E+1	1.569050E+3	1.059000E+2	-7.380000E+1
1.569100E+3	1.171000E+2	-6.280000E+1	1.569100E+3	1.434000E+2	-3.620000E+1	1.569100E+3	1.067000E+2	-7.300000E+1
1.569150E+3	1.155000E+2	-6.440000E+1	1.569150E+3	1.413000E+2	-3.830000E+1	1.569150E+3	1.054000E+2	-7.430000E+1
1.569200E+3	1.149000E+2	-6.500000E+1	1.569200E+3	1.394000E+2	-4.020000E+1	1.569200E+3	1.046000E+2	-7.510000E+1
1.569250E+3	1.144000E+2	-6.550000E+1	1.569250E+3	1.380000E+2	-4.160000E+1	1.569250E+3	1.038000E+2	-7.590000E+1
1.569300E+3	1.117000E+2	-6.820000E+1	1.569300E+3	1.349000E+2	-4.470000E+1	1.569300E+3	1.011000E+2	-7.860000E+1
1.569350E+3	1.078000E+2	-7.210000E+1	1.569350E+3	1.302000E+2	-4.940000E+1	1.569350E+3	9.682000E+1	-8.288000E+1
1.569400E+3	1.062000E+2	-7.370000E+1	1.569400E+3	1.270000E+2	-5.260000E+1	1.569400E+3	9.377000E+1	-8.593000E+1
1.569450E+3	1.036000E+2	-7.630000E+1	1.569450E+3	1.242000E+2	-5.540000E+1	1.569450E+3	9.056000E+1	-8.914000E+1
1.569500E+3	1.006000E+2	-7.930000E+1	1.569500E+3	1.187000E+2	-6.090000E+1	1.569500E+3	8.688000E+1	-9.282000E+1
1.569550E+3	9.733000E+1	-8.257000E+1	1.569550E+3	1.175000E+2	-6.210000E+1	1.569550E+3	8.326000E+1	-9.644000E+1
1.569600E+3	9.569000E+1	-8.421000E+1	1.569600E+3	1.159000E+2	-6.370000E+1	1.569600E+3	8.125000E+1	-9.845000E+1
1.569650E+3	9.486000E+1	-8.504000E+1	1.569650E+3	1.147000E+2	-6.490000E+1	1.569650E+3	8.009000E+1	-9.961000E+1
1.569700E+3	9.253000E+1	-8.737000E+1	1.569700E+3	1.132000E+2	-6.640000E+1	1.569700E+3	7.824000E+1	-1.014600E+2
1.569750E+3	9.122000E+1	-8.868000E+1	1.569750E+3	1.118000E+2	-6.780000E+1	1.569750E+3	7.677000E+1	-1.029300E+2
1.569800E+3	9.161000E+1	-8.829000E+1	1.569800E+3	1.119000E+2	-6.770000E+1	1.569800E+3	7.670000E+1	-1.030000E+2
1.569850E+3	9.327000E+1	-8.663000E+1	1.569850E+3	1.129000E+2	-6.670000E+1	1.569850E+3	7.767000E+1	-1.020300E+2
1.569900E+3	9.275000E+1	-8.715000E+1	1.569900E+3	1.127000E+2	-6.690000E+1	1.569900E+3	7.745000E+1	-1.022500E+2
1.569950E+3	9.352000E+1	-8.638000E+1	1.569950E+3	1.126000E+2	-6.700000E+1	1.569950E+3	7.739000E+1	-1.023100E+2
1.570000E+3	9.502000E+1	-8.488000E+1	1.570000E+3	1.131000E+2	-6.650000E+1	1.570000E+3	7.807000E+1	-1.016300E+2
1.570050E+3	9.726000E+1	-8.264000E+1	1.570050E+3	1.140000E+2	-6.560000E+1	1.570050E+3	7.946000E+1	-1.002400E+2
1.570100E+3	9.813000E+1	-8.177000E+1	1.570100E+3	1.139000E+2	-6.570000E+1	1.570100E+3	7.956000E+1	-1.001400E+2
1.570150E+3	9.899000E+1	-8.091000E+1	1.570150E+3	1.130000E+2	-6.660000E+1	1.570150E+3	7.892000E+1	-1.007800E+2
1.570200E+3	1.007000E+2	-7.920000E+1	1.570200E+3	1.129000E+2	-6.670000E+1	1.570200E+3	7.945000E+1	-1.002500E+2
1.570250E+3	1.023000E+2	-7.760000E+1	1.570250E+3	1.123000E+2	-6.730000E+1	1.570250E+3	7.962000E+1	-1.000800E+2
1.570300E+3	1.023000E+2	-7.760000E+1	1.570300E+3	1.111000E+2	-6.850000E+1	1.570300E+3	7.834000E+1	-1.013600E+2
1.570350E+3	1.008000E+2	-7.910000E+1	1.570350E+3	1.078000E+2	-7.180000E+1	1.570350E+3	7.545000E+1	-1.042500E+2
1.570400E+3	1.010000E+2	-7.890000E+1	1.570400E+3	1.060000E+2	-7.360000E+1	1.570400E+3	7.380000E+1	-1.059000E+2
1.570450E+3	1.010000E+2	-7.890000E+1	1.570450E+3	1.037000E+2	-7.590000E+1	1.570450E+3	7.215000E+1	-1.075500E+2
1.570500E+3	9.877000E+1	-8.113000E+1	1.570500E+3	1.002000E+2	-7.940000E+1	1.570500E+3	6.914000E+1	-1.105600E+2
1.570550E+3	9.526000E+1	-8.464000E+1	1.570550E+3	9.575000E+1	-8.385000E+1	1.570550E+3	6.523000E+1	-1.144700E+2
1.570600E+3	9.156000E+1	-8.834000E+1	1.570600E+3	9.035000E+1	-8.925000E+1	1.570600E+3	6.092000E+1	-1.187800E+2
1.570650E+3	8.835000E+1	-9.155000E+1	1.570650E+3	8.515000E+1	-9.445000E+1	1.570650E+3	5.628000E+1	-1.234200E+2
1.570700E+3	8.325000E+1	-9.665000E+1	1.570700E+3	7.956000E+1	-1.000400E+2	1.570700E+3	5.192000E+1	-1.277800E+2
1.570750E+3	7.941000E+1	-1.004900E+2	1.570750E+3	7.463000E+1	-1.049700E+2	1.570750E+3	4.802000E+1	-1.316800E+2
1.570800E+3	7.661000E+1	-1.032900E+2	1.570800E+3	6.987000E+1	-1.097300E+2	1.570800E+3	4.461000E+1	-1.350900E+2
1.570850E+3	7.502000E+1	-1.048800E+2	1.570850E+3	6.635000E+1	-1.132500E+2	1.570850E+3	4.345000E+1	-1.362500E+2
1.570900E+3	7.142000E+1	-1.084800E+2	1.570900E+3	6.355000E+1	-1.160500E+2	1.570900E+3	3.985000E+1	-1.398500E+2
1.570950E+3	6.872000E+1	-1.111800E+2	1.570950E+3	6.016000E+1	-1.194400E+2	1.570950E+3	3.713000E+1	-1.425700E+2
1.571000E+3	6.737000E+1	-1.125300E+2	1.571000E+3	5.778000E+1	-1.218200E+2	1.571000E+3	3.579000E+1	-1.439100E+2
1.571050E+3	6.616000E+1	-1.137400E+2	1.571050E+3	5.541000E+1	-1.241900E+2	1.571050E+3	3.419000E+1	-1.455100E+2
1.571100E+3	6.416000E+1	-1.157400E+2	1.571100E+3	5.267000E+1	-1.269300E+2	1.571100E+3	3.152000E+1	-1.481800E+2
1.571150E+3	6.389000E+1	-1.160100E+2	1.571150E+3	5.112000E+1	-1.284800E+2	1.571150E+3	2.961000E+1	-1.500900E+2
1.571200E+3	6.402000E+1	-1.158800E+2	1.571200E+3	5.038000E+1	-1.292200E+2	1.571200E+3	2.852000E+1	-1.511800E+2
1.571250E+3	6.225000E+1	-1.176500E+2	1.571250E+3	4.791000E+1	-1.316900E+2	1.571250E+3	2.593000E+1	-1.537700E+2
1.571300E+3	6.092000E+1	-1.189800E+2	1.571300E+3	4.534000E+1	-1.342600E+2	1.571300E+3	2.325000E+1	-1.564500E+2
1.571350E+3	6.107000E+1	-1.188300E+2	1.571350E+3	4.401000E+1	-1.355900E+2	1.571350E+3	2.229000E+1	-1.574100E+2
1.571400E+3	6.002000E+1	-1.198800E+2	1.571400E+3	4.248000E+1	-1.371200E+2	1.571400E+3	2.091000E+1	-1.587900E+2
1.571450E+3	5.770000E+1	-1.222000E+2	1.571450E+3	3.900000E+1	-1.406000E+2	1.571450E+3	1.844000E+1	-1.612600E+2
1.571500E+3	5.619000E+1	-1.237100E+2	1.571500E+3	3.610000E+1	-1.435000E+2	1.571500E+3	1.616000E+1	-1.635400E+2
1.571550E+3	5.511000E+1	-1.247900E+2	1.571550E+3	3.426000E+1	-1.453400E+2	1.571550E+3	1.491000E+1	-1.647900E+2
1.571600E+3	5.205000E+1	-1.278500E+2	1.571600E+3	3.084000E+1	-1.487600E+2	1.571600E+3	1.127000E+1	-1.684300E+2
1.571650E+3	4.726000E+1	-1.326400E+2	1.571650E+3	2.550000E+1	-1.541000E+2	1.571650E+3	6.430000E+0	-1.732700E+2
1.571700E+3	4.402000E+1	-1.358800E+2	1.571700E+3	2.148000E+1	-1.581200E+2	1.571700E+3	2.016000E+0	-1.776840E+2
1.571750E+3	4.146000E+1	-1.384400E+2	1.571750E+3	1.874000E+1	-1.608600E+2	1.571750E+3	-9.688000E-1	-1.806688E+2
1.571800E+3	3.990000E+1	-1.400000E+2	1.571800E+3	1.725000E+1	-1.623500E+2	1.571800E+3	-2.758000E+0	-1.824580E+2
1.571850E+3	3.335000E+1	-1.465500E+2	1.571850E+3	1.153000E+1	-1.680700E+2	1.571850E+3	-8.539000E+0	-1.882390E+2
1.571900E+3	2.809000E+1	-1.518100E+2	1.571900E+3	6.070000E+0	-1.735300E+2	1.571900E+3	-1.430000E+1	-1.940000E+2
1.571950E+3	2.606000E+1	-1.538400E+2	1.571950E+3	4.383000E+0	-1.752170E+2	1.571950E+3	-1.646000E+1	-1.961600E+2
1.572000E+3	2.259000E+1	-1.573100E+2	1.572000E+3	2.172000E+0	-1.774280E+2	1.572000E+3	-1.879000E+1	-1.984900E+2
1.572050E+3	1.822000E+1	-1.616800E+2	1.572050E+3	-7.266000E-1	-1.803266E+2	1.572050E+3	-2.202000E+1	-2.017200E+2
